variant,target,attribute,parameter,spearman_rho,abs_rho
mc_dropout,param_std,glim_2nd_class_frac,route_a,0.13975970456085163,0.13975970456085163
mc_dropout,param_std,lai_diff,parK1,-0.13899443203467576,0.13899443203467576
mc_dropout,param_std,area_gages2,parLP,-0.13881790619052242,0.13881790619052242
mc_dropout,param_std,low_prec_freq,parFC,0.13732266113199587,0.13732266113199587
mc_dropout,param_std,frac_snow,parK1,0.1371707106261838,0.1371707106261838
mc_dropout,param_std,gvf_max,parK1,-0.1369352386402527,0.1369352386402527
mc_dropout,param_std,high_prec_dur,parPERC,0.13671814731540166,0.13671814731540166
mc_dropout,param_std,dom_land_cover_frac,parLP,-0.13580208995928283,0.13580208995928283
mc_dropout,param_std,geol_2nd_class,route_a,0.1335102722388384,0.1335102722388384
mc_dropout,param_std,glim_2nd_class_frac,parFC,0.1333879771847404,0.1333879771847404
mc_dropout,param_std,p_mean,parFC,-0.13208645213930253,0.13208645213930253
mc_dropout,param_std,frac_snow,parPERC,0.13164946609356454,0.13164946609356454
mc_dropout,param_std,gvf_diff,route_b,0.13024438294328722,0.13024438294328722
mc_dropout,param_std,slope_mean,parTT,-0.12999543951019218,0.12999543951019218
mc_dropout,param_std,dom_land_cover,parK2,0.12923903964821581,0.12923903964821581
mc_dropout,param_std,dom_land_cover_frac,parUZL,-0.1288639484090004,0.1288639484090004
mc_dropout,param_std,geol_1st_class,route_b,-0.12780718767096486,0.12780718767096486
mc_dropout,param_std,lai_max,parCWH,0.12673016086747088,0.12673016086747088
mc_dropout,param_std,frac_snow,parTT,-0.12649907235213126,0.12649907235213126
mc_dropout,param_std,soil_depth_statsgo,parTT,0.1258064870185002,0.1258064870185002
mc_dropout,param_std,geol_1st_class,parCWH,0.1257961412218769,0.1257961412218769
mc_dropout,param_std,pet_mean,parK2,0.12489722868091238,0.12489722868091238
mc_dropout,param_std,glim_1st_class_frac,route_a,-0.12465594190477354,0.12465594190477354
mc_dropout,param_std,frac_snow,parCFR,-0.1242349348980113,0.1242349348980113
mc_dropout,param_std,dom_land_cover,parBETA,0.12416831121634807,0.12416831121634807
mc_dropout,param_std,aridity,route_b,0.12389584450412888,0.12389584450412888
mc_dropout,param_std,low_prec_freq,parLP,0.1221498754460726,0.1221498754460726
mc_dropout,param_std,clay_frac,parTT,0.12087738776260665,0.12087738776260665
mc_dropout,param_std,low_prec_freq,parUZL,-0.1208068935782903,0.1208068935782903
mc_dropout,param_std,geol_2nd_class,parPERC,-0.11902386805814981,0.11902386805814981
mc_dropout,param_std,geol_porosity,parTT,-0.11831836146176834,0.11831836146176834
mc_dropout,param_std,gvf_diff,parLP,-0.11754546263323803,0.11754546263323803
mc_dropout,param_std,geol_permeability,parK2,-0.11604085408282833,0.11604085408282833
mc_dropout,param_std,glim_2nd_class_frac,parCFR,0.11455112298989886,0.11455112298989886
mc_dropout,param_std,glim_1st_class_frac,parBETA,0.11452968835460388,0.11452968835460388
mc_dropout,param_std,root_depth_50,parTT,-0.11385103984528774,0.11385103984528774
mc_dropout,param_std,elev_mean,parCFR,-0.11291592654717877,0.11291592654717877
mc_dropout,param_std,aridity,parBETA,-0.11263335825973632,0.11263335825973632
mc_dropout,param_std,soil_conductivity,parBETA,-0.11238762304681643,0.11238762304681643
mc_dropout,param_std,soil_depth_statsgo,parBETA,0.11195960454506544,0.11195960454506544
mc_dropout,param_std,p_mean,parBETA,0.11176085400581723,0.11176085400581723
mc_dropout,param_std,geol_porosity,parCWH,0.11069801340438643,0.11069801340438643
mc_dropout,param_std,carbonate_rocks_frac,parK2,0.1106890914631884,0.1106890914631884
mc_dropout,param_std,dom_land_cover,parFC,0.10964684079148058,0.10964684079148058
mc_dropout,param_std,glim_2nd_class_frac,parK0,0.10778092090877361,0.10778092090877361
mc_dropout,param_std,dom_land_cover,parLP,0.10702261883761298,0.10702261883761298
mc_dropout,param_std,soil_conductivity,parCFMAX,0.10695627193495957,0.10695627193495957
mc_dropout,param_std,glim_1st_class_frac,parCFR,-0.10651474638099089,0.10651474638099089
mc_dropout,param_std,geol_permeability,parLP,0.10647328248931172,0.10647328248931172
mc_dropout,param_std,soil_depth_statsgo,parCFR,0.10614049931708029,0.10614049931708029
mc_dropout,param_std,high_prec_dur,parCFMAX,-0.10596496981941164,0.10596496981941164
mc_dropout,param_std,carbonate_rocks_frac,parCFR,-0.10477028563516368,0.10477028563516368
mc_dropout,param_std,sand_frac,parCFMAX,0.10404645496148542,0.10404645496148542
mc_dropout,param_std,frac_forest,route_b,0.10360395042428693,0.10360395042428693
mc_dropout,param_std,elev_mean,parK1,0.10326808593413672,0.10326808593413672
mc_dropout,param_std,carbonate_rocks_frac,parPERC,-0.10221522731208359,0.10221522731208359
mc_dropout,param_std,carbonate_rocks_frac,parUZL,-0.10121551362004823,0.10121551362004823
mc_dropout,param_std,lai_max,parK1,-0.10094672241845419,0.10094672241845419
mc_dropout,param_std,dom_land_cover_frac,parCFR,-0.09934440238968033,0.09934440238968033
mc_dropout,param_std,geol_2nd_class,parTT,0.09847024059274312,0.09847024059274312
mc_dropout,param_std,high_prec_freq,parBETA,0.09829969660127875,0.09829969660127875
mc_dropout,param_std,soil_depth_statsgo,parK2,0.0979666498400453,0.0979666498400453
mc_dropout,param_std,lai_diff,parLP,-0.097773134467124,0.097773134467124
mc_dropout,param_std,geol_permeability,parBETA,-0.09524761452176413,0.09524761452176413
mc_dropout,param_std,p_seasonality,route_b,0.09519401317492644,0.09519401317492644
mc_dropout,param_std,high_prec_dur,parLP,0.09474147346495873,0.09474147346495873
mc_dropout,param_std,frac_snow,parK0,-0.09458939355522263,0.09458939355522263
mc_dropout,param_std,carbonate_rocks_frac,parK0,0.09415623426210577,0.09415623426210577
mc_dropout,param_std,area_gages2,parCWH,0.09352078015475171,0.09352078015475171
mc_dropout,param_std,gvf_max,parLP,-0.09351921537133527,0.09351921537133527
mc_dropout,param_std,max_water_content,parK1,-0.09211055854241625,0.09211055854241625
mc_dropout,param_std,max_water_content,parCFR,-0.09209304593990465,0.09209304593990465
mc_dropout,param_std,area_gages2,parTT,0.09207340569350717,0.09207340569350717
mc_dropout,param_std,aridity,parK2,-0.0920148949283987,0.0920148949283987
mc_dropout,param_std,lai_diff,parCFR,-0.09155475833812225,0.09155475833812225
mc_dropout,param_std,geol_2nd_class,parBETA,-0.08993113007646379,0.08993113007646379
mc_dropout,param_std,geol_1st_class,parTT,-0.08872957568431453,0.08872957568431453
mc_dropout,param_std,soil_depth_statsgo,parFC,-0.08737955237645957,0.08737955237645957
mc_dropout,param_std,clay_frac,parK0,0.08733971335718001,0.08733971335718001
mc_dropout,param_std,area_gages2,route_b,-0.08728505159775543,0.08728505159775543
mc_dropout,param_std,aridity,parUZL,0.08711080547547315,0.08711080547547315
mc_dropout,param_std,p_mean,parCFMAX,-0.08652162866392075,0.08652162866392075
mc_dropout,param_std,glim_1st_class_frac,route_b,-0.08647819726031539,0.08647819726031539
mc_dropout,param_std,geol_1st_class,parLP,-0.0859640877135741,0.0859640877135741
mc_dropout,param_std,aridity,parCFR,-0.08451196747865827,0.08451196747865827
mc_dropout,param_std,low_prec_freq,parK1,0.08375005966121717,0.08375005966121717
mc_dropout,param_std,low_prec_dur,parLP,0.08361678099950869,0.08361678099950869
mc_dropout,param_std,root_depth_50,route_b,-0.08340748518531108,0.08340748518531108
mc_dropout,param_std,glim_1st_class_frac,parCWH,0.082428098746926,0.082428098746926
mc_dropout,param_std,glim_1st_class_frac,parK0,-0.08190955785172573,0.08190955785172573
mc_dropout,param_std,dom_land_cover_frac,route_a,-0.08159594614822939,0.08159594614822939
mc_dropout,param_std,geol_2nd_class,parUZL,0.0806869468397067,0.0806869468397067
mc_dropout,param_std,area_gages2,parFC,-0.08059908486837267,0.08059908486837267
mc_dropout,param_std,p_seasonality,parTT,0.07989633501726814,0.07989633501726814
mc_dropout,param_std,soil_depth_statsgo,parUZL,0.07984957665578658,0.07984957665578658
mc_dropout,param_std,lai_max,route_b,-0.07849452540850047,0.07849452540850047
mc_dropout,param_std,geol_porosity,parUZL,-0.07821100893689802,0.07821100893689802
mc_dropout,param_std,geol_porosity,parK2,0.07742278844683333,0.07742278844683333
mc_dropout,param_std,soil_porosity,parTT,-0.07639770349277623,0.07639770349277623
mc_dropout,param_std,geol_1st_class,parCFR,-0.07607726090868691,0.07607726090868691
mc_dropout,param_std,max_water_content,parLP,0.07489779422760189,0.07489779422760189
mc_dropout,param_std,high_prec_freq,parLP,0.07327506731102475,0.07327506731102475
mc_dropout,param_std,geol_2nd_class,parCFMAX,-0.0721371804145959,0.0721371804145959
mc_dropout,param_std,dom_land_cover,parPERC,0.07155066660667386,0.07155066660667386
mc_dropout,param_std,lai_max,parCFR,0.07151577376443988,0.07151577376443988
mc_dropout,param_std,max_water_content,parCWH,0.07118584383803965,0.07118584383803965
mc_dropout,param_std,dom_land_cover_frac,parCWH,-0.07106674922429673,0.07106674922429673
mc_dropout,param_std,max_water_content,parTT,0.06991988705693855,0.06991988705693855
mc_dropout,param_std,soil_depth_statsgo,parK1,0.06985483473195761,0.06985483473195761
mc_dropout,param_std,gvf_max,parCWH,0.06978807748504616,0.06978807748504616
mc_dropout,param_std,geol_2nd_class,parFC,0.06851348262690651,0.06851348262690651
mc_dropout,param_std,glim_2nd_class_frac,parBETA,-0.06806657077393878,0.06806657077393878
mc_dropout,param_std,clay_frac,parLP,-0.06712215594795584,0.06712215594795584
mc_dropout,param_std,soil_porosity,route_a,-0.06647907878264335,0.06647907878264335
mc_dropout,param_std,soil_depth_pelletier,parCFMAX,-0.06558442917449067,0.06558442917449067
mc_dropout,param_std,clay_frac,parBETA,0.06533619116018764,0.06533619116018764
mc_dropout,param_std,slope_mean,parCFR,0.06436221670261359,0.06436221670261359
mc_dropout,param_std,carbonate_rocks_frac,parCWH,-0.06317805108657655,0.06317805108657655
mc_dropout,param_std,slope_mean,parCFMAX,0.06311188909273503,0.06311188909273503
mc_dropout,param_std,lai_max,parLP,-0.06296681903030682,0.06296681903030682
mc_dropout,param_std,glim_1st_class_frac,parCFMAX,-0.06276157911976403,0.06276157911976403
mc_dropout,param_std,dom_land_cover,parK1,0.061240209784249634,0.061240209784249634
mc_dropout,param_std,glim_2nd_class_frac,parCFMAX,0.060989837291828004,0.060989837291828004
mc_dropout,param_std,geol_1st_class,parCFMAX,-0.06068503664667521,0.06068503664667521
mc_dropout,param_std,gvf_max,route_b,-0.06067775771375994,0.06067775771375994
mc_dropout,param_std,soil_depth_statsgo,parLP,0.05978108989323758,0.05978108989323758
mc_dropout,param_std,dom_land_cover_frac,parBETA,-0.05928726063924792,0.05928726063924792
mc_dropout,param_std,carbonate_rocks_frac,parTT,0.057599610236296055,0.057599610236296055
mc_dropout,param_std,area_gages2,parUZL,-0.05713191792104017,0.05713191792104017
mc_dropout,param_std,high_prec_freq,parCFR,-0.0570466088419019,0.0570466088419019
mc_dropout,param_std,silt_frac,parPERC,-0.05694492982025198,0.05694492982025198
mc_dropout,param_std,high_prec_dur,parCWH,0.056319217371672906,0.056319217371672906
mc_dropout,param_std,dom_land_cover_frac,route_b,-0.05496623586081611,0.05496623586081611
mc_dropout,param_std,root_depth_50,parK1,-0.05444675754082317,0.05444675754082317
mc_dropout,param_std,p_seasonality,parK1,0.053129065067529714,0.053129065067529714
mc_dropout,param_std,carbonate_rocks_frac,parLP,0.05307761838912276,0.05307761838912276
mc_dropout,param_std,soil_depth_pelletier,parCFR,-0.05282185577464897,0.05282185577464897
mc_dropout,param_std,frac_forest,parFC,0.05032045045846584,0.05032045045846584
mc_dropout,param_std,aridity,parCWH,-0.04942272534550319,0.04942272534550319
mc_dropout,param_std,p_seasonality,parCFMAX,0.04864816342102458,0.04864816342102458
mc_dropout,param_std,clay_frac,parFC,-0.04748992820013594,0.04748992820013594
mc_dropout,param_std,geol_permeability,parCFMAX,-0.04647507581637252,0.04647507581637252
mc_dropout,param_std,silt_frac,route_b,-0.046303599707287084,0.046303599707287084
mc_dropout,param_std,glim_2nd_class_frac,parCWH,-0.04497937344650464,0.04497937344650464
mc_dropout,param_std,dom_land_cover,parCFMAX,-0.04488179209913268,0.04488179209913268
mc_dropout,param_std,geol_2nd_class,parCFR,0.044597206881800244,0.044597206881800244
mc_dropout,param_std,slope_mean,parK1,0.044008486197906024,0.044008486197906024
mc_dropout,param_std,sand_frac,route_a,0.04387716260344583,0.04387716260344583
mc_dropout,param_std,dom_land_cover_frac,parK2,0.04303653783966885,0.04303653783966885
mc_dropout,param_std,pet_mean,parUZL,0.04186313240728941,0.04186313240728941
mc_dropout,param_std,geol_permeability,parPERC,0.041587040251216276,0.041587040251216276
mc_dropout,param_std,soil_porosity,parK0,-0.03929290846425523,0.03929290846425523
mc_dropout,param_std,area_gages2,parCFMAX,-0.039197090086847484,0.039197090086847484
mc_dropout,param_std,frac_snow,parFC,0.037976178988148666,0.037976178988148666
mc_dropout,param_std,geol_2nd_class,route_b,0.03787802835370737,0.03787802835370737
mc_dropout,param_std,geol_permeability,route_b,-0.03783332713720584,0.03783332713720584
mc_dropout,param_std,silt_frac,parCFMAX,0.036650829917991935,0.036650829917991935
mc_dropout,param_std,dom_land_cover,parUZL,0.03587181205164089,0.03587181205164089
mc_dropout,param_std,frac_forest,parLP,-0.035511215928698985,0.035511215928698985
mc_dropout,param_std,sand_frac,parK0,0.03538755818607036,0.03538755818607036
mc_dropout,param_std,gvf_max,parCFR,0.034959240121410017,0.034959240121410017
mc_dropout,param_std,dom_land_cover_frac,parCFMAX,-0.03475491017168013,0.03475491017168013
mc_dropout,param_std,root_depth_50,parCFR,0.03435472378929895,0.03435472378929895
mc_dropout,param_std,high_prec_freq,parFC,0.034241510761390107,0.034241510761390107
mc_dropout,param_std,carbonate_rocks_frac,route_b,0.033930201121364884,0.033930201121364884
mc_dropout,param_std,soil_conductivity,parTT,-0.03329153618960129,0.03329153618960129
mc_dropout,param_std,carbonate_rocks_frac,route_a,0.03319906582752748,0.03319906582752748
mc_dropout,param_std,low_prec_dur,parPERC,-0.03250202577117562,0.03250202577117562
mc_dropout,param_std,geol_porosity,parCFR,-0.031140335427050993,0.031140335427050993
mc_dropout,param_std,elev_mean,parLP,0.0302007423058915,0.0302007423058915
mc_dropout,param_std,geol_2nd_class,parCWH,-0.02927903406080087,0.02927903406080087
mc_dropout,param_std,soil_conductivity,parK0,-0.028572951978862896,0.028572951978862896
mc_dropout,param_std,carbonate_rocks_frac,parFC,-0.028453696276266364,0.028453696276266364
mc_dropout,param_std,slope_mean,parLP,-0.028355827207930284,0.028355827207930284
mc_dropout,param_std,p_mean,parUZL,-0.028349896166703935,0.028349896166703935
mc_dropout,param_std,elev_mean,parCFMAX,0.027208491872639948,0.027208491872639948
mc_dropout,param_std,glim_2nd_class_frac,route_b,0.025685381334262774,0.025685381334262774
mc_dropout,param_std,area_gages2,parCFR,-0.025218827874347448,0.025218827874347448
mc_dropout,param_std,geol_1st_class,parK1,-0.02426474039530991,0.02426474039530991
mc_dropout,param_std,area_gages2,parK2,0.02337086767468054,0.02337086767468054
mc_dropout,param_std,high_prec_dur,route_b,0.022348609535177623,0.022348609535177623
mc_dropout,param_std,aridity,parCFMAX,-0.02193315075344261,0.02193315075344261
mc_dropout,param_std,soil_depth_pelletier,parLP,0.019996298660827267,0.019996298660827267
mc_dropout,param_std,pet_mean,parBETA,-0.01928902845537252,0.01928902845537252
mc_dropout,param_std,frac_forest,parCWH,-0.01910693107291794,0.01910693107291794
mc_dropout,param_std,high_prec_freq,parK1,0.018767590310774893,0.018767590310774893
mc_dropout,param_std,pet_mean,parK1,0.01864182361884885,0.01864182361884885
mc_dropout,param_std,elev_mean,parTT,-0.018310366945312736,0.018310366945312736
mc_dropout,param_std,clay_frac,parCWH,-0.018033130837028833,0.018033130837028833
mc_dropout,param_std,frac_forest,parBETA,0.017340750567417577,0.017340750567417577
mc_dropout,param_std,low_prec_freq,parCFR,-0.017206734770353404,0.017206734770353404
mc_dropout,param_std,glim_2nd_class_frac,parLP,0.016963741046600627,0.016963741046600627
mc_dropout,param_std,frac_forest,parK1,0.01657806075835133,0.01657806075835133
mc_dropout,param_std,glim_1st_class_frac,parLP,-0.015464767039993726,0.015464767039993726
mc_dropout,param_std,max_water_content,parCFMAX,0.015427360499948362,0.015427360499948362
mc_dropout,param_std,p_seasonality,parLP,-0.014053281589006093,0.014053281589006093
mc_dropout,param_std,carbonate_rocks_frac,parK1,0.01388106751705937,0.01388106751705937
mc_dropout,param_std,frac_snow,parLP,0.01364397490494351,0.01364397490494351
mc_dropout,param_std,lai_diff,parCWH,0.013218207014177592,0.013218207014177592
mc_dropout,param_std,carbonate_rocks_frac,parCFMAX,0.011244891765752595,0.011244891765752595
mc_dropout,param_std,soil_depth_pelletier,parK1,0.009906777983545714,0.009906777983545714
mc_dropout,param_std,pet_mean,parPERC,0.009205777475348108,0.009205777475348108
mc_dropout,param_std,glim_2nd_class_frac,parPERC,-0.008916647120045154,0.008916647120045154
mc_dropout,param_std,sand_frac,parTT,0.008781347532192882,0.008781347532192882
mc_dropout,param_std,sand_frac,parBETA,-0.007670439443476766,0.007670439443476766
mc_dropout,param_std,glim_1st_class_frac,parPERC,0.007371661170756147,0.007371661170756147
mc_dropout,param_std,soil_conductivity,route_a,-0.007311330919867044,0.007311330919867044
mc_dropout,param_std,geol_porosity,parK1,0.0070170947941416584,0.0070170947941416584
mc_dropout,param_std,soil_depth_pelletier,parTT,0.006919816594311692,0.006919816594311692
mc_dropout,param_std,soil_depth_statsgo,parCFMAX,0.00512916029809721,0.00512916029809721
mc_dropout,param_std,geol_2nd_class,parLP,0.004938507283852121,0.004938507283852121
mc_dropout,param_std,soil_porosity,parCFMAX,-0.002713892236064503,0.002713892236064503
mc_dropout,param_std,lai_diff,route_b,-0.002708802707119574,0.002708802707119574
mc_dropout,param_std,low_prec_freq,parBETA,0.0019114809360670864,0.0019114809360670864
mc_dropout,param_std,dom_land_cover_frac,parPERC,0.0017461443157637043,0.0017461443157637043
mc_dropout,param_std,root_depth_50,parLP,-0.0016929799027185712,0.0016929799027185712
mc_dropout,param_std,carbonate_rocks_frac,parBETA,0.0009560134359039852,0.0009560134359039852
distributional,param_mean,frac_snow,parCWH,-0.8244993313950943,0.8244993313950943
distributional,param_mean,frac_snow,parCFR,-0.7238355830176535,0.7238355830176535
distributional,param_mean,slope_mean,parBETA,-0.6572970642147422,0.6572970642147422
distributional,param_mean,pet_mean,parCWH,0.657096210305104,0.657096210305104
distributional,param_mean,low_prec_freq,parCWH,0.6418067145652581,0.6418067145652581
distributional,param_mean,slope_mean,parCWH,-0.6220559393366691,0.6220559393366691
distributional,param_mean,frac_snow,route_b,0.6180032470086563,0.6180032470086563
distributional,param_mean,high_prec_freq,parCWH,0.6162073709332686,0.6162073709332686
distributional,param_mean,soil_conductivity,parUZL,0.5842692873907925,0.5842692873907925
distributional,param_mean,slope_mean,parPERC,0.5686886708296164,0.5686886708296164
distributional,param_mean,aridity,parPERC,-0.5586621654872711,0.5586621654872711
distributional,param_mean,elev_mean,parCWH,-0.5565473596957569,0.5565473596957569
distributional,param_mean,pet_mean,parFC,0.5552164709823808,0.5552164709823808
distributional,param_mean,p_seasonality,parUZL,-0.5414974917306057,0.5414974917306057
distributional,param_mean,p_seasonality,parPERC,-0.537513034264587,0.537513034264587
distributional,param_mean,soil_depth_pelletier,parBETA,0.5309142930051582,0.5309142930051582
distributional,param_mean,frac_forest,parPERC,0.5301251779193761,0.5301251779193761
distributional,param_mean,p_mean,parPERC,0.5298069285782413,0.5298069285782413
distributional,param_mean,frac_forest,parCWH,-0.5117735206135462,0.5117735206135462
distributional,param_mean,p_mean,parK0,0.5103764367746998,0.5103764367746998
distributional,param_mean,elev_mean,parCFR,-0.5038191197497085,0.5038191197497085
distributional,param_mean,elev_mean,parBETA,-0.49926363917596284,0.49926363917596284
distributional,param_mean,high_prec_dur,parK1,-0.4948644784806287,0.4948644784806287
distributional,param_mean,sand_frac,parUZL,0.4906958892814041,0.4906958892814041
distributional,param_mean,slope_mean,parUZL,0.4884567510878251,0.4884567510878251
distributional,param_mean,soil_depth_pelletier,parPERC,-0.48777888202761654,0.48777888202761654
distributional,param_mean,lai_diff,parK1,0.48675430180824625,0.48675430180824625
distributional,param_mean,soil_porosity,parUZL,-0.4817190979070458,0.4817190979070458
distributional,param_mean,soil_conductivity,parBETA,-0.4785576925716453,0.4785576925716453
distributional,param_mean,frac_snow,parBETA,-0.4744238788479057,0.4744238788479057
distributional,param_mean,clay_frac,parCFMAX,-0.46323769255321096,0.46323769255321096
distributional,param_mean,clay_frac,route_b,-0.46306609310023733,0.46306609310023733
distributional,param_mean,clay_frac,parUZL,-0.46152806988546025,0.46152806988546025
distributional,param_mean,p_seasonality,parBETA,0.46050808184516295,0.46050808184516295
distributional,param_mean,frac_forest,parBETA,-0.45726060123459294,0.45726060123459294
distributional,param_mean,aridity,parK0,-0.4534124726591022,0.4534124726591022
distributional,param_mean,clay_frac,parBETA,0.4532174787227399,0.4532174787227399
distributional,param_mean,slope_mean,parCFR,-0.4523641210477425,0.4523641210477425
distributional,param_mean,aridity,parK1,-0.44751028514682933,0.44751028514682933
distributional,param_mean,high_prec_freq,parBETA,0.4467281051328062,0.4467281051328062
distributional,param_mean,soil_conductivity,parCFMAX,0.442224173365621,0.442224173365621
distributional,param_mean,elev_mean,route_b,0.44109266693061144,0.44109266693061144
distributional,param_mean,aridity,parCWH,0.44087769792245246,0.44087769792245246
distributional,param_mean,frac_snow,parFC,-0.4400322969604707,0.4400322969604707
distributional,param_mean,low_prec_freq,parPERC,-0.43710833786515724,0.43710833786515724
distributional,param_mean,lai_max,parK1,0.43337781614253096,0.43337781614253096
distributional,param_mean,clay_frac,parCWH,0.43291223808065576,0.43291223808065576
distributional,param_mean,glim_1st_class_frac,parK1,0.43217970203938344,0.43217970203938344
distributional,param_mean,low_prec_dur,parK1,-0.42149649788045424,0.42149649788045424
distributional,param_mean,low_prec_dur,parFC,0.41789226824656783,0.41789226824656783
distributional,param_mean,silt_frac,parTT,-0.41729853129182354,0.41729853129182354
distributional,param_mean,sand_frac,parCFMAX,0.41719429724764223,0.41719429724764223
distributional,param_mean,gvf_max,parK1,0.414758193853678,0.414758193853678
distributional,param_mean,soil_porosity,parBETA,0.4129626194716609,0.4129626194716609
distributional,param_mean,high_prec_freq,parUZL,-0.40958926937013895,0.40958926937013895
distributional,param_mean,frac_forest,parTT,0.40880895326792044,0.40880895326792044
distributional,param_mean,high_prec_freq,parPERC,-0.40800974093050335,0.40800974093050335
distributional,param_mean,p_mean,parK1,0.4069978271550318,0.4069978271550318
distributional,param_mean,low_prec_freq,parFC,0.40494922801620936,0.40494922801620936
distributional,param_mean,gvf_diff,parUZL,-0.4002885371407412,0.4002885371407412
distributional,param_mean,frac_snow,parUZL,0.3907430448848134,0.3907430448848134
distributional,param_mean,glim_2nd_class_frac,parK1,-0.38919495839534846,0.38919495839534846
distributional,param_mean,gvf_diff,parFC,-0.38872821644773914,0.38872821644773914
distributional,param_mean,soil_porosity,parTT,-0.3877259583986742,0.3877259583986742
distributional,param_mean,soil_conductivity,parTT,0.3839515719253277,0.3839515719253277
distributional,param_mean,gvf_max,parK0,0.38334555608721194,0.38334555608721194
distributional,param_mean,gvf_diff,parTT,-0.3795760587910454,0.3795760587910454
distributional,param_mean,low_prec_freq,parBETA,0.379244301795031,0.379244301795031
distributional,param_mean,low_prec_dur,parCWH,0.37726575793497175,0.37726575793497175
distributional,param_mean,low_prec_dur,route_b,-0.37392024993728323,0.37392024993728323
distributional,param_mean,root_depth_50,parK1,0.373484082907348,0.373484082907348
distributional,param_mean,soil_depth_statsgo,route_a,0.37175125139495735,0.37175125139495735
distributional,param_mean,carbonate_rocks_frac,parTT,-0.36645464020758334,0.36645464020758334
distributional,param_mean,max_water_content,parBETA,0.36627271526309735,0.36627271526309735
distributional,param_mean,high_prec_dur,parUZL,0.36441428108510604,0.36441428108510604
distributional,param_mean,gvf_diff,parK1,0.364131948034461,0.364131948034461
distributional,param_mean,soil_depth_pelletier,parCWH,0.36319240749196974,0.36319240749196974
distributional,param_mean,soil_depth_pelletier,parUZL,-0.36312103364601717,0.36312103364601717
distributional,param_mean,elev_mean,route_a,-0.36134031836347186,0.36134031836347186
distributional,param_mean,gvf_max,parPERC,0.36004714376282887,0.36004714376282887
distributional,param_mean,elev_mean,parUZL,0.35979468097399486,0.35979468097399486
distributional,param_mean,sand_frac,parBETA,-0.3547750964149881,0.3547750964149881
distributional,param_mean,lai_max,parK0,0.35003185930929015,0.35003185930929015
distributional,param_mean,clay_frac,parCFR,0.34989577296887436,0.34989577296887436
distributional,param_mean,frac_forest,parUZL,0.348472596947263,0.348472596947263
distributional,param_mean,area_gages2,route_a,0.34657354824889114,0.34657354824889114
distributional,param_mean,geol_2nd_class,parK1,-0.344456264137633,0.344456264137633
distributional,param_mean,high_prec_freq,parFC,0.34172092301879864,0.34172092301879864
distributional,param_mean,soil_depth_pelletier,route_a,0.33627881697141526,0.33627881697141526
distributional,param_mean,soil_conductivity,parCFR,-0.33133666295849684,0.33133666295849684
distributional,param_mean,low_prec_freq,parUZL,-0.329746691707203,0.329746691707203
distributional,param_mean,area_gages2,parPERC,-0.3293677576049125,0.3293677576049125
distributional,param_mean,slope_mean,route_a,-0.3288332760266512,0.3288332760266512
distributional,param_mean,soil_conductivity,route_b,0.3264441549677711,0.3264441549677711
distributional,param_mean,sand_frac,parTT,0.324197372312244,0.324197372312244
distributional,param_mean,high_prec_freq,route_b,-0.323949164194209,0.323949164194209
distributional,param_mean,aridity,parFC,0.3238425452822975,0.3238425452822975
distributional,param_mean,geol_porosity,parPERC,-0.3228966804149745,0.3228966804149745
distributional,param_mean,frac_snow,parK0,-0.31951003773769554,0.31951003773769554
distributional,param_mean,geol_1st_class,parPERC,-0.31942526779943037,0.31942526779943037
distributional,param_mean,dom_land_cover,parCWH,0.3188402513965368,0.3188402513965368
distributional,param_mean,lai_max,parPERC,0.31863677421888587,0.31863677421888587
distributional,param_mean,gvf_diff,route_b,0.3130296159330209,0.3130296159330209
distributional,param_mean,p_seasonality,parTT,-0.3086190852891743,0.3086190852891743
distributional,param_mean,lai_diff,parK0,0.30745323494216836,0.30745323494216836
distributional,param_mean,slope_mean,route_b,0.3065847381485373,0.3065847381485373
distributional,param_mean,clay_frac,parTT,-0.3059448330200468,0.3059448330200468
distributional,param_mean,silt_frac,parUZL,-0.3038659228793507,0.3038659228793507
distributional,param_mean,frac_snow,parK2,-0.29815826536424667,0.29815826536424667
distributional,param_mean,soil_depth_pelletier,parCFR,0.2978376089392129,0.2978376089392129
distributional,param_mean,pet_mean,route_b,-0.2974155888602222,0.2974155888602222
distributional,param_mean,gvf_diff,route_a,-0.2972036743601889,0.2972036743601889
distributional,param_mean,silt_frac,parCWH,-0.2962061432804538,0.2962061432804538
distributional,param_mean,gvf_max,parCWH,-0.295250598514194,0.295250598514194
distributional,param_mean,silt_frac,parFC,-0.2948139916230854,0.2948139916230854
distributional,param_mean,soil_porosity,parCFMAX,-0.2936694609418787,0.2936694609418787
distributional,param_mean,high_prec_dur,parFC,0.29307966744805,0.29307966744805
distributional,param_mean,sand_frac,parCFR,-0.29231449851672875,0.29231449851672875
distributional,param_mean,geol_porosity,route_a,0.2922059820927607,0.2922059820927607
distributional,param_mean,max_water_content,parPERC,-0.2921866722402433,0.2921866722402433
distributional,param_mean,clay_frac,parPERC,-0.29097187906951344,0.29097187906951344
distributional,param_mean,area_gages2,parBETA,0.28872513648858994,0.28872513648858994
distributional,param_mean,high_prec_dur,parK2,-0.284658067776918,0.284658067776918
distributional,param_mean,low_prec_freq,route_b,-0.2844759158734472,0.2844759158734472
