basin_id,variant,parBETA_mean,parFC_mean,parK0_mean,parK1_mean,parK2_mean,parLP_mean,parPERC_mean,parUZL_mean,parTT_mean,parCFMAX_mean,parCFR_mean,parCWH_mean,route_a_mean,route_b_mean,parBETA_std,parFC_std,parK0_std,parK1_std,parK2_std,parLP_std,parPERC_std,parUZL_std,parTT_std,parCFMAX_std,parCFR_std,parCWH_std,route_a_std,route_b_std
2016000,deterministic,1.6719830830891926,200.3589324951172,0.8999931216239929,0.22386359671751657,0.03244858980178833,0.575855573018392,0.6740720470746359,9.513896306355795,-0.4808829228083293,2.370295604070028,9.97217514490482e-07,9.168432105373844e-07,0.054224791626135506,2.4449800650278726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017500,deterministic,1.6066926717758179,180.69168090820312,0.8999955058097839,0.27475398778915405,0.03846335907777151,0.5315802693367004,0.7705926497777303,8.76732095082601,-0.44976504643758136,2.1492448647816977,7.637962238978465e-07,7.318904617174363e-07,0.03230467066168785,3.0388803482055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018000,deterministic,1.650946577390035,183.3148193359375,0.8999923865000407,0.2345463881889979,0.03755047793189684,0.5993508100509644,0.6576290925343832,9.963075955708822,-0.3908925453821818,2.171537439028422,1.053166836110601e-06,1.0665018616388504e-06,0.056741971522569656,2.5645714600880942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027000,deterministic,1.5816901524861653,143.94891357421875,0.8999975323677063,0.4207778374354045,0.0538241279621919,0.9233561952908834,3.8586219946543374,11.660019079844156,-1.0718653599421184,2.2036773363749185,2.2201547148862724e-07,8.343586704503044e-07,0.04683241993188858,5.132676760355632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027500,deterministic,2.7104071776072183,73.20495859781902,0.8999980092048645,0.31067611773808795,0.04706716910004616,0.9871793985366821,4.255029598871867,21.616385142008465,-0.9942920207977295,2.6342883904774985,2.135759444854557e-07,1.0892158878543039e-07,0.0779386858145396,1.7405773003896077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028500,deterministic,1.6512794494628906,196.41034952799478,0.8999965786933899,0.44274893403053284,0.06552445143461227,0.8726548155148824,3.294947942097982,6.356640497843425,-0.6404508749643961,2.1382553577423096,2.7863855519190867e-07,3.396662719978849e-07,0.031343177581826843,4.092329740524292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038850,deterministic,1.1071590979894002,403.9824727376302,0.9000000357627869,0.4327264726161957,0.012235280902435383,0.5396376450856527,3.25272003809611,9.743729909261068,-1.37269922097524,1.104780872662862,2.1082540343127696e-09,1.2440233912447418e-09,0.029404595804711182,0.022025430342182517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046000,deterministic,2.6165805657704673,290.1200764973958,0.8999990423520406,0.43119434515635174,0.06906002139051755,0.4722273250420888,0.6225195129712423,12.488047122955322,-1.3213965495427449,1.0599621136983235,4.4507808549809624e-08,2.3399483387957314e-08,1.615765889485677,0.3127402861913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051500,deterministic,3.031517426172892,308.7517496744792,0.8999989628791809,0.38532814383506775,0.022548529009024303,0.7051439881324768,0.45256216327349347,16.07009506225586,-1.1731839974721272,1.550000826517741,3.617252630760959e-08,5.605353670112834e-08,1.9773860375086467,0.28849800924460095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053200,deterministic,5.2555192311604815,260.4442392985026,0.8998614549636841,0.26946475108464557,0.045436933636665344,0.7932620048522949,0.09652240574359894,20.716032028198242,-1.2279734214146931,1.1419236063957214,6.493800716119343e-06,7.022238795192e-06,2.690708637237549,0.42121488849322003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
