paradigm,structure,parameter,parameter_display,threshold,n,median_boundary_distance,q25_boundary_distance,q75_boundary_distance,boundary_rate,base_rate,cn_rate,cn_minus_base,ci95_low,ci95_high
dPL,GD,xaj_a,a (UH shape),0.01,531,0.2375408698772562,0.099128040774115134,0.35805018605857059,0.015065913370998116,,,,,
dPL,GD,xaj_a,a (UH shape),0.02,531,0.2375408698772562,0.099128040774115134,0.35805018605857059,0.064030131826741998,,,,,
dPL,GD,xaj_a,a (UH shape),0.050000000000000003,531,0.2375408698772562,0.099128040774115134,0.35805018605857059,0.12429378531073447,,,,,
dPL,GD,xaj_b,b,0.01,531,0.1608446993325886,0.079758377451645712,0.28298940784052801,0.065913370998116755,,,,,
dPL,GD,xaj_b,b,0.02,531,0.1608446993325886,0.079758377451645712,0.28298940784052801,0.11487758945386065,,,,,
dPL,GD,xaj_b,b,0.050000000000000003,531,0.1608446993325886,0.079758377451645712,0.28298940784052801,0.17890772128060264,,,,,
dPL,GD,xaj_c,c,0.01,531,0.019860339164733842,0.0042781352996825728,0.09826041460037227,0.3992467043314501,,,,,
dPL,GD,xaj_c,c,0.02,531,0.019860339164733842,0.0042781352996825728,0.09826041460037227,0.50282485875706218,,,,,
dPL,GD,xaj_c,c,0.050000000000000003,531,0.019860339164733842,0.0042781352996825728,0.09826041460037227,0.66290018832391717,,,,,
dPL,GD,xaj_cg,cg,0.01,531,0.19316732883453369,0.081404924392700084,0.31141161918640148,0.026365348399246705,,,,,
dPL,GD,xaj_cg,cg,0.02,531,0.19316732883453369,0.081404924392700084,0.31141161918640148,0.058380414312617701,,,,,
dPL,GD,xaj_cg,cg,0.050000000000000003,531,0.19316732883453369,0.081404924392700084,0.31141161918640148,0.1544256120527307,,,,,
dPL,GD,xaj_ci,ci,0.01,531,0.2504183186425103,0.1504332290755378,0.36399274733331466,0.0056497175141242938,,,,,
dPL,GD,xaj_ci,ci,0.02,531,0.2504183186425103,0.1504332290755378,0.36399274733331466,0.022598870056497175,,,,,
dPL,GD,xaj_ci,ci,0.050000000000000003,531,0.2504183186425103,0.1504332290755378,0.36399274733331466,0.082862523540489647,,,,,
dPL,GD,xaj_dm,dm,0.01,531,0.010839960310194227,0.0024966345893012152,0.061551327175564233,0.4839924670433145,,,,,
dPL,GD,xaj_dm,dm,0.02,531,0.010839960310194227,0.0024966345893012152,0.061551327175564233,0.59698681732580039,,,,,
dPL,GD,xaj_dm,dm,0.050000000000000003,531,0.010839960310194227,0.0024966345893012152,0.061551327175564233,0.72881355932203384,,,,,
dPL,GD,xaj_ex,ex,0.01,531,0.091841220855712891,0.026387366809343032,0.23449038831811203,0.1544256120527307,,,,,
dPL,GD,xaj_ex,ex,0.02,531,0.091841220855712891,0.026387366809343032,0.23449038831811203,0.22222222222222221,,,,,
dPL,GD,xaj_ex,ex,0.050000000000000003,531,0.091841220855712891,0.026387366809343032,0.23449038831811203,0.35404896421845572,,,,,
dPL,GD,xaj_im,im,0.01,531,0.0020548483977715177,0.00063688101363368332,0.0067478538646052284,0.82862523540489641,,,,,
dPL,GD,xaj_im,im,0.02,531,0.0020548483977715177,0.00063688101363368332,0.0067478538646052284,0.903954802259887,,,,,
dPL,GD,xaj_im,im,0.050000000000000003,531,0.0020548483977715177,0.00063688101363368332,0.0067478538646052284,0.96610169491525422,,,,,
dPL,GD,xaj_k,k,0.01,531,0.16068621476491293,0.088845133781433105,0.23076222340265912,0.092278719397363471,,,,,
dPL,GD,xaj_k,k,0.02,531,0.16068621476491293,0.088845133781433105,0.23076222340265912,0.10922787193973635,,,,,
dPL,GD,xaj_k,k,0.050000000000000003,531,0.16068621476491293,0.088845133781433105,0.23076222340265912,0.1487758945386064,,,,,
dPL,GD,xaj_kg,kg,0.01,531,0.113164165190288,0.030445666717631478,0.25083044809954513,0.1224105461393597,,,,,
dPL,GD,xaj_kg,kg,0.02,531,0.113164165190288,0.030445666717631478,0.25083044809954513,0.17890772128060264,,,,,
dPL,GD,xaj_kg,kg,0.050000000000000003,531,0.113164165190288,0.030445666717631478,0.25083044809954513,0.32580037664783429,,,,,
dPL,GD,xaj_ki,ki,0.01,531,0.28019436768123085,0.11630826336996886,0.40850457123347689,0.097928436911487754,,,,,
dPL,GD,xaj_ki,ki,0.02,531,0.28019436768123085,0.11630826336996886,0.40850457123347689,0.10922787193973635,,,,,
dPL,GD,xaj_ki,ki,0.050000000000000003,531,0.28019436768123085,0.11630826336996886,0.40850457123347689,0.15254237288135594,,,,,
dPL,GD,xaj_lm,lm,0.01,531,0.20016748640272353,0.06050872802734375,0.35694603390163848,0.050847457627118647,,,,,
dPL,GD,xaj_lm,lm,0.02,531,0.20016748640272353,0.06050872802734375,0.35694603390163848,0.10734463276836158,,,,,
dPL,GD,xaj_lm,lm,0.050000000000000003,531,0.20016748640272353,0.06050872802734375,0.35694603390163848,0.22410546139359699,,,,,
dPL,GD,xaj_sm,sm,0.01,531,0.13296560990182976,0.04127008538497122,0.26431779359516344,0.15065913370998116,,,,,
dPL,GD,xaj_sm,sm,0.02,531,0.13296560990182976,0.04127008538497122,0.26431779359516344,0.21092278719397364,,,,,
dPL,GD,xaj_sm,sm,0.050000000000000003,531,0.13296560990182976,0.04127008538497122,0.26431779359516344,0.26930320150659132,,,,,
dPL,GD,xaj_theta,theta (UH scale),0.01,531,0.0063068803686362048,0.0020186179675734956,0.034046286573776827,0.57062146892655363,,,,,
dPL,GD,xaj_theta,theta (UH scale),0.02,531,0.0063068803686362048,0.0020186179675734956,0.034046286573776827,0.68173258003766479,,,,,
dPL,GD,xaj_theta,theta (UH scale),0.050000000000000003,531,0.0063068803686362048,0.0020186179675734956,0.034046286573776827,0.78531073446327682,,,,,
dPL,GD,xaj_um,um,0.01,531,0.03209940592447913,0.0066536373562282591,0.16053822835286458,0.32203389830508472,,,,,
dPL,GD,xaj_um,um,0.02,531,0.03209940592447913,0.0066536373562282591,0.16053822835286458,0.4199623352165725,,,,,
dPL,GD,xaj_um,um,0.050000000000000003,531,0.03209940592447913,0.0066536373562282591,0.16053822835286458,0.5743879472693032,,,,,
IC,Base/CN,xaj_a,a (UH shape),0.01,531,,,,,0.6064030131826742,0.55932203389830504,-0.047080979284369114,-0.094161958568738227,0
IC,Base/CN,xaj_a,a (UH shape),0.02,531,,,,,0.61393596986817323,0.56308851224105461,-0.050847457627118647,-0.097928436911487754,-0.003766478342749529
IC,Base/CN,xaj_a,a (UH shape),0.050000000000000003,531,,,,,0.6271186440677966,0.57250470809792842,-0.054613935969868174,-0.10169491525423729,-0.0075329566854990581
IC,Base/CN,xaj_b,b,0.01,531,,,,,0.49152542372881358,0.4199623352165725,-0.071563088512241052,-0.12052730696798493,-0.022598870056497175
IC,Base/CN,xaj_b,b,0.02,531,,,,,0.50847457627118642,0.42937853107344631,-0.07909604519774012,-0.128060263653484,-0.032015065913370999
IC,Base/CN,xaj_b,b,0.050000000000000003,531,,,,,0.55932203389830504,0.46139359698681731,-0.097928436911487754,-0.14500941619585686,-0.050847457627118647
IC,Base/CN,xaj_c,c,0.01,531,,,,,0.7664783427495292,0.7024482109227872,-0.064030131826741998,-0.11299435028248588,-0.013182674199623353
IC,Base/CN,xaj_c,c,0.02,531,,,,,0.76836158192090398,0.7024482109227872,-0.065913370998116755,-0.11487758945386065,-0.016949152542372881
IC,Base/CN,xaj_c,c,0.050000000000000003,531,,,,,0.78531073446327682,0.72693032015065917,-0.058380414312617701,-0.10734463276836158,-0.0094161958568738224
IC,Base/CN,xaj_cg,cg,0.01,531,,,,,0.38418079096045199,0.3879472693032015,0.003766478342749529,-0.047080979284369114,0.054613935969868174
IC,Base/CN,xaj_cg,cg,0.02,531,,,,,0.39736346516007531,0.41054613935969869,0.013182674199623353,-0.037664783427495289,0.065913370998116755
IC,Base/CN,xaj_cg,cg,0.050000000000000003,531,,,,,0.41054613935969869,0.45009416195856872,0.03954802259887006,-0.015065913370998116,0.092278719397363471
IC,Base/CN,xaj_ci,ci,0.01,531,,,,,0.3672316384180791,0.32015065913370999,-0.047080979284369114,-0.099811676082862524,0.003766478342749529
IC,Base/CN,xaj_ci,ci,0.02,531,,,,,0.3728813559322034,0.32015065913370999,-0.052730696798493411,-0.10546139359698682,0
IC,Base/CN,xaj_ci,ci,0.050000000000000003,531,,,,,0.39548022598870058,0.34274952919020718,-0.052730696798493411,-0.10169491525423729,-0.0018832391713747645
IC,Base/CN,xaj_dm,dm,0.01,531,,,,,0.71939736346516003,0.67419962335216577,-0.04519774011299435,-0.092278719397363471,0.0018832391713747645
IC,Base/CN,xaj_dm,dm,0.02,531,,,,,0.72504708097928439,0.67984934086629001,-0.04519774011299435,-0.092278719397363471,0.0018832391713747645
IC,Base/CN,xaj_dm,dm,0.050000000000000003,531,,,,,0.73069679849340863,0.69679849340866296,-0.033898305084745763,-0.07909604519774012,0.011299435028248588
IC,Base/CN,xaj_ex,ex,0.01,531,,,,,0.65348399246704336,0.61393596986817323,-0.03954802259887006,-0.0903954802259887,0.011299435028248588
IC,Base/CN,xaj_ex,ex,0.02,531,,,,,0.66854990583804141,0.63088512241054617,-0.037664783427495289,-0.08851224105461393,0.013182674199623353
IC,Base/CN,xaj_ex,ex,0.050000000000000003,531,,,,,0.6911487758945386,0.66854990583804141,-0.022598870056497175,-0.071563088512241052,0.026365348399246705
IC,Base/CN,xaj_im,im,0.01,531,,,,,0.82485875706214684,0.74576271186440679,-0.07909604519774012,-0.1224105461393597,-0.035781544256120526
IC,Base/CN,xaj_im,im,0.02,531,,,,,0.83427495291902076,0.76271186440677963,-0.071563088512241052,-0.1130414312617702,-0.028248587570621469
IC,Base/CN,xaj_im,im,0.050000000000000003,531,,,,,0.8512241054613936,0.7871939736346516,-0.064030131826741998,-0.10546139359698682,-0.022598870056497175
IC,Base/CN,xaj_k,k,0.01,531,,,,,0.19962335216572505,0.18267419962335216,-0.016949152542372881,-0.041431261770244823,0.0094161958568738224
IC,Base/CN,xaj_k,k,0.02,531,,,,,0.20338983050847459,0.18267419962335216,-0.020715630885122412,-0.047080979284369114,0.0056497175141242938
IC,Base/CN,xaj_k,k,0.050000000000000003,531,,,,,0.22222222222222221,0.19585687382297551,-0.026365348399246705,-0.052730696798493411,0
IC,Base/CN,xaj_kg,kg,0.01,531,,,,,0.52919020715630882,0.52542372881355937,-0.003766478342749529,-0.052730696798493411,0.04519774011299435
IC,Base/CN,xaj_kg,kg,0.02,531,,,,,0.53107344632768361,0.52730696798493404,-0.003766478342749529,-0.052730696798493411,0.04519774011299435
IC,Base/CN,xaj_kg,kg,0.050000000000000003,531,,,,,0.54990583804143123,0.54802259887005644,-0.0018832391713747645,-0.048964218455743877,0.047080979284369114
IC,Base/CN,xaj_ki,ki,0.01,531,,,,,0.40677966101694918,0.38418079096045199,-0.022598870056497175,-0.067796610169491525,0.022598870056497175
IC,Base/CN,xaj_ki,ki,0.02,531,,,,,0.40866290018832391,0.38606403013182672,-0.022598870056497175,-0.069679849340866296,0.022598870056497175
IC,Base/CN,xaj_ki,ki,0.050000000000000003,531,,,,,0.42937853107344631,0.40301318267419961,-0.026365348399246705,-0.073446327683615822,0.020715630885122412
IC,Base/CN,xaj_lm,lm,0.01,531,,,,,0.58757062146892658,0.56873822975517896,-0.018832391713747645,-0.067796610169491525,0.032015065913370999
IC,Base/CN,xaj_lm,lm,0.02,531,,,,,0.59322033898305082,0.57250470809792842,-0.020715630885122412,-0.073446327683615822,0.028248587570621469
IC,Base/CN,xaj_lm,lm,0.050000000000000003,531,,,,,0.61205273069679844,0.58757062146892658,-0.024482109227871938,-0.073446327683615822,0.024482109227871938
IC,Base/CN,xaj_sm,sm,0.01,531,,,,,0.28436911487758948,0.25235404896421848,-0.032015065913370999,-0.071563088512241052,0.0056497175141242938
IC,Base/CN,xaj_sm,sm,0.02,531,,,,,0.28813559322033899,0.25612052730696799,-0.032015065913370999,-0.069679849340866296,0.0056497175141242938
IC,Base/CN,xaj_sm,sm,0.050000000000000003,531,,,,,0.30508474576271188,0.27495291902071561,-0.030131826741996232,-0.065913370998116755,0.0056497175141242938
IC,Base/CN,xaj_theta,theta (UH scale),0.01,531,,,,,0.72128060263653482,0.6271186440677966,-0.094161958568738227,-0.13747645951035781,-0.052730696798493411
IC,Base/CN,xaj_theta,theta (UH scale),0.02,531,,,,,0.74576271186440679,0.66290018832391717,-0.082862523540489647,-0.12429378531073447,-0.041431261770244823
IC,Base/CN,xaj_theta,theta (UH scale),0.050000000000000003,531,,,,,0.80790960451977401,0.71374764595103579,-0.094161958568738227,-0.13370998116760829,-0.054613935969868174
IC,Base/CN,xaj_um,um,0.01,531,,,,,0.83615819209039544,0.74576271186440679,-0.0903954802259887,-0.13370998116760829,-0.048964218455743877
IC,Base/CN,xaj_um,um,0.02,531,,,,,0.83615819209039544,0.75141242937853103,-0.084745762711864403,-0.12617702448210924,-0.041431261770244823
IC,Base/CN,xaj_um,um,0.050000000000000003,531,,,,,0.84557438794726936,0.7664783427495292,-0.07909604519774012,-0.12052730696798493,-0.037664783427495289
dPL,Base/CN,xaj_a,a (UH shape),0.01,531,,,,,0.020715630885122412,0.013182674199623353,-0.0075329566854990581,-0.022598870056497175,0.0056497175141242938
dPL,Base/CN,xaj_a,a (UH shape),0.02,531,,,,,0.035781544256120526,0.037664783427495289,0.0018832391713747645,-0.015065913370998116,0.018832391713747645
dPL,Base/CN,xaj_a,a (UH shape),0.050000000000000003,531,,,,,0.10357815442561205,0.099811676082862524,-0.003766478342749529,-0.026365348399246705,0.018832391713747645
dPL,Base/CN,xaj_b,b,0.01,531,,,,,0.086629001883239173,0.056497175141242938,-0.030131826741996232,-0.048964218455743877,-0.011299435028248588
dPL,Base/CN,xaj_b,b,0.02,531,,,,,0.128060263653484,0.1167608286252354,-0.011299435028248588,-0.032015065913370999,0.0094161958568738224
dPL,Base/CN,xaj_b,b,0.050000000000000003,531,,,,,0.23728813559322035,0.2128060263653484,-0.024482109227871938,-0.052730696798493411,0.003766478342749529
dPL,Base/CN,xaj_c,c,0.01,531,,,,,0.64971751412429379,0.35969868173258002,-0.29001883239171372,-0.34463276836158191,-0.2335216572504708
dPL,Base/CN,xaj_c,c,0.02,531,,,,,0.77024482109227876,0.49529190207156309,-0.27495291902071561,-0.32580037664783429,-0.22410546139359699
dPL,Base/CN,xaj_c,c,0.050000000000000003,531,,,,,0.87570621468926557,0.64783427495291901,-0.22787193973634651,-0.27306967984934089,-0.18267419962335216
dPL,Base/CN,xaj_cg,cg,0.01,531,,,,,0.022598870056497175,0.073446327683615822,0.050847457627118647,0.033898305084745763,0.069679849340866296
dPL,Base/CN,xaj_cg,cg,0.02,531,,,,,0.04519774011299435,0.10734463276836158,0.062146892655367235,0.03954802259887006,0.084745762711864403
dPL,Base/CN,xaj_cg,cg,0.050000000000000003,531,,,,,0.10922787193973635,0.20150659133709981,0.092278719397363471,0.058380414312617701,0.12617702448210924
dPL,Base/CN,xaj_ci,ci,0.01,531,,,,,0.0056497175141242938,0,-0.0056497175141242938,-0.013182674199623353,0
dPL,Base/CN,xaj_ci,ci,0.02,531,,,,,0.028248587570621469,0.0075329566854990581,-0.020715630885122412,-0.037664783427495289,-0.0056497175141242938
dPL,Base/CN,xaj_ci,ci,0.050000000000000003,531,,,,,0.0903954802259887,0.041431261770244823,-0.048964218455743877,-0.075329566854990579,-0.024482109227871938
dPL,Base/CN,xaj_dm,dm,0.01,531,,,,,0.61958568738229758,0.4199623352165725,-0.19962335216572505,-0.24105461393596986,-0.160075329566855
dPL,Base/CN,xaj_dm,dm,0.02,531,,,,,0.71939736346516003,0.5536723163841808,-0.16572504708097929,-0.20527306967984935,-0.128060263653484
dPL,Base/CN,xaj_dm,dm,0.050000000000000003,531,,,,,0.81544256120527303,0.72128060263653482,-0.094161958568738227,-0.13182674199623351,-0.056497175141242938
dPL,Base/CN,xaj_ex,ex,0.01,531,,,,,0.15254237288135594,0.050847457627118647,-0.10169491525423729,-0.13370998116760829,-0.071563088512241052
dPL,Base/CN,xaj_ex,ex,0.02,531,,,,,0.19397363465160075,0.097928436911487754,-0.096045197740112997,-0.128060263653484,-0.064030131826741998
dPL,Base/CN,xaj_ex,ex,0.050000000000000003,531,,,,,0.29943502824858759,0.21657250470809794,-0.082862523540489647,-0.1224105461393597,-0.043314500941619587
dPL,Base/CN,xaj_im,im,0.01,531,,,,,0.80602636534839922,0.54802259887005644,-0.25800376647834272,-0.2975517890772128,-0.2184557438794727
dPL,Base/CN,xaj_im,im,0.02,531,,,,,0.871939736346516,0.65160075329566858,-0.22033898305084745,-0.25800376647834272,-0.18267419962335216
dPL,Base/CN,xaj_im,im,0.050000000000000003,531,,,,,0.9472693032015066,0.80037664783427498,-0.14689265536723164,-0.1807909604519774,-0.11299435028248588
dPL,Base/CN,xaj_k,k,0.01,531,,,,,0.04519774011299435,0.062146892655367235,0.016949152542372881,0,0.033898305084745763
dPL,Base/CN,xaj_k,k,0.02,531,,,,,0.07909604519774012,0.086629001883239173,0.0075329566854990581,-0.0075329566854990581,0.024482109227871938
dPL,Base/CN,xaj_k,k,0.050000000000000003,531,,,,,0.1224105461393597,0.1167608286252354,-0.0056497175141242938,-0.024482109227871938,0.013182674199623353
dPL,Base/CN,xaj_kg,kg,0.01,531,,,,,0.10922787193973635,0.065913370998116755,-0.043314500941619587,-0.073446327683615822,-0.011299435028248588
dPL,Base/CN,xaj_kg,kg,0.02,531,,,,,0.2768361581920904,0.12429378531073447,-0.15254237288135594,-0.19209039548022599,-0.11299435028248588
dPL,Base/CN,xaj_kg,kg,0.050000000000000003,531,,,,,0.46892655367231639,0.2391713747645951,-0.22975517890772129,-0.27306967984934089,-0.1864406779661017
dPL,Base/CN,xaj_ki,ki,0.01,531,,,,,0.16572504708097929,0,-0.16572504708097929,-0.19774011299435029,-0.13559322033898305
dPL,Base/CN,xaj_ki,ki,0.02,531,,,,,0.18832391713747645,0.0018832391713747645,-0.1864406779661017,-0.22033898305084745,-0.15254237288135594
dPL,Base/CN,xaj_ki,ki,0.050000000000000003,531,,,,,0.2335216572504708,0.028248587570621469,-0.20527306967984935,-0.24105461393596986,-0.16949152542372881
dPL,Base/CN,xaj_lm,lm,0.01,531,,,,,0.04519774011299435,0.04519774011299435,0,-0.018832391713747645,0.018832391713747645
dPL,Base/CN,xaj_lm,lm,0.02,531,,,,,0.10734463276836158,0.099811676082862524,-0.0075329566854990581,-0.035781544256120526,0.018832391713747645
dPL,Base/CN,xaj_lm,lm,0.050000000000000003,531,,,,,0.21092278719397364,0.21468926553672316,0.003766478342749529,-0.028248587570621469,0.033898305084745763
dPL,Base/CN,xaj_sm,sm,0.01,531,,,,,0.1224105461393597,0.026365348399246705,-0.096045197740112997,-0.12429378531073447,-0.069679849340866296
dPL,Base/CN,xaj_sm,sm,0.02,531,,,,,0.1751412429378531,0.069679849340866296,-0.10546139359698682,-0.13559322033898305,-0.075329566854990579
dPL,Base/CN,xaj_sm,sm,0.050000000000000003,531,,,,,0.25612052730696799,0.14124293785310735,-0.11487758945386065,-0.14689265536723164,-0.082862523540489647
dPL,Base/CN,xaj_theta,theta (UH scale),0.01,531,,,,,0.51789077212806023,0.5856873822975518,0.067796610169491525,0.033898305084745763,0.10357815442561205
dPL,Base/CN,xaj_theta,theta (UH scale),0.02,531,,,,,0.67231638418079098,0.68738229755178903,0.015065913370998116,-0.013182674199623353,0.043314500941619587
dPL,Base/CN,xaj_theta,theta (UH scale),0.050000000000000003,531,,,,,0.81167608286252357,0.78907721280602638,-0.022598870056497175,-0.050847457627118647,0.0056497175141242938
dPL,Base/CN,xaj_um,um,0.01,531,,,,,0.3728813559322034,0.23540489642184556,-0.13747645951035781,-0.18083804143126173,-0.094161958568738227
dPL,Base/CN,xaj_um,um,0.02,531,,,,,0.48022598870056499,0.3559322033898305,-0.12429378531073447,-0.16760828625235405,-0.082862523540489647
dPL,Base/CN,xaj_um,um,0.050000000000000003,531,,,,,0.59510357815442561,0.51977401129943501,-0.075329566854990579,-0.1167608286252354,-0.033898305084745763
