paradigm,structure,parameter,symbol,tolerance,exact_zero_share,exact_one_share,near_lower_bound_share,near_upper_bound_share,total_boundary_mass_share,n_basins
dPL,Base,xaj_k,k,0.02,0,0,0.077212806026365349,0.0018832391713747645,0.07909604519774012,531
dPL,Base,xaj_k,k,0.050000000000000003,0,0,0.11864406779661017,0.003766478342749529,0.1224105461393597,531
dPL,Base,xaj_b,b,0.01,0,0,0.075329566854990579,0.011299435028248588,0.08662900188323916,531
dPL,Base,xaj_b,b,0.02,0,0,0.1111111111111111,0.016949152542372881,0.128060263653484,531
dPL,Base,xaj_b,b,0.050000000000000003,0,0,0.19209039548022599,0.04519774011299435,0.23728813559322035,531
dPL,Base,xaj_im,im,0.01,0,0,0.80602636534839922,0,0.80602636534839922,531
dPL,Base,xaj_im,im,0.02,0,0,0.871939736346516,0,0.871939736346516,531
dPL,Base,xaj_im,im,0.050000000000000003,0,0,0.9472693032015066,0,0.9472693032015066,531
dPL,Base,xaj_um,um,0.01,0,0,0.0018832391713747645,0.37099811676082861,0.3728813559322034,531
dPL,Base,xaj_um,um,0.02,0,0,0.018832391713747645,0.46139359698681731,0.48022598870056493,531
dPL,Base,xaj_um,um,0.050000000000000003,0,0,0.052730696798493411,0.5423728813559322,0.59510357815442561,531
dPL,Base,xaj_lm,lm,0.01,0,0,0.003766478342749529,0.041431261770244823,0.04519774011299435,531
dPL,Base,xaj_lm,lm,0.02,0,0,0.013182674199623353,0.094161958568738227,0.10734463276836158,531
dPL,Base,xaj_lm,lm,0.050000000000000003,0,0,0.026365348399246705,0.18455743879472694,0.21092278719397364,531
dPL,Base,xaj_dm,dm,0.01,0,0,0.60828625235404898,0.011299435028248588,0.61958568738229758,531
dPL,Base,xaj_dm,dm,0.02,0,0,0.70433145009416198,0.015065913370998116,0.71939736346516014,531
dPL,Base,xaj_dm,dm,0.050000000000000003,0,0,0.78907721280602638,0.026365348399246705,0.81544256120527314,531
dPL,Base,xaj_c,c,0.01,0,0,0.0018832391713747645,0.64783427495291901,0.64971751412429379,531
dPL,Base,xaj_c,c,0.02,0,0,0.0018832391713747645,0.76836158192090398,0.77024482109227876,531
dPL,Base,xaj_c,c,0.050000000000000003,0,0,0.0018832391713747645,0.87382297551789079,0.87570621468926557,531
dPL,Base,xaj_sm,sm,0.01,0,0,0.022598870056497175,0.099811676082862524,0.1224105461393597,531
dPL,Base,xaj_sm,sm,0.02,0,0,0.064030131826741998,0.1111111111111111,0.1751412429378531,531
dPL,Base,xaj_sm,sm,0.050000000000000003,0,0,0.1431261770244821,0.11299435028248588,0.25612052730696799,531
dPL,Base,xaj_ex,ex,0.01,0,0,0.15254237288135594,0,0.15254237288135594,531
dPL,Base,xaj_ex,ex,0.02,0,0,0.18832391713747645,0.0056497175141242938,0.19397363465160075,531
dPL,Base,xaj_ex,ex,0.050000000000000003,0,0,0.2655367231638418,0.033898305084745763,0.29943502824858759,531
dPL,Base,xaj_ki,ki,0.01,0,0,0.16572504708097929,0,0.16572504708097929,531
dPL,Base,xaj_ki,ki,0.02,0,0,0.1864406779661017,0.0018832391713747645,0.18832391713747645,531
dPL,Base,xaj_ki,ki,0.050000000000000003,0,0,0.21657250470809794,0.016949152542372881,0.23352165725047083,531
dPL,Base,xaj_kg,kg,0.01,0,0,0.10922787193973635,0,0.10922787193973635,531
dPL,Base,xaj_kg,kg,0.02,0,0,0.2768361581920904,0,0.2768361581920904,531
dPL,Base,xaj_kg,kg,0.050000000000000003,0,0,0.46892655367231639,0,0.46892655367231639,531
dPL,Base,xaj_ci,ci,0.01,0,0,0.0056497175141242938,0,0.0056497175141242938,531
dPL,Base,xaj_ci,ci,0.02,0,0,0.028248587570621469,0,0.028248587570621469,531
dPL,Base,xaj_ci,ci,0.050000000000000003,0,0,0.082862523540489647,0.0075329566854990581,0.0903954802259887,531
dPL,Base,xaj_cg,cg,0.01,0,0,0,0.022598870056497175,0.022598870056497175,531
dPL,Base,xaj_cg,cg,0.02,0,0,0.0056497175141242938,0.03954802259887006,0.04519774011299435,531
dPL,Base,xaj_cg,cg,0.050000000000000003,0,0,0.033898305084745763,0.075329566854990579,0.10922787193973635,531
dPL,Base,xaj_a,a,0.01,0,0,0,0.020715630885122412,0.020715630885122412,531
dPL,Base,xaj_a,a,0.02,0,0,0,0.035781544256120526,0.035781544256120526,531
dPL,Base,xaj_a,a,0.050000000000000003,0,0,0.013182674199623353,0.0903954802259887,0.10357815442561205,531
dPL,Base,xaj_theta,theta,0.01,0,0,0.51789077212806023,0,0.51789077212806023,531
dPL,Base,xaj_theta,theta,0.02,0,0,0.6704331450094162,0.0018832391713747645,0.67231638418079098,531
dPL,Base,xaj_theta,theta,0.050000000000000003,0,0,0.79849340866290019,0.013182674199623353,0.81167608286252357,531
dPL,CN,xaj_k,k,0.01,0,0,0.062146892655367235,0,0.062146892655367235,531
dPL,CN,xaj_k,k,0.02,0,0,0.086629001883239173,0,0.086629001883239173,531
dPL,CN,xaj_k,k,0.050000000000000003,0,0,0.11299435028248588,0.003766478342749529,0.1167608286252354,531
dPL,CN,xaj_b,b,0.01,0,0,0.056497175141242938,0,0.056497175141242938,531
dPL,CN,xaj_b,b,0.02,0,0,0.1167608286252354,0,0.1167608286252354,531
dPL,CN,xaj_b,b,0.050000000000000003,0,0,0.20338983050847459,0.0094161958568738224,0.2128060263653484,531
dPL,CN,xaj_im,im,0.01,0,0,0.54802259887005644,0,0.54802259887005644,531
dPL,CN,xaj_im,im,0.02,0,0,0.64971751412429379,0.0018832391713747645,0.65160075329566858,531
dPL,CN,xaj_im,im,0.050000000000000003,0,0,0.79284369114877584,0.0075329566854990581,0.80037664783427487,531
dPL,CN,xaj_um,um,0.01,0,0,0.060263653483992465,0.1751412429378531,0.23540489642184556,531
dPL,CN,xaj_um,um,0.02,0,0,0.084745762711864403,0.2711864406779661,0.3559322033898305,531
dPL,CN,xaj_um,um,0.050000000000000003,0,0,0.15254237288135594,0.3672316384180791,0.51977401129943501,531
dPL,CN,xaj_lm,lm,0.01,0,0,0.028248587570621469,0.016949152542372881,0.04519774011299435,531
dPL,CN,xaj_lm,lm,0.02,0,0,0.041431261770244823,0.058380414312617701,0.099811676082862524,531
dPL,CN,xaj_lm,lm,0.050000000000000003,0,0,0.060263653483992465,0.1544256120527307,0.21468926553672316,531
dPL,CN,xaj_dm,dm,0.01,0,0,0.41242937853107342,0.0075329566854990581,0.4199623352165725,531
dPL,CN,xaj_dm,dm,0.02,0,0,0.53860640301318263,0.015065913370998116,0.5536723163841808,531
dPL,CN,xaj_dm,dm,0.050000000000000003,0,0,0.70056497175141241,0.020715630885122412,0.72128060263653482,531
dPL,CN,xaj_c,c,0.01,0,0,0.018832391713747645,0.3408662900188324,0.35969868173258002,531
dPL,CN,xaj_c,c,0.02,0,0,0.032015065913370999,0.4632768361581921,0.49529190207156309,531
dPL,CN,xaj_c,c,0.050000000000000003,0,0,0.043314500941619587,0.60451977401129942,0.64783427495291901,531
dPL,CN,xaj_sm,sm,0.01,0,0,0.026365348399246705,0,0.026365348399246705,531
dPL,CN,xaj_sm,sm,0.02,0,0,0.069679849340866296,0,0.069679849340866296,531
dPL,CN,xaj_sm,sm,0.050000000000000003,0,0,0.13559322033898305,0.0056497175141242938,0.14124293785310735,531
dPL,CN,xaj_ex,ex,0.01,0,0,0.048964218455743877,0.0018832391713747645,0.05084745762711864,531
dPL,CN,xaj_ex,ex,0.02,0,0,0.0903954802259887,0.0075329566854990581,0.097928436911487754,531
dPL,CN,xaj_ex,ex,0.050000000000000003,0,0,0.19962335216572505,0.016949152542372881,0.21657250470809794,531
dPL,CN,xaj_ki,ki,0.01,0,0,0,0,0,531
dPL,CN,xaj_ki,ki,0.02,0,0,0,0.0018832391713747645,0.0018832391713747645,531
dPL,CN,xaj_ki,ki,0.050000000000000003,0,0,0.018832391713747645,0.0094161958568738224,0.028248587570621465,531
dPL,CN,xaj_kg,kg,0.01,0,0,0.065913370998116755,0,0.065913370998116755,531
dPL,CN,xaj_kg,kg,0.02,0,0,0.12429378531073447,0,0.12429378531073447,531
dPL,CN,xaj_kg,kg,0.050000000000000003,0,0,0.2391713747645951,0,0.2391713747645951,531
dPL,CN,xaj_ci,ci,0.01,0,0,0,0,0,531
dPL,CN,xaj_ci,ci,0.02,0,0,0,0.0075329566854990581,0.0075329566854990581,531
dPL,CN,xaj_ci,ci,0.050000000000000003,0,0,0.0056497175141242938,0.035781544256120526,0.041431261770244823,531
dPL,CN,xaj_cg,cg,0.01,0,0,0,0.073446327683615822,0.073446327683615822,531
dPL,CN,xaj_cg,cg,0.02,0,0,0,0.10734463276836158,0.10734463276836158,531
dPL,CN,xaj_cg,cg,0.050000000000000003,0,0,0.0018832391713747645,0.19962335216572505,0.20150659133709981,531
dPL,CN,xaj_a,a,0.01,0,0,0.0018832391713747645,0.011299435028248588,0.013182674199623353,531
dPL,CN,xaj_a,a,0.02,0,0,0.0018832391713747645,0.035781544256120526,0.037664783427495289,531
dPL,CN,xaj_a,a,0.050000000000000003,0,0,0.022598870056497175,0.077212806026365349,0.099811676082862524,531
dPL,CN,xaj_theta,theta,0.01,0,0,0.5856873822975518,0,0.5856873822975518,531
dPL,CN,xaj_theta,theta,0.02,0,0,0.68738229755178903,0,0.68738229755178903,531
