paradigm,contrast,stratum,n_basins,metric,median,ci_lower,ci_upper
dPL,TGD-CN,S4,34,within_b,0.12894244546714836,0.096905412516016379,0.16375318191062999
dPL,TGD-CN,S4,34,within_pooled,0.17949887231550032,0.15214151779866836,0.20195366695983077
dPL,TGD-CN,S4,34,between_all,0.34583429778588992,0.25445608766150979,0.39111597070203596
dPL,TGD-CN,S4,34,excess,0.11208251058907408,0.069444010888189842,0.15432671020499539
dPL,TGD-CN,S4,34,prop_between_gt_within,0.91176470588235292,0.79411764705882348,1
dPL,TGD-CN,S4,34,prop_excess_gt_0,0.91176470588235292,0.82352941176470584,1
dPL,TGD-CN,S5,55,within_a,0.14842137458312935,0.11765642338877476,0.16216276083368228
dPL,TGD-CN,S5,55,within_b,0.11748313559233163,0.10806534145404174,0.14550869353794885
dPL,TGD-CN,S5,55,within_pooled,0.14463392065874933,0.13124262724114905,0.15936007795978685
dPL,TGD-CN,S5,55,between_all,0.28345345276467881,0.18191462386783427,0.3785144366392712
dPL,TGD-CN,S5,55,excess,0.10877239566910693,0.044683702757349786,0.19174348139248304
dPL,TGD-CN,S5,55,prop_between_gt_within,0.90909090909090906,0.83636363636363631,0.96363636363636362
dPL,TGD-CN,S5,55,prop_excess_gt_0,0.90909090909090906,0.83636363636363631,0.98181818181818181
