basin_id,paradigm,period,effect,effect_value,status,metric,effect_family,estimand,seed_count,seed_or_restart
02221525,IC-CMA-ES,train,CN-Base,0.001473217570917229,valid,kge,structural,KGE_CN_Base,,
02221525,IC-CMA-ES,train,TGD-Base,-0.00019656943888080036,valid,kge,structural,KGE_TGD_Base,,
02221525,IC-CMA-ES,train,CN-TGD,0.0016697870097980294,valid,kge,structural,KGE_CN_TGD,,
02231000,IC-CMA-ES,test,CN-Base,0.006016740936356957,valid,kge,structural,KGE_CN_Base,,
02231000,IC-CMA-ES,test,TGD-Base,-0.013969396935626932,valid,kge,structural,KGE_TGD_Base,,
02231000,IC-CMA-ES,test,CN-TGD,0.01998613787198389,valid,kge,structural,KGE_CN_TGD,,
02231000,IC-CMA-ES,train,CN-Base,-0.0024337482669146704,valid,kge,structural,KGE_CN_Base,,
02231000,IC-CMA-ES,train,TGD-Base,-0.003549314391607994,valid,kge,structural,KGE_TGD_Base,,
02231000,IC-CMA-ES,train,CN-TGD,0.0011155661246933235,valid,kge,structural,KGE_CN_TGD,,
02245500,IC-CMA-ES,test,CN-Base,0.0005407669908140678,valid,kge,structural,KGE_CN_Base,,
02245500,IC-CMA-ES,test,TGD-Base,-0.001908845476589871,valid,kge,structural,KGE_TGD_Base,,
02245500,IC-CMA-ES,test,CN-TGD,0.002449612467403939,valid,kge,structural,KGE_CN_TGD,,
02245500,IC-CMA-ES,train,CN-Base,0.0007338740960562973,valid,kge,structural,KGE_CN_Base,,
02245500,IC-CMA-ES,train,TGD-Base,-0.0006854409512818682,valid,kge,structural,KGE_TGD_Base,,
02245500,IC-CMA-ES,train,CN-TGD,0.0014193150473381655,valid,kge,structural,KGE_CN_TGD,,
02246000,IC-CMA-ES,test,CN-Base,-0.044794162954777006,valid,kge,structural,KGE_CN_Base,,
02246000,IC-CMA-ES,test,TGD-Base,0.008247373059023566,valid,kge,structural,KGE_TGD_Base,,
02246000,IC-CMA-ES,test,CN-TGD,-0.05304153601380057,valid,kge,structural,KGE_CN_TGD,,
02246000,IC-CMA-ES,train,CN-Base,-0.0037811354171713996,valid,kge,structural,KGE_CN_Base,,
02246000,IC-CMA-ES,train,TGD-Base,-0.023416944480129764,valid,kge,structural,KGE_TGD_Base,,
02246000,IC-CMA-ES,train,CN-TGD,0.019635809062958365,valid,kge,structural,KGE_CN_TGD,,
02296500,IC-CMA-ES,test,CN-Base,-0.0021945425630698345,valid,kge,structural,KGE_CN_Base,,
02296500,IC-CMA-ES,test,TGD-Base,-0.012999162177460444,valid,kge,structural,KGE_TGD_Base,,
02296500,IC-CMA-ES,test,CN-TGD,0.01080461961439061,valid,kge,structural,KGE_CN_TGD,,
02296500,IC-CMA-ES,train,CN-Base,0.0018493031695503426,valid,kge,structural,KGE_CN_Base,,
02296500,IC-CMA-ES,train,TGD-Base,0.002332906364290843,valid,kge,structural,KGE_TGD_Base,,
02296500,IC-CMA-ES,train,CN-TGD,-0.0004836031947405006,valid,kge,structural,KGE_CN_TGD,,
02297155,IC-CMA-ES,test,CN-Base,0.007081907783326735,valid,kge,structural,KGE_CN_Base,,
02297155,IC-CMA-ES,test,TGD-Base,-0.0007698200969707969,valid,kge,structural,KGE_TGD_Base,,
02297155,IC-CMA-ES,test,CN-TGD,0.007851727880297532,valid,kge,structural,KGE_CN_TGD,,
02297155,IC-CMA-ES,train,CN-Base,-0.00420223952505816,valid,kge,structural,KGE_CN_Base,,
02297155,IC-CMA-ES,train,TGD-Base,-0.002440614501964977,valid,kge,structural,KGE_TGD_Base,,
02297155,IC-CMA-ES,train,CN-TGD,-0.001761625023093183,valid,kge,structural,KGE_CN_TGD,,
02297310,IC-CMA-ES,test,CN-Base,-0.03493433081276076,valid,kge,structural,KGE_CN_Base,,
02297310,IC-CMA-ES,test,TGD-Base,-0.032176968317174204,valid,kge,structural,KGE_TGD_Base,,
02297310,IC-CMA-ES,test,CN-TGD,-0.002757362495586557,valid,kge,structural,KGE_CN_TGD,,
02297310,IC-CMA-ES,train,CN-Base,-0.007243908143402922,valid,kge,structural,KGE_CN_Base,,
02297310,IC-CMA-ES,train,TGD-Base,-0.006005973763981043,valid,kge,structural,KGE_TGD_Base,,
02297310,IC-CMA-ES,train,CN-TGD,-0.001237934379421879,valid,kge,structural,KGE_CN_TGD,,
02298123,IC-CMA-ES,test,CN-Base,-0.007009541503104844,valid,kge,structural,KGE_CN_Base,,
02298123,IC-CMA-ES,test,TGD-Base,-0.0071601009708593955,valid,kge,structural,KGE_TGD_Base,,
02298123,IC-CMA-ES,test,CN-TGD,0.00015055946775455187,valid,kge,structural,KGE_CN_TGD,,
02298123,IC-CMA-ES,train,CN-Base,-6.545349673903189e-05,valid,kge,structural,KGE_CN_Base,,
02298123,IC-CMA-ES,train,TGD-Base,-0.00017850671973762555,valid,kge,structural,KGE_TGD_Base,,
02298123,IC-CMA-ES,train,CN-TGD,0.00011305322299859366,valid,kge,structural,KGE_CN_TGD,,
02298608,IC-CMA-ES,test,CN-Base,-0.021876209225638266,valid,kge,structural,KGE_CN_Base,,
02298608,IC-CMA-ES,test,TGD-Base,-0.01901225950898411,valid,kge,structural,KGE_TGD_Base,,
02298608,IC-CMA-ES,test,CN-TGD,-0.002863949716654157,valid,kge,structural,KGE_CN_TGD,,
02298608,IC-CMA-ES,train,CN-Base,0.004673879593392272,valid,kge,structural,KGE_CN_Base,,
02298608,IC-CMA-ES,train,TGD-Base,0.005779368307547328,valid,kge,structural,KGE_TGD_Base,,
02298608,IC-CMA-ES,train,CN-TGD,-0.0011054887141550562,valid,kge,structural,KGE_CN_TGD,,
02299950,IC-CMA-ES,test,CN-Base,0.007642330870397784,valid,kge,structural,KGE_CN_Base,,
02299950,IC-CMA-ES,test,TGD-Base,-0.008789175435553687,valid,kge,structural,KGE_TGD_Base,,
02299950,IC-CMA-ES,test,CN-TGD,0.01643150630595147,valid,kge,structural,KGE_CN_TGD,,
02299950,IC-CMA-ES,train,CN-Base,-0.0013167686288074743,valid,kge,structural,KGE_CN_Base,,
02299950,IC-CMA-ES,train,TGD-Base,-0.0021275082709425464,valid,kge,structural,KGE_TGD_Base,,
02299950,IC-CMA-ES,train,CN-TGD,0.0008107396421350721,valid,kge,structural,KGE_CN_TGD,,
02300700,IC-CMA-ES,test,CN-Base,1.8050029589100625e-05,valid,kge,structural,KGE_CN_Base,,
02300700,IC-CMA-ES,test,TGD-Base,0.0262081510649832,valid,kge,structural,KGE_TGD_Base,,
02300700,IC-CMA-ES,test,CN-TGD,-0.026190101035394098,valid,kge,structural,KGE_CN_TGD,,
02300700,IC-CMA-ES,train,CN-Base,-5.0438959675602746e-09,valid,kge,structural,KGE_CN_Base,,
02300700,IC-CMA-ES,train,TGD-Base,0.0028762300121318862,valid,kge,structural,KGE_TGD_Base,,
02300700,IC-CMA-ES,train,CN-TGD,-0.002876235056027854,valid,kge,structural,KGE_CN_TGD,,
02342933,IC-CMA-ES,test,CN-Base,0.025239858709352525,valid,kge,structural,KGE_CN_Base,,
02342933,IC-CMA-ES,test,TGD-Base,0.025891455584533096,valid,kge,structural,KGE_TGD_Base,,
02342933,IC-CMA-ES,test,CN-TGD,-0.0006515968751805712,valid,kge,structural,KGE_CN_TGD,,
02342933,IC-CMA-ES,train,CN-Base,-0.0024776445818526227,valid,kge,structural,KGE_CN_Base,,
02342933,IC-CMA-ES,train,TGD-Base,-0.002010949346819557,valid,kge,structural,KGE_TGD_Base,,
02342933,IC-CMA-ES,train,CN-TGD,-0.00046669523503306554,valid,kge,structural,KGE_CN_TGD,,
02349900,IC-CMA-ES,test,CN-Base,0.0158920014590338,valid,kge,structural,KGE_CN_Base,,
02349900,IC-CMA-ES,test,TGD-Base,-9.056319916300737e-05,valid,kge,structural,KGE_TGD_Base,,
02349900,IC-CMA-ES,test,CN-TGD,0.015982564658196807,valid,kge,structural,KGE_CN_TGD,,
02349900,IC-CMA-ES,train,CN-Base,-0.006815563463332008,valid,kge,structural,KGE_CN_Base,,
02349900,IC-CMA-ES,train,TGD-Base,-9.957844248065228e-07,valid,kge,structural,KGE_TGD_Base,,
02349900,IC-CMA-ES,train,CN-TGD,-0.006814567678907202,valid,kge,structural,KGE_CN_TGD,,
02350900,IC-CMA-ES,test,CN-Base,-0.0036393757479344924,valid,kge,structural,KGE_CN_Base,,
02350900,IC-CMA-ES,test,TGD-Base,0.003686900872835297,valid,kge,structural,KGE_TGD_Base,,
02350900,IC-CMA-ES,test,CN-TGD,-0.007326276620769789,valid,kge,structural,KGE_CN_TGD,,
02350900,IC-CMA-ES,train,CN-Base,-0.0019768273336575604,valid,kge,structural,KGE_CN_Base,,
02350900,IC-CMA-ES,train,TGD-Base,-0.0020180919953332044,valid,kge,structural,KGE_TGD_Base,,
02350900,IC-CMA-ES,train,CN-TGD,4.126466167564402e-05,valid,kge,structural,KGE_CN_TGD,,
02361000,IC-CMA-ES,test,CN-Base,-0.01112404245446763,valid,kge,structural,KGE_CN_Base,,
02361000,IC-CMA-ES,test,TGD-Base,0.0376539505389224,valid,kge,structural,KGE_TGD_Base,,
02361000,IC-CMA-ES,test,CN-TGD,-0.04877799299339003,valid,kge,structural,KGE_CN_TGD,,
02361000,IC-CMA-ES,train,CN-Base,-0.0048267590060392385,valid,kge,structural,KGE_CN_Base,,
02361000,IC-CMA-ES,train,TGD-Base,-0.006997824104735817,valid,kge,structural,KGE_TGD_Base,,
02361000,IC-CMA-ES,train,CN-TGD,0.0021710650986965785,valid,kge,structural,KGE_CN_TGD,,
02363000,IC-CMA-ES,test,CN-Base,0.017223885199004307,valid,kge,structural,KGE_CN_Base,,
02363000,IC-CMA-ES,test,TGD-Base,0.013982788981516503,valid,kge,structural,KGE_TGD_Base,,
02363000,IC-CMA-ES,test,CN-TGD,0.0032410962174878044,valid,kge,structural,KGE_CN_TGD,,
02363000,IC-CMA-ES,train,CN-Base,0.0015690761969952005,valid,kge,structural,KGE_CN_Base,,
02363000,IC-CMA-ES,train,TGD-Base,0.0033759387216988346,valid,kge,structural,KGE_TGD_Base,,
02363000,IC-CMA-ES,train,CN-TGD,-0.001806862524703634,valid,kge,structural,KGE_CN_TGD,,
02369800,IC-CMA-ES,test,CN-Base,0.01373009866250563,valid,kge,structural,KGE_CN_Base,,
02369800,IC-CMA-ES,test,TGD-Base,0.00015340169294997263,valid,kge,structural,KGE_TGD_Base,,
02369800,IC-CMA-ES,test,CN-TGD,0.013576696969555657,valid,kge,structural,KGE_CN_TGD,,
02369800,IC-CMA-ES,train,CN-Base,-0.0009348142475055221,valid,kge,structural,KGE_CN_Base,,
02369800,IC-CMA-ES,train,TGD-Base,0.0007781909656654484,valid,kge,structural,KGE_TGD_Base,,
02369800,IC-CMA-ES,train,CN-TGD,-0.0017130052131709705,valid,kge,structural,KGE_CN_TGD,,
02371500,IC-CMA-ES,test,CN-Base,0.01295153260497961,valid,kge,structural,KGE_CN_Base,,
02371500,IC-CMA-ES,test,TGD-Base,0.026057303176354463,valid,kge,structural,KGE_TGD_Base,,
02371500,IC-CMA-ES,test,CN-TGD,-0.013105770571374853,valid,kge,structural,KGE_CN_TGD,,
02371500,IC-CMA-ES,train,CN-Base,0.0021357900265207563,valid,kge,structural,KGE_CN_Base,,
02371500,IC-CMA-ES,train,TGD-Base,-0.0011135003454053605,valid,kge,structural,KGE_TGD_Base,,
02371500,IC-CMA-ES,train,CN-TGD,0.003249290371926117,valid,kge,structural,KGE_CN_TGD,,
02372250,IC-CMA-ES,test,CN-Base,-0.001516431744475466,valid,kge,structural,KGE_CN_Base,,
02372250,IC-CMA-ES,test,TGD-Base,0.0010596689648416646,valid,kge,structural,KGE_TGD_Base,,
02372250,IC-CMA-ES,test,CN-TGD,-0.0025761007093171306,valid,kge,structural,KGE_CN_TGD,,
02372250,IC-CMA-ES,train,CN-Base,-1.5229130140403946e-05,valid,kge,structural,KGE_CN_Base,,
02372250,IC-CMA-ES,train,TGD-Base,-0.013861615995412357,valid,kge,structural,KGE_TGD_Base,,
02372250,IC-CMA-ES,train,CN-TGD,0.013846386865271954,valid,kge,structural,KGE_CN_TGD,,
02374500,IC-CMA-ES,test,CN-Base,-0.013967158930359824,valid,kge,structural,KGE_CN_Base,,
02374500,IC-CMA-ES,test,TGD-Base,0.0012739182839143215,valid,kge,structural,KGE_TGD_Base,,
02374500,IC-CMA-ES,test,CN-TGD,-0.015241077214274146,valid,kge,structural,KGE_CN_TGD,,
02374500,IC-CMA-ES,train,CN-Base,-0.00013020866725876878,valid,kge,structural,KGE_CN_Base,,
02374500,IC-CMA-ES,train,TGD-Base,-1.557876138680303e-05,valid,kge,structural,KGE_TGD_Base,,
02374500,IC-CMA-ES,train,CN-TGD,-0.00011462990587196575,valid,kge,structural,KGE_CN_TGD,,
02381600,IC-CMA-ES,test,CN-Base,-0.006496892410422617,valid,kge,structural,KGE_CN_Base,,
02381600,IC-CMA-ES,test,TGD-Base,-0.00033281303204235613,valid,kge,structural,KGE_TGD_Base,,
02381600,IC-CMA-ES,test,CN-TGD,-0.0061640793783802605,valid,kge,structural,KGE_CN_TGD,,
02381600,IC-CMA-ES,train,CN-Base,-0.0038426267070417186,valid,kge,structural,KGE_CN_Base,,
02381600,IC-CMA-ES,train,TGD-Base,-0.00024391491332265147,valid,kge,structural,KGE_TGD_Base,,
02381600,IC-CMA-ES,train,CN-TGD,-0.003598711793719067,valid,kge,structural,KGE_CN_TGD,,
02384540,IC-CMA-ES,test,CN-Base,0.010128095858379538,valid,kge,structural,KGE_CN_Base,,
02384540,IC-CMA-ES,test,TGD-Base,0.008616345313677887,valid,kge,structural,KGE_TGD_Base,,
02384540,IC-CMA-ES,test,CN-TGD,0.001511750544701651,valid,kge,structural,KGE_CN_TGD,,
02384540,IC-CMA-ES,train,CN-Base,0.006902335773720791,valid,kge,structural,KGE_CN_Base,,
02384540,IC-CMA-ES,train,TGD-Base,0.005693625076896303,valid,kge,structural,KGE_TGD_Base,,
02384540,IC-CMA-ES,train,CN-TGD,0.0012087106968244887,valid,kge,structural,KGE_CN_TGD,,
02395120,IC-CMA-ES,test,CN-Base,-0.007843554153375898,valid,kge,structural,KGE_CN_Base,,
02395120,IC-CMA-ES,test,TGD-Base,-0.000456270923601676,valid,kge,structural,KGE_TGD_Base,,
02395120,IC-CMA-ES,test,CN-TGD,-0.007387283229774222,valid,kge,structural,KGE_CN_TGD,,
02395120,IC-CMA-ES,train,CN-Base,-0.003280421806508116,valid,kge,structural,KGE_CN_Base,,
02395120,IC-CMA-ES,train,TGD-Base,0.0032137589993064264,valid,kge,structural,KGE_TGD_Base,,
02395120,IC-CMA-ES,train,CN-TGD,-0.006494180805814542,valid,kge,structural,KGE_CN_TGD,,
02415000,IC-CMA-ES,test,CN-Base,-0.002777651106382395,valid,kge,structural,KGE_CN_Base,,
02415000,IC-CMA-ES,test,TGD-Base,0.0073987491482994105,valid,kge,structural,KGE_TGD_Base,,
02415000,IC-CMA-ES,test,CN-TGD,-0.010176400254681806,valid,kge,structural,KGE_CN_TGD,,
02415000,IC-CMA-ES,train,CN-Base,-0.0015652710631316458,valid,kge,structural,KGE_CN_Base,,
02415000,IC-CMA-ES,train,TGD-Base,-0.0006705806303399786,valid,kge,structural,KGE_TGD_Base,,
02415000,IC-CMA-ES,train,CN-TGD,-0.0008946904327916672,valid,kge,structural,KGE_CN_TGD,,
02427250,IC-CMA-ES,test,CN-Base,-0.0038804860878185465,valid,kge,structural,KGE_CN_Base,,
02427250,IC-CMA-ES,test,TGD-Base,-0.0002056587178359548,valid,kge,structural,KGE_TGD_Base,,
02427250,IC-CMA-ES,test,CN-TGD,-0.0036748273699825917,valid,kge,structural,KGE_CN_TGD,,
02427250,IC-CMA-ES,train,CN-Base,0.003822132923714028,valid,kge,structural,KGE_CN_Base,,
02427250,IC-CMA-ES,train,TGD-Base,0.0007715675467747651,valid,kge,structural,KGE_TGD_Base,,
02427250,IC-CMA-ES,train,CN-TGD,0.0030505653769392627,valid,kge,structural,KGE_CN_TGD,,
02430085,IC-CMA-ES,test,CN-Base,-0.00307001931937656,valid,kge,structural,KGE_CN_Base,,
02430085,IC-CMA-ES,test,TGD-Base,0.00820921666120289,valid,kge,structural,KGE_TGD_Base,,
02430085,IC-CMA-ES,test,CN-TGD,-0.01127923598057945,valid,kge,structural,KGE_CN_TGD,,
02430085,IC-CMA-ES,train,CN-Base,0.005398799122338871,valid,kge,structural,KGE_CN_Base,,
02430085,IC-CMA-ES,train,TGD-Base,0.0034846792936302773,valid,kge,structural,KGE_TGD_Base,,
02430085,IC-CMA-ES,train,CN-TGD,0.0019141198287085937,valid,kge,structural,KGE_CN_TGD,,
02450250,IC-CMA-ES,test,CN-Base,-0.0302310364241688,valid,kge,structural,KGE_CN_Base,,
02450250,IC-CMA-ES,test,TGD-Base,-0.0035057088533873015,valid,kge,structural,KGE_TGD_Base,,
02450250,IC-CMA-ES,test,CN-TGD,-0.0267253275707815,valid,kge,structural,KGE_CN_TGD,,
02450250,IC-CMA-ES,train,CN-Base,0.0042012574417813475,valid,kge,structural,KGE_CN_Base,,
02450250,IC-CMA-ES,train,TGD-Base,0.0030265258834727415,valid,kge,structural,KGE_TGD_Base,,
02450250,IC-CMA-ES,train,CN-TGD,0.001174731558308606,valid,kge,structural,KGE_CN_TGD,,
02464000,IC-CMA-ES,test,CN-Base,-0.020810582291389768,valid,kge,structural,KGE_CN_Base,,
02464000,IC-CMA-ES,test,TGD-Base,0.003206165537584793,valid,kge,structural,KGE_TGD_Base,,
02464000,IC-CMA-ES,test,CN-TGD,-0.02401674782897456,valid,kge,structural,KGE_CN_TGD,,
02464000,IC-CMA-ES,train,CN-Base,-0.0002605529089841907,valid,kge,structural,KGE_CN_Base,,
02464000,IC-CMA-ES,train,TGD-Base,0.0003329127334635862,valid,kge,structural,KGE_TGD_Base,,
02464000,IC-CMA-ES,train,CN-TGD,-0.0005934656424477769,valid,kge,structural,KGE_CN_TGD,,
02464360,IC-CMA-ES,test,CN-Base,0.024297858991833787,valid,kge,structural,KGE_CN_Base,,
02464360,IC-CMA-ES,test,TGD-Base,0.035444955776632425,valid,kge,structural,KGE_TGD_Base,,
02464360,IC-CMA-ES,test,CN-TGD,-0.011147096784798638,valid,kge,structural,KGE_CN_TGD,,
02464360,IC-CMA-ES,train,CN-Base,-0.0016000268201610268,valid,kge,structural,KGE_CN_Base,,
02464360,IC-CMA-ES,train,TGD-Base,3.5091635939399346e-05,valid,kge,structural,KGE_TGD_Base,,
02464360,IC-CMA-ES,train,CN-TGD,-0.0016351184561004262,valid,kge,structural,KGE_CN_TGD,,
02465493,IC-CMA-ES,test,CN-Base,-0.04065022003401708,valid,kge,structural,KGE_CN_Base,,
02465493,IC-CMA-ES,test,TGD-Base,-0.04351992165847407,valid,kge,structural,KGE_TGD_Base,,
02465493,IC-CMA-ES,test,CN-TGD,0.0028697016244569884,valid,kge,structural,KGE_CN_TGD,,
02465493,IC-CMA-ES,train,CN-Base,0.001581143244107186,valid,kge,structural,KGE_CN_Base,,
02465493,IC-CMA-ES,train,TGD-Base,0.0010897962613519718,valid,kge,structural,KGE_TGD_Base,,
02465493,IC-CMA-ES,train,CN-TGD,0.0004913469827552142,valid,kge,structural,KGE_CN_TGD,,
02469800,IC-CMA-ES,test,CN-Base,0.013031735457805449,valid,kge,structural,KGE_CN_Base,,
02469800,IC-CMA-ES,test,TGD-Base,-0.007598049584274791,valid,kge,structural,KGE_TGD_Base,,
02469800,IC-CMA-ES,test,CN-TGD,0.02062978504208024,valid,kge,structural,KGE_CN_TGD,,
02469800,IC-CMA-ES,train,CN-Base,-0.0006164415010293522,valid,kge,structural,KGE_CN_Base,,
02469800,IC-CMA-ES,train,TGD-Base,-0.0019261728905423103,valid,kge,structural,KGE_TGD_Base,,
02469800,IC-CMA-ES,train,CN-TGD,0.001309731389512958,valid,kge,structural,KGE_CN_TGD,,
02472000,IC-CMA-ES,test,CN-Base,-0.00805730836058638,valid,kge,structural,KGE_CN_Base,,
02472000,IC-CMA-ES,test,TGD-Base,-0.01804512279204762,valid,kge,structural,KGE_TGD_Base,,
02472000,IC-CMA-ES,test,CN-TGD,0.00998781443146124,valid,kge,structural,KGE_CN_TGD,,
02472000,IC-CMA-ES,train,CN-Base,0.0007764129490516192,valid,kge,structural,KGE_CN_Base,,
02472000,IC-CMA-ES,train,TGD-Base,-0.0015038417035520002,valid,kge,structural,KGE_TGD_Base,,
02472000,IC-CMA-ES,train,CN-TGD,0.0022802546526036194,valid,kge,structural,KGE_CN_TGD,,
02472500,IC-CMA-ES,test,CN-Base,0.01273883559154565,valid,kge,structural,KGE_CN_Base,,
02472500,IC-CMA-ES,test,TGD-Base,0.023268472509337057,valid,kge,structural,KGE_TGD_Base,,
02472500,IC-CMA-ES,test,CN-TGD,-0.010529636917791407,valid,kge,structural,KGE_CN_TGD,,
02472500,IC-CMA-ES,train,CN-Base,-0.0036314194738864547,valid,kge,structural,KGE_CN_Base,,
02472500,IC-CMA-ES,train,TGD-Base,-2.078608048161623e-05,valid,kge,structural,KGE_TGD_Base,,
02472500,IC-CMA-ES,train,CN-TGD,-0.0036106333934048385,valid,kge,structural,KGE_CN_TGD,,
02479155,IC-CMA-ES,test,CN-Base,-0.011422491334693197,valid,kge,structural,KGE_CN_Base,,
02479155,IC-CMA-ES,test,TGD-Base,0.009460108924433941,valid,kge,structural,KGE_TGD_Base,,
02479155,IC-CMA-ES,test,CN-TGD,-0.020882600259127138,valid,kge,structural,KGE_CN_TGD,,
02479155,IC-CMA-ES,train,CN-Base,0.00021754287650521675,valid,kge,structural,KGE_CN_Base,,
02479155,IC-CMA-ES,train,TGD-Base,-0.00042059666890681413,valid,kge,structural,KGE_TGD_Base,,
02479155,IC-CMA-ES,train,CN-TGD,0.0006381395454120309,valid,kge,structural,KGE_CN_TGD,,
02479300,IC-CMA-ES,test,CN-Base,0.00034910544914890096,valid,kge,structural,KGE_CN_Base,,
02479300,IC-CMA-ES,test,TGD-Base,0.002160233007449941,valid,kge,structural,KGE_TGD_Base,,
02479300,IC-CMA-ES,test,CN-TGD,-0.00181112755830104,valid,kge,structural,KGE_CN_TGD,,
02479300,IC-CMA-ES,train,CN-Base,-0.00013246982625481074,valid,kge,structural,KGE_CN_Base,,
02479300,IC-CMA-ES,train,TGD-Base,8.567716781593404e-06,valid,kge,structural,KGE_TGD_Base,,
02479300,IC-CMA-ES,train,CN-TGD,-0.00014103754303640414,valid,kge,structural,KGE_CN_TGD,,
02479560,IC-CMA-ES,test,CN-Base,-0.00214521181508609,valid,kge,structural,KGE_CN_Base,,
02479560,IC-CMA-ES,test,TGD-Base,-0.005219711173727881,valid,kge,structural,KGE_TGD_Base,,
02479560,IC-CMA-ES,test,CN-TGD,0.0030744993586417912,valid,kge,structural,KGE_CN_TGD,,
02479560,IC-CMA-ES,train,CN-Base,0.00034416146087346,valid,kge,structural,KGE_CN_Base,,
02479560,IC-CMA-ES,train,TGD-Base,0.0014422093690293902,valid,kge,structural,KGE_TGD_Base,,
02479560,IC-CMA-ES,train,CN-TGD,-0.0010980479081559302,valid,kge,structural,KGE_CN_TGD,,
02481000,IC-CMA-ES,test,CN-Base,-0.01045123060607378,valid,kge,structural,KGE_CN_Base,,
02481000,IC-CMA-ES,test,TGD-Base,-0.010486297422399149,valid,kge,structural,KGE_TGD_Base,,
02481000,IC-CMA-ES,test,CN-TGD,3.506681632536868e-05,valid,kge,structural,KGE_CN_TGD,,
02481000,IC-CMA-ES,train,CN-Base,-0.008083463296396864,valid,kge,structural,KGE_CN_Base,,
02481000,IC-CMA-ES,train,TGD-Base,-0.007930700295702975,valid,kge,structural,KGE_TGD_Base,,
02481000,IC-CMA-ES,train,CN-TGD,-0.0001527630006938896,valid,kge,structural,KGE_CN_TGD,,
02481510,IC-CMA-ES,test,CN-Base,0.00523232521021022,valid,kge,structural,KGE_CN_Base,,
02481510,IC-CMA-ES,test,TGD-Base,-0.02986434461792775,valid,kge,structural,KGE_TGD_Base,,
02481510,IC-CMA-ES,test,CN-TGD,0.03509666982813797,valid,kge,structural,KGE_CN_TGD,,
02481510,IC-CMA-ES,train,CN-Base,0.003547329263332344,valid,kge,structural,KGE_CN_Base,,
02481510,IC-CMA-ES,train,TGD-Base,0.00520084556983913,valid,kge,structural,KGE_TGD_Base,,
02481510,IC-CMA-ES,train,CN-TGD,-0.001653516306506786,valid,kge,structural,KGE_CN_TGD,,
03010655,IC-CMA-ES,test,CN-Base,0.11905924809055446,valid,kge,structural,KGE_CN_Base,,
03010655,IC-CMA-ES,test,TGD-Base,0.024966300819814546,valid,kge,structural,KGE_TGD_Base,,
03010655,IC-CMA-ES,test,CN-TGD,0.09409294727073991,valid,kge,structural,KGE_CN_TGD,,
03010655,IC-CMA-ES,train,CN-Base,0.1500313994928566,valid,kge,structural,KGE_CN_Base,,
03010655,IC-CMA-ES,train,TGD-Base,0.04446418150841969,valid,kge,structural,KGE_TGD_Base,,
03010655,IC-CMA-ES,train,CN-TGD,0.10556721798443691,valid,kge,structural,KGE_CN_TGD,,
03011800,IC-CMA-ES,test,CN-Base,0.09319908618196848,valid,kge,structural,KGE_CN_Base,,
03011800,IC-CMA-ES,test,TGD-Base,0.04291674230744025,valid,kge,structural,KGE_TGD_Base,,
03011800,IC-CMA-ES,test,CN-TGD,0.050282343874528235,valid,kge,structural,KGE_CN_TGD,,
03011800,IC-CMA-ES,train,CN-Base,0.10189224329768987,valid,kge,structural,KGE_CN_Base,,
03011800,IC-CMA-ES,train,TGD-Base,0.02460482509944084,valid,kge,structural,KGE_TGD_Base,,
03011800,IC-CMA-ES,train,CN-TGD,0.07728741819824902,valid,kge,structural,KGE_CN_TGD,,
03015500,IC-CMA-ES,test,CN-Base,0.14895291879042905,valid,kge,structural,KGE_CN_Base,,
03015500,IC-CMA-ES,test,TGD-Base,0.04326808414419114,valid,kge,structural,KGE_TGD_Base,,
03015500,IC-CMA-ES,test,CN-TGD,0.1056848346462379,valid,kge,structural,KGE_CN_TGD,,
03015500,IC-CMA-ES,train,CN-Base,0.14981655528120474,valid,kge,structural,KGE_CN_Base,,
03015500,IC-CMA-ES,train,TGD-Base,0.06809424504971384,valid,kge,structural,KGE_TGD_Base,,
03015500,IC-CMA-ES,train,CN-TGD,0.0817223102314909,valid,kge,structural,KGE_CN_TGD,,
03021350,IC-CMA-ES,test,CN-Base,0.15044740283138125,valid,kge,structural,KGE_CN_Base,,
03021350,IC-CMA-ES,test,TGD-Base,0.043440108256377785,valid,kge,structural,KGE_TGD_Base,,
03021350,IC-CMA-ES,test,CN-TGD,0.10700729457500346,valid,kge,structural,KGE_CN_TGD,,
03021350,IC-CMA-ES,train,CN-Base,0.18911583888493677,valid,kge,structural,KGE_CN_Base,,
03021350,IC-CMA-ES,train,TGD-Base,0.07934371327717238,valid,kge,structural,KGE_TGD_Base,,
03021350,IC-CMA-ES,train,CN-TGD,0.10977212560776439,valid,kge,structural,KGE_CN_TGD,,
03026500,IC-CMA-ES,test,CN-Base,0.11182118876217784,valid,kge,structural,KGE_CN_Base,,
03026500,IC-CMA-ES,test,TGD-Base,0.025092639878827483,valid,kge,structural,KGE_TGD_Base,,
03026500,IC-CMA-ES,test,CN-TGD,0.08672854888335035,valid,kge,structural,KGE_CN_TGD,,
03026500,IC-CMA-ES,train,CN-Base,0.09926113672160619,valid,kge,structural,KGE_CN_Base,,
03026500,IC-CMA-ES,train,TGD-Base,0.021614299011505356,valid,kge,structural,KGE_TGD_Base,,
03026500,IC-CMA-ES,train,CN-TGD,0.07764683771010084,valid,kge,structural,KGE_CN_TGD,,
03028000,IC-CMA-ES,test,CN-Base,0.1459943048359269,valid,kge,structural,KGE_CN_Base,,
03028000,IC-CMA-ES,test,TGD-Base,0.028409030839760985,valid,kge,structural,KGE_TGD_Base,,
