basin_id,paradigm,model,period,seed_or_restart,selected_run,kge,kge_prime,nse,pbias,rmse,valid_observation_count,valid_simulation_count,valid_days,period_start,period_end,discharge_unit,status,source_file,source_checkpoint_or_parameter_file,source_configuration
01134500,dPL-MLP,HBV,test,seed_123,True,0.8278206609252785,,0.6755306769882147,-6.305439493965299,1.6271641738300653,5479.0,5479.0,5479.0,1995-10-01,2010-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01134500,dPL-MLP,HBV,train,seed_123,True,0.8052320987889121,,0.6774425399112012,-4.513686576088458,1.7162298565272185,5113.0,5113.0,5113.0,1981-10-01,1995-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01137500,dPL-MLP,HBV,test,seed_123,True,0.7616533728180052,,0.6225033556332973,-9.377958558361872,2.099079852864054,5479.0,5479.0,5479.0,1995-10-01,2010-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01137500,dPL-MLP,HBV,train,seed_123,True,0.8104493364899467,,0.6689992329363784,-2.3478824619660643,1.707561324506101,5113.0,5113.0,5113.0,1981-10-01,1995-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01139000,dPL-MLP,HBV,test,seed_123,True,0.8184345826978761,,0.6555181257346081,-6.9289773642320895,1.166312301520143,5479.0,5479.0,5479.0,1995-10-01,2010-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01139000,dPL-MLP,HBV,train,seed_123,True,0.8321692853532996,,0.7178519300467385,-7.435018000104209,0.9647187005410242,5113.0,5113.0,5113.0,1981-10-01,1995-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01139800,dPL-MLP,HBV,test,seed_123,True,0.6929806663108814,,0.365716152006617,4.255972364562662,1.5463343476470657,5479.0,5479.0,5479.0,1995-10-01,2010-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01139800,dPL-MLP,HBV,train,seed_123,True,0.729455081876661,,0.5446914398440137,-7.160810569809,1.3447781803559158,5113.0,5113.0,5113.0,1981-10-01,1995-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01142500,dPL-MLP,HBV,test,seed_123,True,0.7645864603759438,,0.5156165876516355,2.0048512427707577,1.5173052563283924,5479.0,5479.0,5479.0,1995-10-01,2010-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
01142500,dPL-MLP,HBV,train,seed_123,True,0.7974671623564729,,0.6286965737832455,-6.656674428850454,1.201582066522153,5113.0,5113.0,5113.0,1981-10-01,1995-09-30,mm/day,valid,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/manuscript/results/R1/r1_daily_simulations_dpl_hbv_seed_123.parquet,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/best_checkpoint.pt,/home/jingxin/code/dmg-research/project/hydro_structure_diagnosis/results/dpl_camels_531_lite_v2/HBV/seed_123/config.json
