record_type,checkpoint_epoch,paradigm,model,period,metric,status,valid_basin_count,median,p25,p75,mean,sd,minimum,maximum,fraction_positive,bootstrap_ci_low,bootstrap_ci_high,analysis_set,effect,robustness_type,primary_estimate,difference_from_primary,same_direction_as_primary,seed_or_restart,effect_value,estimate,seed_min,seed_max,same_sign_count,all_seeds_agree,claim_id,estimand,ci_lower_bound,ci_upper_bound,positive_fraction,statistical_method,support_status
absolute,100,dPL-MLP,XAJ-Base,test,CT_error_absolute,valid_complete_water_years_sensitivity_min3,531,12.0,7.0,20.0,17.195856873822976,16.415485721761726,1.0,110.0,1.0,15.84084274952919,18.62716572504708,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,test,AMJJ_error_absolute,valid_complete_water_years_sensitivity_min3,531,0.0519494244163671,0.0330781659259375,0.1089934965438532,0.0930132605227296,0.0966797530272357,0.0073557974620077,0.4899249321598091,1.0,0.0849231385083994,0.1011089225747974,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,test,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,train,CT_error_absolute,valid_complete_water_years_sensitivity_min3,531,11.5,7.0,21.0,17.173258003766477,15.919612934024416,1.0,108.5,1.0,15.846492467043314,18.56028719397364,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,train,AMJJ_error_absolute,valid_complete_water_years_sensitivity_min3,531,0.0491330111727776,0.0328940987253565,0.109985690844634,0.0891183610865735,0.092888928271153,0.008606024607232,0.4836067095743762,1.0,0.0812817829880227,0.0972195130087092,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-Base,train,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,test,CT_error_absolute,valid_complete_water_years_sensitivity_min3,531,8.0,6.0,13.0,10.333333333333334,8.034595010399222,1.0,67.0,1.0,9.683568738229756,11.03201506591337,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,test,AMJJ_error_absolute,valid_complete_water_years_sensitivity_min3,531,0.0389205933440739,0.0283812299438822,0.0601842207561296,0.0516411211686737,0.0417338225534126,0.0072258421320778,0.4010436328394283,1.0,0.0482206354833422,0.0552641386163182,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,test,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,train,CT_error_absolute,valid_complete_water_years_sensitivity_min3,531,7.5,4.5,10.5,9.261770244821092,8.207407369458704,1.0,73.0,1.0,8.591313559322034,9.97177495291902,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,train,AMJJ_error_absolute,valid_complete_water_years_sensitivity_min3,531,0.0353265641757645,0.0256661471871937,0.0565001351818281,0.0479845798419014,0.0376007733006153,0.0066155435862321,0.2553158252751261,1.0,0.0449042762121831,0.0512204231820641,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-CN,train,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-TGD,test,CT_error_absolute,valid_complete_water_years_sensitivity_min3,531,9.0,6.0,14.0,11.919020715630886,9.950444940347683,1.0,67.0,1.0,11.103578154425612,12.77777777777778,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-TGD,test,AMJJ_error_absolute,valid_complete_water_years_sensitivity_min3,531,0.0431314209595026,0.0301528555878725,0.0655530448781942,0.0575552515451201,0.0460315597721411,0.0094357721329472,0.3783922747752654,1.0,0.05379588600006,0.0615567050347588,sensitivity_min3,,,,,,,,,,,,,,,,,,,
absolute,100,dPL-MLP,XAJ-TGD,test,SPO_error_absolute,unresolved_definition,0,,,,,,,,,,,sensitivity_min3,,,,,,,,,,,,,,,,,,,
