record_type,family,paradigm,model,period,metric,n,ci_low,ci_high,resamples,seed,method,status,effect,analysis_set,wilcoxon_p,sign_test_p,robustness_type,block_count,block_source,claim_id,summary_level,result_role,bootstrap_statistic,snow_stratum,snow_interval,stratum_n,valid_year_requirement,signature,comparison,metric_unit
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,test,rmse,156,1.2084744220821528,1.4076473560997058,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,test,rmse,165,1.1635303688426064,1.4263543243808141,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,test,rmse,34,0.66346586516293427,2.5863874623091547,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,test,rmse,531,1.2863889558075066,1.4263543243808141,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,test,rmse,55,0.90058377695287684,1.3633468356230796,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,121,0.82417865114929789,0.84900597777662901,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,156,0.80290303387362072,0.84174684451010862,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,165,0.79132992763585186,0.84078961299791266,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,34,0.71259109320424197,0.81965679814118897,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,531,0.75727633928611782,0.78585879653907953,10000,20260730,ordinary_basin_bootstrap,valid_daily_recomputation,,,,,,,,,,,,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,531,0.81492447005053203,0.83622318535767537,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,kge,55,0.79342079337239424,0.85683726149646144,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,nse,121,0.66864403547274998,0.72020962223504958,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,nse,156,0.7034529513935609,0.73996853100113169,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,nse,165,0.70767957759560329,0.76929125092756556,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,nse,34,0.56809306713627628,0.69757194085389584,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,nse,531,0.70882880318052188,0.73648448101463848,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,nse,55,0.77382769865314471,0.81615037263849011,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,pbias,121,-2.2101320934668962,-1.2377761110785197,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,pbias,156,-1.4280717992364842,0.098712964001596654,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,pbias,165,-2.2770797755563703,-0.94788296595762023,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,pbias,34,-8.0740439402485418,0.018443594369804101,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,pbias,531,-1.8142792029351988,-0.99777515717501941,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,pbias,55,-4.1317710674366568,2.9661583817756001,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,rmse,121,1.1636754977973258,1.3988174100075388,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,rmse,156,1.0755079304119217,1.3802292278887007,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,rmse,165,1.066694841779809,1.3157472399888672,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,rmse,34,0.69112304907992861,2.2674938223694627,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,rmse,531,1.1130835979716007,1.2719443078366071,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-CN,train,rmse,55,0.80046992003498518,1.3056373199204696,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,121,0.6639611025867227,0.71368438830912806,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,156,0.72662688423665789,0.76305305191107975,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,165,0.73439691802759444,0.78958235657919285,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,34,0.55738276964752931,0.67275838915845165,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,531,0.64297853326181365,0.68067970664299693,10000,20260730,ordinary_basin_bootstrap,valid_daily_recomputation,,,,,,,,,,,,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,531,0.70316772095610425,0.72847559299444931,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,kge,55,0.57886431816474004,0.67968190674447237,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,nse,121,0.43640712582504487,0.48975749362405041,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,nse,156,0.6374861452040147,0.66837213318821731,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,nse,165,0.66114346943792768,0.73757898623614426,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,nse,34,0.37476301715494581,0.52827488600114214,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,nse,531,0.57465536855116151,0.62330475167291866,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,nse,55,0.47611932570571119,0.59159065153308577,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,pbias,121,-0.16346835449824179,8.5022242962545036,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,pbias,156,2.4282666362050787,9.4475310778591215,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,pbias,165,5.8604553748881472,10.755347266516919,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,pbias,34,-8.144697918293204,1.2446317776257774,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,pbias,531,3.1819781119171733,7.26667227991791,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,pbias,55,-3.5307472715986528,3.7276963259676359,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,rmse,121,1.6404915348611655,1.9655525182368487,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,rmse,156,1.2085957499369089,1.4244437061720814,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,rmse,165,1.1488865329858873,1.4254438406564238,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,rmse,34,0.73380102234397193,3.2033678452084944,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,rmse,531,1.3830094259877188,1.5423922123424765,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,test,rmse,55,1.2240568379770498,1.8954136755441959,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,121,0.70000276614268109,0.7420001802646381,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,156,0.79646880959545641,0.83036312875488005,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,165,0.7859791620626595,0.84137012563681646,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,34,0.65045662876904187,0.74251658038009083,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,531,0.71421257738393751,0.74505856995834807,10000,20260730,ordinary_basin_bootstrap,valid_daily_recomputation,,,,,,,,,,,,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,531,0.76141441295339529,0.7896264562305696,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,kge,55,0.63554146664084843,0.7468155128861349,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,nse,121,0.5086229602084793,0.56887713751998925,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,nse,156,0.69207452343788578,0.72893588004347198,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,nse,165,0.71074969482715256,0.77555628346364724,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,nse,34,0.40138427623693362,0.58610325764578908,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,nse,531,0.64235132705890263,0.68144088573087513,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,nse,55,0.52285298571955741,0.6265123777361945,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,pbias,121,-2.1788064131261282,-0.70014964304897043,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,pbias,156,-1.589287737361095,-0.062713757560455663,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,pbias,165,-2.7638129427714282,-1.0783517406043028,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,pbias,34,-5.9327006630358801,0.52602836390502139,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,pbias,531,-1.7410917773970709,-0.79695169642976116,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,pbias,55,-6.4705676662126743,2.672048261543948,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,rmse,121,1.4602188607966511,1.7233535785422571,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S3,"[0.15, 0.30)",121,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,rmse,156,1.1354248194767633,1.3854263417538097,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S2,"[0.05, 0.15)",156,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,rmse,165,1.0451748439079462,1.2755739412018476,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S1,"[0, 0.05)",165,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,rmse,34,0.82554423193296522,2.6685830974848592,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S4,"[0.30, 0.50)",34,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,rmse,531,1.2573330664986133,1.4131304307485066,10000,20260730,ordinary_basin_bootstrap_median,valid_full_sample,,all_531_basins,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_metric,dPL-MLP,XAJ-TGD,train,rmse,55,1.1309150956046603,1.8359394627700163,10000,20260730,ordinary_basin_bootstrap_median,valid_snow_stratum,,snow_fixed_strata,,,,,,,snow_stratum,stratified_primary,median,S5,"[0.50, 1.00]",55,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,AMJJ_error_absolute,531,0.048333791816272301,0.087150612004691902,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,,r1_remaining_primary_min5,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,AMJJ_error_absolute,531,0.057420915293543998,0.066551496126831297,10000,20260730,ordinary_basin_bootstrap_median,valid_complete_water_years_primary_min5,,r1_remaining_primary_min5,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,AMJJ_error_absolute,531,0.093710340951135604,0.1111932322101645,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_primary_min5,,primary_min5,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,AMJJ_error_absolute,531,0.093710340951135604,0.1111932322101645,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_sensitivity_min3,,sensitivity_min3,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,CT_error_absolute,531,11,17,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,,r1_remaining_primary_min5,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,CT_error_absolute,531,12,14,10000,20260730,ordinary_basin_bootstrap_median,valid_complete_water_years_primary_min5,,r1_remaining_primary_min5,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,CT_error_absolute,531,17.945315442561206,20.905885122410545,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_primary_min5,,primary_min5,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,test,CT_error_absolute,531,17.945315442561206,20.905885122410545,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_sensitivity_min3,,sensitivity_min3,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,AMJJ_error_absolute,531,0.045242957466178485,0.080454624880111292,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,,r1_remaining_primary_min5,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,AMJJ_error_absolute,531,0.053586977663881402,0.063042516287843894,10000,20260730,ordinary_basin_bootstrap_median,valid_complete_water_years_primary_min5,,r1_remaining_primary_min5,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,AMJJ_error_absolute,531,0.090661349942760802,0.1075927144073837,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_primary_min5,,primary_min5,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,AMJJ_error_absolute,531,0.090661349942760802,0.1075927144073837,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_sensitivity_min3,,sensitivity_min3,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,CT_error_absolute,531,12,14,10000,20260730,ordinary_basin_bootstrap_median,valid_complete_water_years_primary_min5,,r1_remaining_primary_min5,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,CT_error_absolute,531,17.750470809792844,20.654449152542373,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_primary_min5,,primary_min5,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,CT_error_absolute,531,17.750470809792844,20.654449152542373,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_sensitivity_min3,,sensitivity_min3,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-Base,train,CT_error_absolute,531,9.5,17,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,,r1_remaining_primary_min5,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-CN,test,AMJJ_error_absolute,531,0.037977984708925702,0.053831985616128501,10000,20260730,region_block_bootstrap_median,valid_region_block_bootstrap,,r1_remaining_primary_min5,,,,7,data/basin_groups/group_11..group_17.npy,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-CN,test,AMJJ_error_absolute,531,0.0415713995496578,0.046578525784822702,10000,20260730,ordinary_basin_bootstrap_median,valid_complete_water_years_primary_min5,,r1_remaining_primary_min5,,,,,,,full_sample,primary,median,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-CN,test,AMJJ_error_absolute,531,0.050758883335056203,0.057374475656962,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_primary_min5,,primary_min5,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-CN,test,AMJJ_error_absolute,531,0.050758883335056203,0.057374475656962,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_sensitivity_min3,,sensitivity_min3,,,,,,,,,,,,,,,,
bootstrap,absolute_signature_error,IC-CMA-ES,XAJ-CN,test,CT_error_absolute,531,10.340842749529187,11.875706214689265,10000,20260730,ordinary_basin_bootstrap,valid_complete_water_years_primary_min5,,primary_min5,,,,,,,,,,,,,,,,
