basin_id,paradigm,model,period,kge,kge_prime,selected_run
01170100,IC-CMA-ES,XAJ-CN,train,0.886687264099136,0.886687264099136,True
01170100,IC-CMA-ES,XAJ-CN,test,0.7985991829481731,0.7985991829481731,True
01170100,dPL-MLP,XAJ-Base,train,0.627130034431344,0.627130034431344,True
01170100,dPL-MLP,XAJ-Base,test,0.6035319208878549,0.6035319208878549,True
01170100,dPL-MLP,XAJ-TGD,train,0.6583021580698468,0.6583021580698468,True
01170100,dPL-MLP,XAJ-TGD,test,0.6059336994774163,0.6059336994774163,True
01170100,dPL-MLP,XAJ-CN,train,0.8754232862500871,0.8754232862500871,True
01170100,dPL-MLP,XAJ-CN,test,0.7924759309329215,0.7924759309329215,True
01181000,IC-CMA-ES,XAJ-Base,train,0.7078447264087332,0.7078447264087332,True
01181000,IC-CMA-ES,XAJ-Base,test,0.7358587587228084,0.7358587587228084,True
01181000,IC-CMA-ES,XAJ-TGD,train,0.7682431883459757,0.7682431883459757,True
01181000,IC-CMA-ES,XAJ-TGD,test,0.7394777565842731,0.7394777565842731,True
01181000,IC-CMA-ES,XAJ-CN,train,0.8728524908418457,0.8728524908418457,True
01181000,IC-CMA-ES,XAJ-CN,test,0.8239939289747485,0.8239939289747485,True
01181000,dPL-MLP,XAJ-Base,train,0.684841918536779,0.684841918536779,True
01181000,dPL-MLP,XAJ-Base,test,0.7132892885262224,0.7132892885262224,True
01181000,dPL-MLP,XAJ-TGD,train,0.7062441356947258,0.7062441356947258,True
01181000,dPL-MLP,XAJ-TGD,test,0.6986044824281654,0.6986044824281654,True
01181000,dPL-MLP,XAJ-CN,train,0.8538428322874723,0.8538428322874723,True
01181000,dPL-MLP,XAJ-CN,test,0.8058691324472735,0.8058691324472735,True
01187300,IC-CMA-ES,XAJ-Base,train,0.7359538436075914,0.7359538436075914,True
01187300,IC-CMA-ES,XAJ-Base,test,0.7499560666856229,0.7499560666856229,True
01187300,IC-CMA-ES,XAJ-TGD,train,0.7828496856097097,0.7828496856097097,True
01187300,IC-CMA-ES,XAJ-TGD,test,0.7859868241747665,0.7859868241747665,True
01187300,IC-CMA-ES,XAJ-CN,train,0.8587290391264842,0.8587290391264842,True
01187300,IC-CMA-ES,XAJ-CN,test,0.7935912284005698,0.7935912284005698,True
01187300,dPL-MLP,XAJ-Base,train,0.7314685767922243,0.7314685767922243,True
01187300,dPL-MLP,XAJ-Base,test,0.7562949518520288,0.7562949518520288,True
01187300,dPL-MLP,XAJ-TGD,train,0.7584389387993813,0.7584389387993813,True
01187300,dPL-MLP,XAJ-TGD,test,0.7736995296932705,0.7736995296932705,True
01187300,dPL-MLP,XAJ-CN,train,0.8233421759936104,0.8233421759936104,True
01187300,dPL-MLP,XAJ-CN,test,0.8041258685147384,0.8041258685147384,True
01195100,IC-CMA-ES,XAJ-Base,train,0.8634634998812066,0.8634634998812066,True
01195100,IC-CMA-ES,XAJ-Base,test,0.77747612974823,0.77747612974823,True
01195100,IC-CMA-ES,XAJ-TGD,train,0.8721998558731247,0.8721998558731247,True
01195100,IC-CMA-ES,XAJ-TGD,test,0.7851244362685367,0.7851244362685367,True
01195100,IC-CMA-ES,XAJ-CN,train,0.8769259286917475,0.8769259286917475,True
01195100,IC-CMA-ES,XAJ-CN,test,0.7901001045726833,0.7901001045726833,True
01195100,dPL-MLP,XAJ-Base,train,0.831654486726741,0.831654486726741,True
01195100,dPL-MLP,XAJ-Base,test,0.8133030433345353,0.8133030433345353,True
01195100,dPL-MLP,XAJ-TGD,train,0.8249165277756598,0.8249165277756598,True
01195100,dPL-MLP,XAJ-TGD,test,0.8166552343164767,0.8166552343164767,True
01195100,dPL-MLP,XAJ-CN,train,0.844979437389459,0.844979437389459,True
01195100,dPL-MLP,XAJ-CN,test,0.7969695527156898,0.7969695527156898,True
04296000,IC-CMA-ES,XAJ-Base,train,0.437426486513447,0.437426486513447,True
04296000,IC-CMA-ES,XAJ-Base,test,0.524220576065391,0.524220576065391,True
04296000,IC-CMA-ES,XAJ-TGD,train,0.8363441274434645,0.8363441274434645,True
04296000,IC-CMA-ES,XAJ-TGD,test,0.7421341606201723,0.7421341606201723,True
04296000,IC-CMA-ES,XAJ-CN,train,0.9103080041246788,0.9103080041246788,True
04296000,IC-CMA-ES,XAJ-CN,test,0.8478406223167697,0.8478406223167697,True
04296000,dPL-MLP,XAJ-Base,train,0.4336128132590254,0.4336128132590254,True
04296000,dPL-MLP,XAJ-Base,test,0.4918218593485217,0.4918218593485217,True
04296000,dPL-MLP,XAJ-TGD,train,0.7957492419660243,0.7957492419660243,True
04296000,dPL-MLP,XAJ-TGD,test,0.7180926051807259,0.7180926051807259,True
04296000,dPL-MLP,XAJ-CN,train,0.8894428003414132,0.8894428003414132,True
04296000,dPL-MLP,XAJ-CN,test,0.8347189022613271,0.8347189022613271,True
01333000,IC-CMA-ES,XAJ-Base,train,0.6813422863515958,0.6813422863515958,True
01333000,IC-CMA-ES,XAJ-Base,test,0.6695369271014883,0.6695369271014883,True
01333000,IC-CMA-ES,XAJ-TGD,train,0.7278504196728995,0.7278504196728995,True
01333000,IC-CMA-ES,XAJ-TGD,test,0.7156293450020671,0.7156293450020671,True
01333000,IC-CMA-ES,XAJ-CN,train,0.8778778625427254,0.8778778625427254,True
01333000,IC-CMA-ES,XAJ-CN,test,0.7923346320180926,0.7923346320180926,True
01333000,dPL-MLP,XAJ-Base,train,0.6360046013388607,0.6360046013388607,True
01333000,dPL-MLP,XAJ-Base,test,0.6447856755515187,0.6447856755515187,True
