basin_id,paradigm,model,period,seed_or_restart,ct_error_signed,ct_error_abs,amjj_error_signed,amjj_error_abs
01162500,IC-CMA-ES,XAJ-Base,test,selected_restart,-14.466666666666669,17.133333333333333,-0.0965569964111933,0.1013924689593192
01162500,IC-CMA-ES,XAJ-TGD,test,selected_restart,-17.466666666666665,19.466666666666665,-0.0894786448340703,0.093164168367942
01162500,IC-CMA-ES,XAJ-CN,test,selected_restart,10.666666666666666,10.666666666666666,0.0648145436186503,0.0653153487940457
01162500,dPL-MLP,XAJ-Base,test,selected_restart,-18.866666666666667,20.33333333333333,-0.1022380800109196,0.1057511718573447
01162500,dPL-MLP,XAJ-TGD,test,selected_restart,-4.733333333333333,7.933333333333334,-0.0572405140659301,0.0661988284230721
01162500,dPL-MLP,XAJ-CN,test,selected_restart,15.0,15.0,0.0770361144283325,0.0772629130780525
01169000,IC-CMA-ES,XAJ-Base,test,selected_restart,-17.933333333333334,18.866666666666667,-0.0987078961510065,0.0992857300400058
01169000,IC-CMA-ES,XAJ-TGD,test,selected_restart,-15.666666666666666,17.4,-0.0866953190941218,0.0871435486435214
01169000,IC-CMA-ES,XAJ-CN,test,selected_restart,9.533333333333331,9.933333333333334,0.0410371048471725,0.0436773155437254
01169000,dPL-MLP,XAJ-Base,test,selected_restart,-18.933333333333334,20.133333333333333,-0.0952472345807754,0.0971547467668175
01169000,dPL-MLP,XAJ-TGD,test,selected_restart,-1.8,6.466666666666667,-0.0369868921020233,0.0484483912851547
01169000,dPL-MLP,XAJ-CN,test,selected_restart,11.533333333333331,11.533333333333331,0.0552339566967285,0.0565773054268303
01170100,IC-CMA-ES,XAJ-Base,test,selected_restart,-17.066666666666666,18.666666666666668,-0.0989921398090749,0.0989921398090749
01170100,IC-CMA-ES,XAJ-TGD,test,selected_restart,-12.6,17.133333333333333,-0.075430059147619,0.0756282290546338
01170100,IC-CMA-ES,XAJ-CN,test,selected_restart,10.066666666666666,10.333333333333334,0.0441788338494868,0.0461019615762333
01170100,dPL-MLP,XAJ-Base,test,selected_restart,-19.0,20.6,-0.09900259645059,0.09900259645059
01170100,dPL-MLP,XAJ-TGD,test,selected_restart,-0.6,5.533333333333333,-0.02929678729449,0.0439794639531422
01170100,dPL-MLP,XAJ-CN,test,selected_restart,11.8,12.2,0.0527400635552973,0.0562135438554386
01181000,IC-CMA-ES,XAJ-Base,test,selected_restart,-13.266666666666667,17.933333333333334,-0.0750373235809346,0.0760467263734469
01181000,IC-CMA-ES,XAJ-TGD,test,selected_restart,-12.466666666666669,17.666666666666668,-0.0665618868139923,0.0688340704195222
01181000,IC-CMA-ES,XAJ-CN,test,selected_restart,11.666666666666666,11.666666666666666,0.0345494835110961,0.0356822934816721
01181000,dPL-MLP,XAJ-Base,test,selected_restart,-13.666666666666666,18.2,-0.0770275713471115,0.0772235257105161
