basin_id,paradigm,E_param_base,E_param_tgd,C15_base,C15_tgd,E_param_cn,seed,E_param_excess_base,E_param_excess_tgd,G_base,G_TGD_ko,frac_snow,snow_stratum
05414000,IC,0.2917832538680198,0.2563230792845785,0.223107296000132,0.210921172809291,0.0678116136285771,,0.2239716402394427,0.18851146565600138,0.0269330179875041,0.05504143039075682,0.123542293769616,S2
05414000,dPL,0.2026895167276652,0.0559942040189458,0.1532536745071411,0.0357484605577257,0.03215348684763,42.0,0.1705360298800352,0.0238407171713158,0.0142921337974495,0.05135872736339264,0.123542293769616,S2
05414000,dPL,0.225324169800016,0.0507735523923589,0.1341186523437499,0.0425678677029079,0.0378403660056501,123.0,0.18748380379436588,0.012933186386708803,0.0106259118779842,0.036203310531996435,0.123542293769616,S2
05414000,dPL,0.2097165266725745,0.0713276777013494,0.1210850477218627,0.0481230020523071,0.0427135998692617,2026.0,0.1670029268033128,0.0286140778320877,0.0116720073436867,0.04322237953874475,0.123542293769616,S2
05444000,IC,0.2700262648147762,0.1059453549102135,0.055137722688299,0.037706306859499,0.1635221090864796,,0.1065041557282966,-0.05757675417626611,0.0226139399563526,0.08224753022149645,0.113352332875094,S2
05444000,dPL,0.1432321058503216,0.0620315307178463,0.1169180976019965,0.0476799751150197,0.0255979604067313,42.0,0.11763414544359029,0.03643357031111499,0.0215598769196577,0.08832394346090322,0.113352332875094,S2
05444000,dPL,0.1796440187290253,0.0964856985241168,0.1563746134440103,0.0775653437564247,0.0157865736950733,123.0,0.163857445033952,0.0806991248290435,0.0255445760432182,0.08218541484168262,0.113352332875094,S2
05444000,dPL,0.1728722337379207,0.0687285831213465,0.1463154554367065,0.0632596015930175,0.0220498558388004,2026.0,0.1508223778991203,0.0466787272825461,0.0260938459964374,0.0822105421142445,0.113352332875094,S2
05454000,IC,0.1698337710590158,0.1848128530932013,0.1700526397873882,0.159974728109932,0.0624674425209853,,0.10736632853803049,0.12234541057221601,0.0083505145679297,0.06071814316380153,0.102381239516297,S2
05454000,dPL,0.1156271183848354,0.0466332675089204,0.0996320088704427,0.0458520650863647,0.0168397211286291,42.0,0.0987873972562063,0.0297935463802913,-0.0039367462070042,0.07844295113696731,0.102381239516297,S2
05454000,dPL,0.1063371635489962,0.072071116933555,0.0979480743408202,0.0939689628009138,0.0172886506576031,123.0,0.0890485128913931,0.0547824662759519,0.0115096849192151,0.07259550243713553,0.102381239516297,S2
05454000,dPL,0.1134972655455239,0.0623306390878306,0.0860068271034642,0.0752638922797308,0.0269397217175284,2026.0,0.0865575438279955,0.0353909173703022,0.0092391267958666,0.0702388889123926,0.102381239516297,S2
05458000,IC,0.1161023189372721,0.2230643736577848,0.2459023531617856,0.2000019062049945,0.0957785544582193,,0.020323764479052805,0.1272858191995655,0.0244389248850981,-0.01050222336598916,0.122540965691067,S2
05458000,dPL,0.2010360751461367,0.0745016125694574,0.1437407599555122,0.0773823261260986,0.0385000151026667,42.0,0.16253606004347,0.03600159746679071,0.0155328105226484,0.024464174899202162,0.122540965691067,S2
05458000,dPL,0.2384340804294888,0.0825128151382281,0.2135653746755499,0.0675556988551698,0.0439765551160302,123.0,0.1944575253134586,0.0385362600221979,0.004193136225713,0.042165483379331015,0.122540965691067,S2
