basin_id,paradigm,regime,contrast,within_a,within_b,within_pooled,between_all,excess,prop_between_gt_within,prop_excess_gt_0,frac_snow,snow_stratum,snow_regime
02349900,dPL,dPL,Base-CN,0.10075724705889971,0.11452118654954019,0.10763921680421995,0.13255083440726356,0.024911617603043612,True,True,0.0010817469729247999,S1,S1
02349900,dPL,dPL,Base-TGD,0.10075724705889971,0.09150861976313214,0.096132933411015919,0.11889156092897661,0.022758627517960692,True,True,0.0010817469729247999,S1,S1
02349900,dPL,dPL,TGD-CN,0.09150861976313214,0.11452118654954019,0.10301490315633616,0.079919470273120644,-0.023095432883215514,False,False,0.0010817469729247999,S1,S1
02350900,dPL,dPL,Base-CN,0.093570207187079243,0.10774574026923069,0.10065797372815496,0.096738883931733535,-0.0039190897964214294,False,False,0.001767717746493,S1,S1
02350900,dPL,dPL,Base-TGD,0.093570207187079243,0.14008922141133537,0.1168297142992073,0.11790112099849373,0.0010714066992864313,True,True,0.001767717746493,S1,S1
02350900,dPL,dPL,TGD-CN,0.14008922141133537,0.10774574026923069,0.12391748084028303,0.1083155459478037,-0.015601934892479338,False,False,0.001767717746493,S1,S1
02361000,dPL,dPL,Base-CN,0.19834665338216345,0.12296153870805765,0.16065409604511055,0.13643690064785133,-0.024217195397259222,False,False,0.0015124422847458,S1,S1
02361000,dPL,dPL,Base-TGD,0.19834665338216345,0.11011881128186417,0.15423273233201382,0.14472674577449005,-0.0095059865575237712,False,False,0.0015124422847458,S1,S1
02361000,dPL,dPL,TGD-CN,0.11011881128186417,0.12296153870805765,0.11654017499496092,0.11423325860535058,-0.0023069163896103362,False,False,0.0015124422847458,S1,S1
02363000,dPL,dPL,Base-CN,0.10406380121070311,0.056040795208537664,0.080052298209620384,0.084921457080802842,0.0048691588711824579,True,True,0.0026556564479945999,S1,S1
02363000,dPL,dPL,Base-TGD,0.10406380121070311,0.08994341073542815,0.097003605973065621,0.093714920068484656,-0.0032886859045809652,False,False,0.0026556564479945999,S1,S1
02363000,dPL,dPL,TGD-CN,0.08994341073542815,0.056040795208537664,0.072992102971982914,0.069727308771904223,-0.0032647942000786911,False,False,0.0026556564479945999,S1,S1
02369800,dPL,dPL,Base-CN,0.10579412899170396,0.074551187332233967,0.090172658161968955,0.081856334380629947,-0.0083163237813390078,False,False,0.0008723526438152,S1,S1
02369800,dPL,dPL,Base-TGD,0.10579412899170396,0.11405368296366897,0.10992390597768646,0.094105137831053273,-0.015818768146633189,False,False,0.0008723526438152,S1,S1
02369800,dPL,dPL,TGD-CN,0.11405368296366897,0.074551187332233967,0.094302435147951474,0.095628410349303736,0.0013259752013522613,True,True,0.0008723526438152,S1,S1
02371500,dPL,dPL,Base-CN,0.1248749658773582,0.064070280442105845,0.094472623159732025,0.10987460032359903,0.015401977163867001,True,True,0.0040171402581935002,S1,S1
02371500,dPL,dPL,Base-TGD,0.1248749658773582,0.21275361887483857,0.16881429237609838,0.1474414105934039,-0.021372881782694475,False,False,0.0040171402581935002,S1,S1
02371500,dPL,dPL,TGD-CN,0.21275361887483857,0.064070280442105845,0.1384119496584722,0.19749825516834266,0.059086305509870457,True,True,0.0040171402581935002,S1,S1
02372250,dPL,dPL,Base-CN,0.11112966427181845,0.072445671661468786,0.091787667966643616,0.07722374148183947,-0.014563926484804146,False,False,0.0034759991435445998,S1,S1
02372250,dPL,dPL,Base-TGD,0.11112966427181845,0.14692414703981521,0.12902690565581681,0.11153644814677,-0.01749045750904682,False,False,0.0034759991435445998,S1,S1
02372250,dPL,dPL,TGD-CN,0.14692414703981521,0.072445671661468786,0.109684909350642,0.10985447185478762,0.00016956250414562613,True,True,0.0034759991435445998,S1,S1
02374500,dPL,dPL,Base-CN,0.11335565124841479,0.069912795228888477,0.091634223238651641,0.08502668745179115,-0.0066075357868604911,False,False,0.0030425564536236999,S1,S1
02374500,dPL,dPL,Base-TGD,0.11335565124841479,0.14919372877552342,0.13127469001196912,0.10986468181931801,-0.021410008192651112,False,False,0.0030425564536236999,S1,S1
02374500,dPL,dPL,TGD-CN,0.14919372877552342,0.069912795228888477,0.10955326200220594,0.10809360830401589,-0.0014596536981900526,False,False,0.0030425564536236999,S1,S1
02381600,dPL,dPL,Base-CN,0.057699503893546625,0.062548526888073067,0.060124015390809846,0.070015180987962,0.0098911655971521545,True,True,0.016637786516778299,S1,S1
02381600,dPL,dPL,Base-TGD,0.057699503893546625,0.087311626601997608,0.072505565247772116,0.090220116746147883,0.017714551498375766,True,True,0.016637786516778299,S1,S1
02381600,dPL,dPL,TGD-CN,0.087311626601997608,0.062548526888073067,0.074930076745035337,0.073768353561020239,-0.0011617231840150982,False,False,0.016637786516778299,S1,S1
02384540,dPL,dPL,Base-CN,0.10695704719093073,0.090420460643967263,0.098688753917448996,0.31900374178153829,0.22031498786408929,True,True,0.0316827871052048,S1,S1
02384540,dPL,dPL,Base-TGD,0.10695704719093073,0.29705247232565901,0.20200475975829488,0.34093624898850711,0.13893148923021223,True,True,0.0316827871052048,S1,S1
02384540,dPL,dPL,TGD-CN,0.29705247232565901,0.090420460643967263,0.19373646648481313,0.25567545822091647,0.061938991736103344,True,True,0.0316827871052048,S1,S1
