basin_id,paradigm,snow_stratum,frac_snow,excess_base_cn,excess_base_tgd,delta_excess,is_delta_excess_positive,is_base_cn_between_gt_within,is_base_tgd_between_gt_within
01350140,IC,S3,0.2198590266828109,-0.0002319220839213,0.0151378424229834,-0.0153697645069047,False,False,True
01365000,IC,S3,0.20227021109368101,0.017994596649957399,0.00071861912958540001,0.017275977520371997,True,True,True
01411300,IC,S1,0.048094855035164502,-0.0100876603865824,-0.020243527371652699,0.010155866985070299,True,False,False
01413500,IC,S3,0.216908033968228,-0.0060769212451640998,-0.0014305870225703001,-0.0046463342225937995,False,False,False
01414500,IC,S3,0.216628505016047,0.0015854641387953001,0.034597175319334803,-0.033011711180539499,False,True,True
01415000,IC,S3,0.213452184948768,0.00073131015967149997,0.0116831874737231,-0.010951877314051599,False,True,True
01423000,IC,S3,0.217830297712483,0.0404259061046204,0.0042248403758723,0.036201065728748101,True,True,True
01434025,IC,S3,0.23781373120697991,0.0192673040191766,0.0176334399114501,0.0016338641077265001,True,True,True
01435000,IC,S3,0.223616269388589,-0.0117070481223727,0.0099653321690015007,-0.021672380291374201,False,False,True
01439500,IC,S3,0.163765228832016,0.045308071616397001,0.061466234196075602,-0.0161581625796786,False,True,True
01440000,IC,S2,0.147767408338048,-0.0081757287406298007,-0.0047398166015447003,-0.0034359121390851004,False,False,False
01440400,IC,S3,0.17222337109288191,-0.021975208304283698,-0.0151639552794246,-0.0068112530248590989,False,False,False
01451800,IC,S2,0.12836266599142701,-0.0065175300401931003,-0.0129567915804122,0.0064392615402190994,True,False,False
01466500,IC,S2,0.062661769761676103,-0.017480359892282301,-0.0183512228766647,0.00087086298438239854,True,False,False
01484100,IC,S1,0.042571686471381001,-0.00069163366618000004,0.018725263927907802,-0.019416897594087802,False,False,True
01487000,IC,S1,0.042468989425902499,0.0101232759944996,-0.0087513367547752009,0.018874612749274801,True,True,False
01491000,IC,S2,0.050025721123379302,0.023903435614023201,0.0029374963980209998,0.020965939216002202,True,True,True
01510000,IC,S3,0.23705740062296191,0.0091195390199394002,0.0342573047275464,-0.025137765707607,False,True,True
01516500,IC,S3,0.199238597784613,0.0049533768161239998,0.048645325623338502,-0.043691948807214505,False,True,True
