basin_id,paradigm,regime,contrast,D_rms,D_euclidean,frac_snow,snow_stratum
01543500,IC,IC,Base-CN,0.26969536733357463,1.0445256662322262,0.18165361094167101,S3
01544500,IC,IC,Base-CN,0.3514956126454386,1.3613366540407568,0.20336289315931999,S3
01545600,IC,IC,Base-CN,0.34100662798814552,1.3207129911444355,0.192645540908709,S3
01547700,IC,IC,Base-CN,0.2577693652095901,0.99833645861920006,0.15617299826603501,S3
01548500,IC,IC,Base-CN,0.34202608769233772,1.3246613416009014,0.20208863048231901,S3
01549500,IC,IC,Base-CN,0.34092070809799274,1.3203802248407659,0.186519052942025,S3
01550000,IC,IC,Base-CN,0.47372758977933199,1.8347390658543317,0.17982551285457399,S3
01552000,IC,IC,Base-CN,0.3357516450087451,1.3003605295806144,0.17305912288721001,S3
01552500,IC,IC,Base-CN,0.37374329537155154,1.4475015587306987,0.18516970797955501,S3
01557500,IC,IC,Base-CN,0.40871025010839612,1.5829279920940862,0.15867182381750999,S3
01567500,IC,IC,Base-CN,0.35241730748686667,1.3649063628118931,0.12603606593838301,S2
01568000,IC,IC,Base-CN,0.4458595400999445,1.7268065735547828,0.12851085803135801,S2
01580000,IC,IC,Base-CN,0.2607763245712586,1.0099823621496646,0.081688092395438602,S2
01583500,IC,IC,Base-CN,0.37952375237499286,1.4698891724384948,0.080728649763762497,S2
01586610,IC,IC,Base-CN,0.29362555193561113,1.1372068726675828,0.088413478566146994,S2
01591400,IC,IC,Base-CN,0.19173524228668534,0.74258740025737646,0.083876422731703204,S2
01594950,IC,IC,Base-CN,0.26069210113900332,1.0096561661991794,0.18921429733490799,S3
01596500,IC,IC,Base-CN,0.22864308849189649,0.88553087395454377,0.188402157557544,S3
01605500,IC,IC,Base-CN,0.21929573091140361,0.84932871371424923,0.137136101417764,S2
01606500,IC,IC,Base-CN,0.083217430106184959,0.32229972091543407,0.14875051892129501,S2
01632000,IC,IC,Base-CN,0.35114156452439982,1.3599654315642178,0.110024870103334,S2
01632900,IC,IC,Base-CN,0.3777667711528,1.4630844134253427,0.098076329237385504,S2
01634500,IC,IC,Base-CN,0.48334849787573986,1.8720006826871116,0.114828393813144,S2
01638480,IC,IC,Base-CN,0.4534010196749037,1.7560145983543634,0.084558382348827899,S2
01639500,IC,IC,Base-CN,0.19512525724337226,0.75571687172801894,0.096126350142111294,S2
01644000,IC,IC,Base-CN,0.43211805118379482,1.6735860158304414,0.084351798741143999,S2
01664000,IC,IC,Base-CN,0.21260734570009365,0.82342470917782573,0.082796425784603694,S2
01666500,IC,IC,Base-CN,0.41662744541094232,1.6135911576495192,0.082255397803329494,S2
01667500,IC,IC,Base-CN,0.36584981700295721,1.4169302484654844,0.078811793477170905,S2
01669000,IC,IC,Base-CN,0.11371360586275235,0.4404109017436339,0.041205983243048597,S1
01669520,IC,IC,Base-CN,0.24293904640451053,0.94089888086818008,0.0368199149910729,S1
02011400,IC,IC,Base-CN,0.1838040220117487,0.71186991621744422,0.129154721501962,S2
02013000,IC,IC,Base-CN,0.39272468845270075,1.5210161780218063,0.097914337240757404,S2
02014000,IC,IC,Base-CN,0.27588407417358585,1.0684944247581498,0.097868084176085807,S2
02015700,IC,IC,Base-CN,0.35148004504534258,1.3612763609848446,0.12856724871879599,S2
02016000,IC,IC,Base-CN,0.40879336434170649,1.5832498921355302,0.10207736342912301,S2
02017500,IC,IC,Base-CN,0.28262622997760112,1.0946066819046365,0.090184526556801398,S2
02018000,IC,IC,Base-CN,0.56560005836875393,2.190559606676127,0.084968614429657099,S2
02027000,IC,IC,Base-CN,0.31181262892350964,1.2076451189579058,0.090473222381479299,S2
02027500,IC,IC,Base-CN,0.17784333692336804,0.68878428213815901,0.10078601830768701,S2
02028500,IC,IC,Base-CN,0.32970083054676175,1.2769258259383618,0.080256957904830104,S2
02038850,IC,IC,Base-CN,0.12007363869940436,0.46504320300131952,0.065522597851002701,S2
02046000,IC,IC,Base-CN,0.29376456562212716,1.1377452703603543,0.045372826808436698,S1
02051500,IC,IC,Base-CN,0.37268377220488574,1.4433980431512812,0.052551496570471097,S2
02053200,IC,IC,Base-CN,0.026237595779559749,0.10161777149875691,0.024831683184578401,S1
02053800,IC,IC,Base-CN,0.28213979270304712,1.0927227184413144,0.093817255030013605,S2
02055100,IC,IC,Base-CN,0.28084003730570767,1.0876887874332755,0.062211991887398198,S2
02056900,IC,IC,Base-CN,0.081874923573134931,0.31710021547075667,0.064605937280813694,S2
02059500,IC,IC,Base-CN,0.39881164761034743,1.5445908694684165,0.052938916295318099,S2
02064000,IC,IC,Base-CN,0.40225057302122769,1.5579097703136053,0.060601169259616297,S2
02065500,IC,IC,Base-CN,0.23681797800995152,0.91719208491505644,0.061713997073264901,S2
02069700,IC,IC,Base-CN,0.43150586896201404,1.6712150442806404,0.053395158761216803,S2
02070000,IC,IC,Base-CN,0.33898730547771438,1.3128921886909142,0.0508621647943431,S2
02074500,IC,IC,Base-CN,0.48221124221161804,1.8675961104395877,0.052469020841380901,S2
02077200,IC,IC,Base-CN,0.43880679542193934,1.699491410871816,0.0489889008542847,S1
02081500,IC,IC,Base-CN,0.61658341249507209,2.3880172881411523,0.043624771397296799,S1
02082950,IC,IC,Base-CN,0.26303422037232743,1.0187271549846759,0.0329927432325966,S1
