basin_id,paradigm,E_param_base,E_param_tgd,C15_base,C15_tgd,E_param_cn,seed,E_param_excess_base,E_param_excess_tgd,delta_E_fr_base,delta_E_qg_base,delta_E_qi_base,delta_E_s_base,delta_E_wd_base,delta_E_wl_base,delta_E_wt_base,delta_E_wu_base,delta_E_fr_tgd,delta_E_qg_tgd,delta_E_qi_tgd,delta_E_s_tgd,delta_E_wd_tgd,delta_E_wl_tgd,delta_E_wt_tgd,delta_E_wu_tgd,kge_base_no_refit,kge_base,kge_tgd2,kge_cn,G_base,G_TGD,frac_snow,snow_stratum
14138900,IC,0.1640845047810932,0.3037962802763091,0.2271468406201974,0.3834366770926814,0.0881507555966957,,0.0759337491843975,0.2156455246796134,1.0533195072790729,0.6498225909212951,0.5202578157004665,0.2826744817500142,34.94338838982327,1.4724596122842324,-0.5318851043318518,1.0683343387947797,1.035231199908829,0.6496343466108212,0.6986515755352262,0.9024480503688024,34.94338838982327,-0.1758221299118733,0.9417854605644888,1.1072696841453755,0.8024061566691196,0.8398851047328358,0.8532279898162758,0.9985261241386182,0.0374789480637162,0.05082183314715616,0.221358389006793,S3
14139800,IC,0.1597895626212944,0.2882835705981645,0.1515240101253464,0.1920349153873756,0.0472990877853068,,0.11249047483598759,0.2409844828128577,1.0560711489844044,0.3751507123888515,0.1579174487747356,0.2070986765409022,9.904964106159817,1.6470693669958782,-0.8343443804319387,1.5227208006807886,0.6385358535100314,0.4883133637990138,0.3405257855450371,0.9514164570752736,10.386696843910292,0.8428227481398662,1.0545036174769682,1.5318021342320218,0.8666788731693256,0.8829873382925537,0.8957094719878962,0.9984455021111868,0.0163084651232281,0.02903059881857062,0.183197955663698,S3
14141500,IC,0.1148864614984231,0.2301639632773937,0.2793851954060299,0.3591640336947658,0.1536800569695713,,-0.03879359547114819,0.0764839063078224,0.9256208158516313,0.1578499584047817,0.4498332608304833,-0.4791377346503647,13.103977424876998,0.4634052606912875,-0.5409075248129789,0.1285094131823936,0.2570764541348758,0.2347190080028331,0.6829122362394499,0.1480285754030614,14.15796284635487,0.2204038718183654,1.3174321810582077,0.0233257248350928,0.91294087038415,0.916257142882899,0.9289535523002,0.996686011028508,0.0033162724987489,0.016012681916050098,0.142882264769743,S2
14154500,IC,0.18539438397474,0.1757502514483566,0.2692246939511527,0.1285477712592526,0.0412517660671222,,0.14414261790761781,0.1344984853812344,0.3072245411391608,0.1343639997028129,0.3573302628766489,0.9240233611072112,6.033017652643886,0.3053439862449943,1.075037571026225,1.0975827504598703,0.1622854912358124,0.3152854196271707,0.7011471972395446,0.9240159793883947,4.774740378236668,-0.0350861428838091,1.0662470056065994,1.0723171561754503,0.9129564380061008,0.9155564556721372,0.9326827961653578,0.9981331952903628,0.0026000176660363,0.01972635815925694,0.135550710091939,S2
14158790,IC,0.2221838737275728,0.4687936250197859,0.2289024351353393,0.2032999849666186,0.1111243212919478,,0.11105955243562501,0.3576693037278381,1.1150452273461586,1.428553699830747,1.2733857206831527,1.23698628395519,2.776455005601868,2.023551472363038,-0.7412170565027805,0.0764594881358056,0.6289949983732819,1.696307809907989,0.7393673409252726,1.2058274559194426,0.3678397309359482,0.8348320917619996,-0.438993063586785,0.1455497120682478,0.6422148563506083,0.7227894879940356,0.7019009095920417,0.9959550584294168,0.0805746316434273,0.05968605324143339,0.365056630377127,S4
14166500,IC,0.0210915882458465,0.0098561570542848,0.0624823414836915,0.0594608523967528,0.0592034290942499,,-0.0381118408484034,-0.0493472720399651,0.0736282593597053,-0.0435098761496697,0.1002926200089374,0.2593502745119578,2.90456902805393,0.7850492181801806,0.1313721903178446,-1.2311153874719312,-0.08255991025878,-0.1095854461155192,-0.0765546130607967,0.0015594962609053,-1.8621651718916536,0.3225057297599562,-0.4483742550105949,0.0554006153462567,0.9962109977812011,0.9980010721511444,0.99776003268347,0.9991524168688266,0.0017900743699432,0.0015490349022688754,0.0106763012784076,S1
14182500,IC,0.0672394480566394,0.1544339852791739,0.1211664662625945,0.1211664662625945,0.0389735027844629,,0.028265945272176497,0.115460482494711,0.3272892141873667,0.1983036537058272,0.4738215935749951,0.3539892341641606,4.232548078166323,-1.1496667271492873,0.8819839390175889,0.3814740798470062,0.2908148221450118,0.2947076011627294,0.7248270779831739,1.136276812035355,4.628865665249789,-0.9910848797888248,1.5505584102657797,0.3947940262026133,0.9307774261930304,0.9318850284484346,0.9432019574088404,0.9992162128768396,0.0011076022554041,0.012424531215809997,0.146759311242181,S2
14185000,IC,0.2227709571628055,0.2162856667473298,0.2977038685019593,0.1851501832261007,0.0269135282578669,,0.19585742890493862,0.18937213848946288,0.9513470429525572,0.3375549864107262,0.5758409370725344,0.5767396897449582,5.84830264631634,2.699662681777438,-0.1832089983621573,1.2905299172070634,0.1843611449984064,0.3303029630688123,0.5865891677734334,1.0816830948226557,5.852180584228154,0.1465238517685752,0.8287530244410917,1.5432482555385174,0.8992745865337903,0.9014869395621318,0.912431467748656,0.9983233582011996,0.0022123530283414,0.01315688121486569,0.178107252284554,S3
14185900,IC,0.2793384355199332,0.2670657017841517,0.3604192718000125,0.1570585766674497,0.1094859814998238,,0.1698524540201094,0.15757972028432787,0.9452707850256274,0.3913934573020501,0.7679845740799103,0.4467128567768214,4.437008368596219,0.517967773851884,0.2416624643665349,1.160860808151273,0.2266711319006947,0.2754176779162074,0.488012210212717,0.7516499188228558,5.109773914022609,-0.7839397139944513,2.1108478699338318,1.0757537460631554,0.8893350382383365,0.8994026797649312,0.9070637252776892,0.994480498549668,0.0100676415265946,0.01772868703935271,0.187297518505713,S3
14187000,IC,0.1062491714969715,0.2934380084343475,0.1322409903781868,0.2876156475303592,0.0285929864028395,,0.077656185094132,0.26484502203150795,0.2466743303779637,0.2003234737786093,0.3636012312563768,1.4950762020630182,5.238191096037781,0.3776280114317952,0.693667600254316,1.2908012392477075,0.2119275508450665,0.6153234654590649,0.8364426331866167,1.2155195062156705,5.114783280860067,0.1703348739497412,0.8024023813745463,1.3329949450877794,0.9488538760030292,0.9505944126007309,0.9661573103111476,0.9976660176774969,0.0017405365977015,0.017303434308118426,0.0895194173938424,S2
