curve,structure,regime,condition,delta_r,ecdf_y,n
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0377745390306006,0.6395348837209303,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0379145675555267,0.641860465116279,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0381172161981068,0.6441860465116279,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0386470066174358,0.6465116279069767,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0388465954221667,0.6488372093023256,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0406112170059199,0.6511627906976745,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.041304971647204,0.6534883720930232,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0416051660799348,0.6558139534883721,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0427915570455246,0.6581395348837209,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0439327890968341,0.6604651162790698,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0441409678279993,0.6627906976744186,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0455580598579874,0.6651162790697674,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0474828249913424,0.6674418604651163,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0505936112892637,0.6697674418604651,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0507340765283951,0.672093023255814,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0521808213314852,0.6744186046511628,430
active_melt_TGD_IC,TGD,IC_fused,Active melt,0.0523708814999251,0.6767441860465117,430
