basin_id,regime,paradigm,structure,model,period,seed_or_restart,selected_run,frac_snow,snow_stratum,KGE,signed_CT_error,absolute_CT_error,valid_year_count,valid_days,valid_metric,NSE,PBIAS,RMSE,provenance_source
04233000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.169532329377697,S3,0.6209082241161198,-15.0,15.0,15,5479.0,True,0.2702220208060315,-7.536788053951197,1.5263775952998941,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04233000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.169532329377697,S3,0.7417479663653943,6.0,6.0,15,5479.0,True,0.5177309250374762,-8.353662982340381,1.2408272212736786,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04233000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.169532329377697,S3,0.6773221855738711,-1.0,1.0,15,5479.0,True,0.4610119116661625,-8.766747910539296,1.3117654532155036,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04233000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.169532329377697,S3,0.5962722299149426,-14.0,14.0,15,5479.0,True,0.31558947230662027,-13.313870474516628,1.4781719134941396,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04233000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.169532329377697,S3,0.7238667161143146,6.0,6.0,15,5479.0,True,0.5614019120090724,-13.081441922462892,1.183313917443607,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04233000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.169532329377697,S3,0.6298240011205115,-4.0,4.0,15,5479.0,True,0.45181907275610655,-13.998446972553676,1.3229047200109223,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04256000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.279703584506989,S3,0.6231528453093305,-37.0,37.0,15,5479.0,True,0.205879252017521,4.980706207982554,2.3772961397623287,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04256000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.279703584506989,S3,0.851466686254193,9.0,9.0,15,5479.0,True,0.7078993735907277,2.774746813972176,1.4418041054939532,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04256000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.279703584506989,S3,0.7248931474666745,6.0,6.0,15,5479.0,True,0.43680695736803965,3.498519019015759,2.002021117938866,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04256000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.279703584506989,S3,0.6287231330992951,-30.0,30.0,15,5479.0,True,0.2381900602850633,4.352469441953838,2.328430776795534,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04256000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.279703584506989,S3,0.8334545116177593,10.0,10.0,15,5479.0,True,0.675719168120819,1.2486608202439846,1.5191499822468528,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04256000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.279703584506989,S3,0.7220448328256646,6.0,6.0,15,5479.0,True,0.45254184650735063,2.074468657749635,1.973856053075965,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04296000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.273317826422307,S3,0.5145776545782559,-33.0,33.0,15,5479.0,True,0.1446391541320471,-3.6679591283513666,2.0862062414304376,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04296000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.273317826422307,S3,0.8442748049522206,5.0,5.0,15,5479.0,True,0.734407347013982,-7.874346944255424,1.1624936402752617,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04296000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.273317826422307,S3,0.7421339967292724,1.0,1.0,15,5479.0,True,0.5527814856506668,-7.226998746221734,1.5084900307710334,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04296000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.273317826422307,S3,0.4916528421220736,-32.0,32.0,15,5479.0,True,0.23298698343946422,-7.144807969447733,1.9755313419768543,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04296000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.273317826422307,S3,0.8321521223956285,11.0,11.0,15,5479.0,True,0.7127839419649605,-6.3444843701624265,1.208890363736412,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
04296000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.273317826422307,S3,0.7452386233134878,0.0,0.0,15,5479.0,True,0.5487760371907278,-4.867230209634411,1.5152302597058904,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05057200,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.141789208175196,S2,-0.05903744986195214,27.0,27.0,15,5479.0,True,0.0897737730255811,-49.60685185069074,0.23852909195805794,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05057200,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.141789208175196,S2,0.256599391407332,2.0,2.0,15,5479.0,True,0.4327616350247623,-46.76137913025519,0.1882996360780688,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05057200,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.141789208175196,S2,-0.06901304113106677,34.0,34.0,15,5479.0,True,0.021562597256266858,-38.09052171371229,0.24730517565731808,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05057200,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.141789208175196,S2,-0.26189526396461726,29.0,29.0,15,5479.0,True,0.01902960814489041,-61.055943597662434,0.24762508187603408,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05057200,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.141789208175196,S2,-0.15709497533438221,32.0,32.0,15,5479.0,True,0.15014451907521165,-72.22946758231487,0.23048317198532206,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05057200,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.141789208175196,S2,-0.16412509179091184,40.0,40.0,15,5479.0,True,0.094912723111516,-62.49834823616434,0.23785479577715687,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05120500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.19176626992326,S3,-1.4944651060134073,32.0,32.0,15,5479.0,True,-10.072979707639963,65.01355755552554,0.4348220367502981,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05120500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.19176626992326,S3,-4.68606761141445,4.0,4.0,15,5479.0,True,-37.236606582909744,104.5395971378053,0.8080141482131146,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05120500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.19176626992326,S3,-1.5289533161656088,23.0,23.0,15,5479.0,True,-6.780386996058865,118.18788476678402,0.36448519600300205,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05120500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.19176626992326,S3,0.12650621697230924,19.0,19.0,15,5479.0,True,-1.0542954428717723,14.845113028306923,0.18728834214437295,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05120500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.19176626992326,S3,0.2780213747287438,36.0,36.0,15,5479.0,True,-0.8433438918045288,-14.570026152493247,0.17741178931604787,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05120500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.19176626992326,S3,-1.0795442912231148,20.0,20.0,15,5479.0,True,-5.3400416376188495,68.20398426131956,0.3290223114228015,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05291000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.148874500915531,S2,0.3965239207839165,9.0,9.0,15,5479.0,True,-0.07534458461163118,15.978636986759986,0.8724080492622741,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05291000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.148874500915531,S2,0.7806554146371402,19.0,19.0,15,5479.0,True,0.5584492121889422,4.331890997030443,0.5590313581214453,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05291000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.148874500915531,S2,0.435229273839307,19.0,19.0,15,5479.0,True,0.14650402470694646,11.771666340771592,0.7772246688659233,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05291000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.148874500915531,S2,0.40620149155394825,3.0,3.0,15,5479.0,True,0.003252948647723408,5.234642250291587,0.8399207636027359,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05291000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.148874500915531,S2,0.6858191604600417,7.0,7.0,15,5479.0,True,0.3414353498083341,6.263060589720085,0.6827238041758913,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05291000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.148874500915531,S2,0.405641287824969,1.0,1.0,15,5479.0,True,0.11679090448133633,1.236857322118175,0.7906378551525237,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05362000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.174430982504896,S3,0.5159951668798008,-15.0,15.0,15,5479.0,True,0.09947235602872306,21.905801151031973,1.6394980478418073,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05362000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.174430982504896,S3,0.726458145150457,4.0,4.0,15,5479.0,True,0.7309993179378564,19.7580489037172,0.8960640832005207,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05362000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.174430982504896,S3,0.6993107438992379,5.0,5.0,15,5479.0,True,0.5227147459626948,19.53407870549103,1.1935796007420687,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05362000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.174430982504896,S3,0.5190594682581828,-1.0,1.0,15,5479.0,True,0.15529190204723586,22.90800931648047,1.5878727954969956,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05362000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.174430982504896,S3,0.6923453114171851,3.0,3.0,15,5479.0,True,0.6973072411505916,22.399003407696085,0.9505246746160241,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05362000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.174430982504896,S3,0.6819885730536164,5.0,5.0,15,5479.0,True,0.5165686415123749,21.90428285660697,1.2012400085400026,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05393500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.19616986570515,S3,0.5087816985951579,-15.0,15.0,15,5479.0,True,0.2207267119874433,8.736572532710841,1.8076635429532053,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05393500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.19616986570515,S3,0.8515021977699405,3.0,3.0,15,5479.0,True,0.7634029947966048,8.805973314059827,0.9960412529665622,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05393500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.19616986570515,S3,0.740208548742828,2.0,2.0,15,5479.0,True,0.5505050745409246,9.625248326417626,1.372887974579292,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05393500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.19616986570515,S3,0.5114864123276495,-11.0,11.0,15,5479.0,True,0.20596213545011832,11.739690318292011,1.824707725324093,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05393500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.19616986570515,S3,0.8378389346655268,3.0,3.0,15,5479.0,True,0.7403802033208173,9.809768533231766,1.0433778363574966,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05393500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.19616986570515,S3,0.7212133452933889,3.0,3.0,15,5479.0,True,0.5394823736808054,10.948486633948164,1.389619286737481,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05399500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.156958255923397,S3,0.5808081207911422,0.0,0.0,15,5479.0,True,0.2600768720977714,5.761187949706045,1.9216600368240413,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05399500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.156958255923397,S3,0.7740230749767101,2.0,2.0,15,5479.0,True,0.6072237766594755,11.67088394113254,1.4000896732944705,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05399500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.156958255923397,S3,0.6000515407748448,0.0,0.0,15,5479.0,True,0.2787558556207008,5.4763573976918165,1.8972493273136029,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05399500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.156958255923397,S3,0.532084784050683,0.0,0.0,15,5479.0,True,0.28662188512314024,15.758223103601038,1.8868750780153973,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05399500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.156958255923397,S3,0.7666422374690278,2.0,2.0,15,5479.0,True,0.6442577095686792,11.225629189327638,1.3324502598476922,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05399500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.156958255923397,S3,0.6986075784203742,2.0,2.0,15,5479.0,True,0.5032229124730083,15.581664051620015,1.5745774804782848,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05408000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.140156645371,S2,0.802241344126189,16.0,16.0,15,5479.0,True,0.6478399229148226,-3.6914866186588173,0.5365435263589863,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05408000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.140156645371,S2,0.7593529468496382,15.0,15.0,15,5479.0,True,0.6379948429729263,-2.6423518889338675,0.5439917054933077,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05408000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.140156645371,S2,0.7877338732162511,12.0,12.0,15,5479.0,True,0.6622256300726559,-4.58760107536946,0.525470385930492,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05408000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.140156645371,S2,0.7560424585589774,12.0,12.0,15,5479.0,True,0.6385453260682903,-3.657750834826088,0.5435779376760548,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05408000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.140156645371,S2,0.6827251513758834,9.0,9.0,15,5479.0,True,0.6009864710845008,11.25993564346347,0.5711217631349944,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05408000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.140156645371,S2,0.6815991937713055,9.0,9.0,15,5479.0,True,0.5856358109844463,0.8403584346633427,0.5820040497429686,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05413500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.124159245932601,S2,0.6679480426024921,12.0,12.0,15,5479.0,True,0.429278083411886,-0.34300795289935204,0.6877281671115058,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05413500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.124159245932601,S2,0.6393543177089004,10.0,10.0,15,5479.0,True,0.4004352077033342,-0.03907890985109286,0.7048920263314935,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05413500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.124159245932601,S2,0.585981611178995,14.0,14.0,15,5479.0,True,0.3310243195605722,-0.7878767681541528,0.7445771457901339,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05413500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.124159245932601,S2,0.729129752798428,11.0,11.0,15,5479.0,True,0.6547137860511854,-8.907011906664899,0.5349265530165468,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05413500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.124159245932601,S2,0.7380335396005447,7.0,7.0,15,5479.0,True,0.6321079275051327,4.155406661274421,0.5521597579396318,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05413500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.124159245932601,S2,0.7250964373957907,14.0,14.0,15,5479.0,True,0.6565943810936055,-9.217413172259468,0.5334678302394336,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05414000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.123542293769616,S2,0.4442249331022342,9.0,9.0,15,5479.0,True,-0.20873561030097743,6.9974374161566555,1.2137941046127845,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05414000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.123542293769616,S2,0.4760761776216049,10.0,10.0,15,5479.0,True,-0.13186877698548027,6.697088123577209,1.174565946041483,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05414000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.123542293769616,S2,0.35876518398863455,16.0,16.0,15,5479.0,True,-0.3994328621809937,8.285455180393512,1.306036755388481,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05414000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.123542293769616,S2,0.6065050726086146,12.0,12.0,15,5479.0,True,0.4812894145196238,-3.1469724219048847,0.7951369228389077,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05414000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.123542293769616,S2,0.6196822947083754,8.0,8.0,15,5479.0,True,0.4718086939933912,4.897271798151845,0.8023705675167805,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05414000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.123542293769616,S2,0.6249858964046888,15.0,15.0,15,5479.0,True,0.4912810872942023,-5.107243012011208,0.7874415141544241,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05444000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.113352332875094,S2,0.6887279398198167,2.0,2.0,15,5479.0,True,0.3730824930873142,2.561966146281099,1.062645705526258,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05444000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.113352332875094,S2,0.6980375316192058,8.0,8.0,15,5479.0,True,0.38345169585016803,2.7531235382723596,1.0538209941069425,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05444000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.113352332875094,S2,0.6574304661071257,1.0,1.0,15,5479.0,True,0.30286092971862055,0.6261344711467777,1.1205803535359184,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05444000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.113352332875094,S2,0.7013025371653121,5.0,5.0,15,5479.0,True,0.5092725947406012,-2.042993015703325,0.9401636345366006,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05444000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.113352332875094,S2,0.6344585308432373,10.0,10.0,15,5479.0,True,0.4519440956519093,0.955847256377669,0.9935637156743808,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05444000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.113352332875094,S2,0.7173417430428976,6.0,6.0,15,5479.0,True,0.5185940875056174,-3.093625754763121,0.9311914987218808,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05454000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.102381239516297,S2,0.6286578780700418,-3.0,3.0,15,5479.0,True,0.251862810477272,-1.6082274887827455,1.6383215467649017,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05454000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.102381239516297,S2,0.6056295955849506,1.0,1.0,15,5479.0,True,0.28011598065648635,-2.2709319314559626,1.6070884782251968,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05454000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.102381239516297,S2,0.6601765097601133,2.0,2.0,15,5479.0,True,0.2967291381500641,-4.128373817063072,1.5884364089332048,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05454000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.102381239516297,S2,0.6872922296610313,1.0,1.0,15,5479.0,True,0.45751180991271145,-16.543671020234566,1.395094623911106,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05454000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.102381239516297,S2,0.6761955106837542,6.0,6.0,15,5479.0,True,0.46840707701337236,-18.074984958738685,1.3810141117817776,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05454000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.102381239516297,S2,0.6950853149616525,2.0,2.0,15,5479.0,True,0.49354990105710006,-17.14527554771237,1.3479595230200827,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05458000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.122540965691067,S2,0.766747933842114,14.0,14.0,15,5479.0,True,0.5223923052720825,0.4747779025036816,1.2283888206692952,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05458000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.122540965691067,S2,0.8210382658601257,14.0,14.0,15,5479.0,True,0.6362452231100741,1.04052666010066,1.0720241041340528,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05458000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.122540965691067,S2,0.7522465916283249,18.0,18.0,15,5479.0,True,0.4873481094651918,-0.7501002630042494,1.2726573189996782,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05458000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.122540965691067,S2,0.6997768007404603,17.0,17.0,15,5479.0,True,0.5797208589219507,-10.922136686190116,1.1523094295981928,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05458000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.122540965691067,S2,0.7639641818737385,19.0,19.0,15,5479.0,True,0.6864986899942491,-10.494506412869722,0.9952217937022092,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05458000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.122540965691067,S2,0.7209844703246165,10.0,10.0,15,5479.0,True,0.5911004247252616,-6.960646521527269,1.1366022921575822,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05466500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.107102802145215,S2,0.8246970646021092,3.0,3.0,15,5479.0,True,0.6693679533516677,-6.485117996716707,0.7968756125406417,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05466500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.107102802145215,S2,0.8238166708824586,5.0,5.0,15,5479.0,True,0.6699941179572547,-6.841722210346827,0.7961206769896848,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05466500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.107102802145215,S2,0.8229186282131662,4.0,4.0,15,5479.0,True,0.6661186350502405,-6.771967848732766,0.8007817250185093,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05466500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.107102802145215,S2,0.7659923689745963,4.0,4.0,15,5479.0,True,0.6313895730782852,-14.552109046023267,0.8413987669199507,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05466500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.107102802145215,S2,0.7460680508521319,5.0,5.0,15,5479.0,True,0.5545170743538005,-13.098892032358277,0.9249826672491341,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05466500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.107102802145215,S2,0.7679324251491912,5.0,5.0,15,5479.0,True,0.6201369818316338,-14.186598057072512,0.8541449361834934,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
05487980,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0964519167641938,S2,0.7151759095979315,2.0,2.0,15,5479.0,True,0.5284391149528296,13.808015461929289,1.5395615219058985,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
