basin_id,regime,paradigm,structure,model,period,seed_or_restart,selected_run,frac_snow,snow_stratum,KGE,signed_CT_error,absolute_CT_error,valid_year_count,valid_days,valid_metric,NSE,PBIAS,RMSE,provenance_source
02216180,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.000534865436369,S1,0.7083361423616709,-3.0,3.0,15,5479.0,True,0.6391699213974875,22.885263046665877,1.32244749931225,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02216180,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.000534865436369,S1,0.7807265823094443,-3.0,3.0,15,5479.0,True,0.6530118018026576,13.905933231406108,1.2968341103100007,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02221525,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0095385192188569,S1,0.838651615136412,0.0,0.0,15,5479.0,True,0.812979135479186,7.561615638497815,0.6485052351608951,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02221525,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0095385192188569,S1,0.8437024120580535,2.0,2.0,15,5479.0,True,0.7967124392133569,6.019273078015256,0.6761201181162867,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02221525,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0095385192188569,S1,0.8539809625287762,1.0,1.0,15,5479.0,True,0.8124068784373611,6.184721756535835,0.649496643886294,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02221525,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0095385192188569,S1,0.8111053349475625,1.0,1.0,15,5479.0,True,0.8232230020248559,16.82928974379254,0.630494545021077,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02221525,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0095385192188569,S1,0.8041065157904269,2.0,2.0,15,5479.0,True,0.7963606645023669,16.58160931354936,0.6767048542284981,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02221525,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0095385192188569,S1,0.8074583589831527,3.0,3.0,15,5479.0,True,0.8138490288021367,17.042440631864018,0.6469952755829596,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02231000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0002359180653982,S1,0.797339797161345,-1.0,1.0,15,5479.0,True,0.8663179439998346,19.119362342967722,0.6770846028935924,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02231000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0002359180653982,S1,0.8033565380977019,-1.0,1.0,15,5479.0,True,0.8642474173040031,18.55130972072808,0.6823079478503042,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02231000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0002359180653982,S1,0.7712040226554652,-1.0,1.0,15,5479.0,True,0.8556264222897707,21.692909977795757,0.7036395451420536,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02231000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0002359180653982,S1,0.7842473892657928,0.0,0.0,15,5479.0,True,0.8311783065235421,17.505185623464765,0.7608875989966899,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02231000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0002359180653982,S1,0.7873506045356767,0.0,0.0,15,5479.0,True,0.8388866856355462,17.138807379666073,0.7433136287563874,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02231000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0002359180653982,S1,0.7700374245643208,0.0,0.0,15,5479.0,True,0.8327191356128307,17.313397342736724,0.7574073438613417,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02245500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0004366285424588,S1,0.806733937733461,2.0,2.0,15,5479.0,True,0.6381210681000241,7.645158367226437,1.2954599706663443,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02245500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0004366285424588,S1,0.807274704724275,4.0,4.0,15,5479.0,True,0.6455107602892023,8.361518370086493,1.2821648790373674,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02245500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0004366285424588,S1,0.8129688392881904,2.0,2.0,15,5479.0,True,0.6493049776907369,7.353635752419901,1.2752846986062476,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02245500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0004366285424588,S1,0.7929263472596264,1.0,1.0,15,5479.0,True,0.6555735816179801,2.4901561774579224,1.263835574753124,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02245500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0004366285424588,S1,0.7972170452263756,2.0,2.0,15,5479.0,True,0.6456790973087434,4.972571478245539,1.2818604107774052,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02245500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0004366285424588,S1,0.798767361349276,1.0,1.0,15,5479.0,True,0.6607886035840331,4.329694541760252,1.2542311001449826,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02246000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0003326922230974,S1,0.7133267970058594,-1.0,1.0,15,5479.0,True,0.7506976101549901,22.168867948513178,1.1844571780576918,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02246000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0003326922230974,S1,0.6685326340510824,-1.0,1.0,15,5479.0,True,0.6864799873906966,26.308072343912347,1.328277381362435,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02246000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0003326922230974,S1,0.714969224866296,-1.0,1.0,15,5479.0,True,0.7484549900689843,22.19724100966721,1.1897726916106697,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02246000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0003326922230974,S1,0.8160781825050665,0.0,0.0,15,5479.0,True,0.7875320052244643,12.63458171405883,1.0934600055992707,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02246000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0003326922230974,S1,0.8325593074201578,0.0,0.0,15,5479.0,True,0.7911951202029982,9.424243159896532,1.0839929690735317,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02246000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0003326922230974,S1,0.7886678583070574,0.0,0.0,15,5479.0,True,0.7875189407523522,17.747456113406418,1.0934936230346175,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02296500,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.8860167587395412,-1.0,1.0,15,5479.0,True,0.787769275535152,-1.388604336946893,0.7345480151924866,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02296500,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.8838222161764712,-1.0,1.0,15,5479.0,True,0.7899020394754858,-2.4837693381622876,0.7308478599363787,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02296500,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.8817926839476873,-2.0,2.0,15,5479.0,True,0.7822221941918386,-2.588641949802399,0.7440855491407766,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02296500,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.8034204948023074,-4.0,4.0,15,5479.0,True,0.7806404945005393,-12.806007697951324,0.7467827722110743,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02296500,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.7372942015046565,-5.0,5.0,15,5479.0,True,0.8033228109688699,-14.294805170093541,0.7071198969365386,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02296500,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.8026429946741692,-3.0,3.0,15,5479.0,True,0.7918348505468382,-14.941336537749345,0.7274783491869985,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297155,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.2600016138180705,7.0,7.0,15,5479.0,True,0.011292225737638772,43.06838953491481,2.141461311474603,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297155,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.26708352160139737,5.0,5.0,15,5479.0,True,0.0177814989447429,43.619549905417614,2.134422120982789,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297155,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.2627694980886881,7.0,7.0,15,5479.0,True,0.016309384991752274,43.20114449494389,2.136021019874659,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297155,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.4725266200428022,5.0,5.0,15,5479.0,True,0.2442588866343628,27.5908434316908,1.872245445063099,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297155,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.4251733895018226,6.0,6.0,15,5479.0,True,0.1769441871786449,26.88547352850587,1.953848569991339,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297155,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.4783500527349206,5.0,5.0,15,5479.0,True,0.25252670813629696,20.724868619172806,1.861976081485275,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297310,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.7826081239897748,0.0,0.0,15,5479.0,True,0.6848834163612092,15.369461645362453,1.3030923452891596,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297310,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.7476737931770143,5.0,5.0,15,5479.0,True,0.6609211518358389,19.118818336433204,1.3517298786263015,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297310,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.7520450832438057,4.0,4.0,15,5479.0,True,0.6571421698396208,18.347056110432327,1.359241419437165,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297310,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.8525312554217923,7.0,7.0,15,5479.0,True,0.738392697488177,-1.3286198569497436,1.187311010662958,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297310,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.856378009778835,7.0,7.0,15,5479.0,True,0.7456002820662951,1.2800871429311491,1.1708408778728705,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02297310,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.8559526759903706,7.0,7.0,15,5479.0,True,0.7415037092183652,-2.13096138363699,1.1802301959531232,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298123,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.704480874205851,7.0,7.0,15,5479.0,True,0.5538496535850627,8.049042788922797,1.154064610164022,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298123,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.6974713327027464,6.0,6.0,15,5479.0,True,0.5445470748553396,8.081537363594279,1.166034107228545,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298123,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.7137577802525825,6.0,6.0,15,5479.0,True,0.5661564676770799,8.132492770668792,1.1380361817740374,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298123,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.724316985486195,1.0,1.0,15,5479.0,True,0.6289594095650579,11.793548591609982,1.0524469584481484,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298123,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.7600810453489545,4.0,4.0,15,5479.0,True,0.6605930106660087,11.465382551800563,1.0065837079745208,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298123,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.7926583498024238,6.0,6.0,15,5479.0,True,0.6785143796243565,7.716687747390554,0.9796485100497656,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298608,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.7672979938797507,5.0,5.0,15,5479.0,True,0.6700766638852292,16.419234574955386,1.83390284105059,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298608,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.7454217846541122,4.0,4.0,15,5479.0,True,0.6493177467573528,18.831139976600948,1.890717743783242,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298608,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.7539975007459758,4.0,4.0,15,5479.0,True,0.6508904567648222,17.725191224397598,1.8864733144342078,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298608,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.781859684866169,5.0,5.0,15,5479.0,True,0.7067244225338415,-8.861110142425854,1.7290508075457829,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298608,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.8055323541097679,3.0,3.0,15,5479.0,True,0.7205158926226054,-3.759087840341941,1.6879064172314877,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02298608,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.7955358639190396,5.0,5.0,15,5479.0,True,0.7073558683544381,-6.643939630835277,1.727188412058866,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02299950,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.7350595704769614,4.0,4.0,15,5479.0,True,0.6250686163224817,18.874426225251383,2.0497922831411075,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02299950,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.7427019013473588,1.0,1.0,15,5479.0,True,0.626710745450916,17.835248992368545,2.0452985044212504,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02299950,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.7449343309305292,3.0,3.0,15,5479.0,True,0.6524746122426648,19.122563144141722,1.9734549864191295,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02299950,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.7949464754603701,1.0,1.0,15,5479.0,True,0.6406135362123933,8.911227054906972,2.006849544583227,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02299950,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.7853315367167915,1.0,1.0,15,5479.0,True,0.6360727141880942,11.86945659418383,2.0194879481208803,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02299950,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.7905106302288312,2.0,2.0,15,5479.0,True,0.6271793736619009,10.281102828864828,2.0440142649510578,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02300700,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0,S1,0.6813142689037952,10.0,10.0,15,5479.0,True,0.5077216689100186,20.763665325513173,3.2054818651140233,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02300700,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0,S1,0.6813323189333839,10.0,10.0,15,5479.0,True,0.5077259186017038,20.761464743479014,3.2054680291007682,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02300700,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0,S1,0.7232448402121928,13.0,13.0,15,5479.0,True,0.5724439659727014,17.290849145829526,2.9873388330363673,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02300700,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0,S1,0.7177770680214849,20.0,20.0,15,5479.0,True,0.645535016910981,16.179891096828836,2.7200358852443562,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02300700,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0,S1,0.7220112115029356,10.0,10.0,15,5479.0,True,0.6564540717513794,14.934783742197343,2.677813749897959,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02300700,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0,S1,0.7335235812561581,10.0,10.0,15,5479.0,True,0.6681721058308638,12.912852187516622,2.631748656515361,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02342933,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0027962712555372,S1,0.8109121774489938,0.0,0.0,15,5479.0,True,0.6895355288304383,-5.785628688147729,1.8727343878089489,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02342933,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0027962712555372,S1,0.8361520361583465,0.0,0.0,15,5479.0,True,0.6964470126722899,2.164835928573296,1.8517718890810164,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02342933,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0027962712555372,S1,0.7903657866580702,-3.0,3.0,15,5479.0,True,0.6767684259582447,-7.092983785148677,1.9108523023001691,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02342933,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0027962712555372,S1,0.7691271988776369,0.0,0.0,15,5479.0,True,0.7332517534226826,-8.136561307115372,1.7358852704767145,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02342933,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0027962712555372,S1,0.7894701029177624,0.0,0.0,15,5479.0,True,0.7219000669486721,-8.116460013090851,1.7724364534820654,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02342933,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0027962712555372,S1,0.795644164481964,0.0,0.0,15,5479.0,True,0.7315012888677384,-6.777543833668557,1.7415716001063581,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02349900,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0010817469729248,S1,0.7935261745250886,-2.0,2.0,15,5479.0,True,0.7289596168249589,13.140335941376009,0.9851651608545706,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02349900,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0010817469729248,S1,0.809418175984122,0.0,0.0,15,5479.0,True,0.7316375922001358,13.735831031822418,0.9802861883720018,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02349900,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0010817469729248,S1,0.7817608774220305,-2.0,2.0,15,5479.0,True,0.7189533075382475,13.178404893035015,1.0031855851999136,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02349900,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0010817469729248,S1,0.8161389208084129,2.0,2.0,15,5479.0,True,0.7079156516242762,9.073172830484951,1.02269512698341,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02349900,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0010817469729248,S1,0.777648269425305,2.0,2.0,15,5479.0,True,0.6946567686093195,13.258880988217522,1.0456496405761408,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02349900,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0010817469729248,S1,0.8015335457577158,2.0,2.0,15,5479.0,True,0.6953789701690887,10.405662594136182,1.0444123168256974,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02350900,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.001767717746493,S1,0.8535841229546153,6.0,6.0,15,5479.0,True,0.8343852920788336,10.974741917231743,0.4971100735773424,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02350900,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.001767717746493,S1,0.8499447472066805,4.0,4.0,15,5479.0,True,0.8426112164599369,13.00499706722742,0.48460735556411505,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02350900,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.001767717746493,S1,0.8584927974828154,5.0,5.0,15,5479.0,True,0.8483045824205765,12.208694286785835,0.4757615531668462,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02350900,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.001767717746493,S1,0.8423203341909672,7.0,7.0,15,5479.0,True,0.8739626290218133,14.153354528753164,0.43366340974814266,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02350900,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.001767717746493,S1,0.7889146625711796,7.0,7.0,15,5479.0,True,0.8495796541577648,19.78866393202798,0.4737578332826166,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02350900,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.001767717746493,S1,0.7942779249370349,8.0,8.0,15,5479.0,True,0.8529238652839679,15.836825685147168,0.4684618360917228,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02361000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0015124422847458,S1,0.624954465218312,-2.0,2.0,15,5479.0,True,0.6278741456337265,11.809946158175206,1.094290246506352,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02361000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0015124422847458,S1,0.6138304227638445,-4.0,4.0,15,5479.0,True,0.5960135125342196,11.512163734781197,1.1401737169074133,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02361000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0015124422847458,S1,0.6476893751727939,-5.0,5.0,15,5479.0,True,0.6549686103705851,9.662996268761738,1.0536998291124013,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02361000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0015124422847458,S1,0.89369752895326,3.0,3.0,15,5479.0,True,0.8464370532053436,4.768861002603569,0.7029603419759973,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02361000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0015124422847458,S1,0.883365082302699,3.0,3.0,15,5479.0,True,0.8482875829949867,8.578922496637908,0.6987119477985286,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02361000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0015124422847458,S1,0.8745271878774082,3.0,3.0,15,5479.0,True,0.8359268321644101,8.847137403646125,0.7266183939751548,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02363000,IC-CMA-ES,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.0026556564479946,S1,0.8336420549490091,-4.0,4.0,15,5479.0,True,0.7315120346527008,8.963295890450127,0.9513307939276029,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02363000,IC-CMA-ES,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.0026556564479946,S1,0.8508659401480141,-1.0,1.0,15,5479.0,True,0.774682590070933,8.218584660507814,0.8714982473810791,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02363000,IC-CMA-ES,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.0026556564479946,S1,0.847507084839561,-2.0,2.0,15,5479.0,True,0.7847887596813203,9.043821690750914,0.851729360117969,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02363000,dPL-MLP,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.0026556564479946,S1,0.8807873679969886,-1.0,1.0,15,5479.0,True,0.8309494954801032,4.44358334448511,0.7548790602171664,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02363000,dPL-MLP,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.0026556564479946,S1,0.8800235018548961,-1.0,1.0,15,5479.0,True,0.8314861913107531,4.347566253949556,0.7536798253689408,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
02363000,dPL-MLP,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.0026556564479946,S1,0.8791349360272764,-1.0,1.0,15,5479.0,True,0.8278113323924361,3.8944898610809746,0.7618534273714654,r1_basin_level_performance_rebuilt.csv + r1_basin_level_ct.csv
