basin_id,paradigm,structure,model,period,seed_or_restart,selected_run,KGE,NSE,PBIAS,RMSE,valid_observation_count,valid_simulation_count,valid_days,valid_metric,basin_median_Delta_CT,signed_CT_error,absolute_CT_error,frac_snow,snow_stratum
01057000,IC-CMA-ES,CN,XAJ-CN,train,selected_restart,True,0.9190552332559865,0.8394812769443768,-0.3148868569214156,1.2014985368324307,5113.0,5113.0,5113.0,True,3.5,3.5,3.5,0.251157672769098,S3
01057000,IC-CMA-ES,TGD,XAJ-TGD,test,selected_restart,True,0.5726666732813889,0.20943702814340615,14.814789080758556,2.674098487725459,5479.0,5479.0,5479.0,True,-31.0,-31.0,31.0,0.251157672769098,S3
01057000,IC-CMA-ES,TGD,XAJ-TGD,train,selected_restart,True,0.7569016881205526,0.5484490489444127,-0.06472329770462965,2.015179696241583,5113.0,5113.0,5113.0,True,-42.0,-42.0,42.0,0.251157672769098,S3
01057000,dPL-MLP,Base,XAJ-Base,test,median_across_seeds,True,0.6067777791223059,0.22496235094172612,14.850377745884087,2.647710902386167,5479.0,5479.0,5479.0,True,-23.0,-23.0,23.0,0.251157672769098,S3
01057000,dPL-MLP,Base,XAJ-Base,train,median_across_seeds,True,0.6786754394064782,0.4927422065066185,0.9190483510032592,2.135869736913152,5113.0,5113.0,5113.0,True,-24.0,-24.0,24.0,0.251157672769098,S3
01057000,dPL-MLP,CN,XAJ-CN,test,median_across_seeds,True,0.7496960926721161,0.7136032597919351,12.837757455938773,1.6095082201454685,5479.0,5479.0,5479.0,True,10.0,10.0,10.0,0.251157672769098,S3
01057000,dPL-MLP,CN,XAJ-CN,train,median_across_seeds,True,0.8853019656168339,0.8086548793346354,-2.0417102815105297,1.3118044330810292,5113.0,5113.0,5113.0,True,4.5,4.5,4.5,0.251157672769098,S3
01057000,dPL-MLP,TGD,XAJ-TGD,test,median_across_seeds,True,0.6474291001352657,0.34157573424043386,15.804131300692115,2.4404059651938645,5479.0,5479.0,5479.0,True,1.0,1.0,1.0,0.251157672769098,S3
01057000,dPL-MLP,TGD,XAJ-TGD,train,median_across_seeds,True,0.6085862264858839,0.4059900306464598,0.6838582891495686,2.3113050334907927,5113.0,5113.0,5113.0,True,0.0,0.0,0.0,0.251157672769098,S3
01073000,IC-CMA-ES,Base,XAJ-Base,test,selected_restart,True,0.7520816024157924,0.6744853267899069,15.486442666373067,1.9167224965527576,5479.0,5479.0,5479.0,True,-19.0,-19.0,19.0,0.17503243505174,S3
01073000,IC-CMA-ES,Base,XAJ-Base,train,selected_restart,True,0.7939554993587402,0.6031808991184495,0.4189147472034534,1.462394352491864,5113.0,5113.0,5113.0,True,-18.5,-18.5,18.5,0.17503243505174,S3
01073000,IC-CMA-ES,CN,XAJ-CN,test,selected_restart,True,0.7995432992888515,0.7958490282366424,14.826166346716569,1.517922788089522,5479.0,5479.0,5479.0,True,9.0,9.0,9.0,0.17503243505174,S3
