status,reason,excluded_group,paradigm,metric,stratum,n_basins,estimate,median,iqr_low,iqr_high,ci_low,ci_high,bootstrap_draws
not_executed,authoritative group_11..group_17 metadata unavailable in repository,,,,,,,,,,,,
