basin_id,regime,paradigm,period,frac_snow,snow_stratum,delta_KGE_Base_CN,delta_absCT_Base_CN,delta_absCT_TGD_CN,delta_KGE_TGD_CN,KGE_Base,KGE_CN,KGE_TGD,signed_e_Base,signed_e_TGD,signed_e_CN,abs_e_Base,abs_e_TGD,abs_e_CN,valid_year_count_Base,valid_year_count_TGD,valid_year_count_CN
05584500,IC-CMA-ES,IC-CMA-ES,test,0.0864765586667042,S2,0.0044053810651253356,0.0,0.0,-0.008262699086377445,0.7585430475679321,0.7629484286330575,0.7712111277194349,0.0,0.0,0.0,0.0,0.0,0.0,15,15,15
05591550,IC-CMA-ES,IC-CMA-ES,test,0.0692516054963585,S2,0.0036965087799344376,0.0,-1.0,-0.010196587271652291,0.643316521161316,0.6470130299412504,0.6572096172129027,1.0,0.0,1.0,1.0,0.0,1.0,15,15,15
05592050,IC-CMA-ES,IC-CMA-ES,test,0.0740889287495313,S2,-0.010043939189478324,4.0,1.0,0.009045835070548458,0.6998894197554625,0.6898454805659842,0.6807996454954357,-4.0,-1.0,0.0,4.0,1.0,0.0,15,15,15
05592575,IC-CMA-ES,IC-CMA-ES,test,0.0638801924050215,S2,-0.034287433447718896,6.0,0.0,0.012247710550920776,0.6522245321618674,0.6179370987141485,0.6056893881632277,-6.0,0.0,0.0,6.0,0.0,0.0,15,15,15
05593575,IC-CMA-ES,IC-CMA-ES,test,0.0547473552431735,S2,-0.07353166185593873,6.0,1.0,-0.03609001274690948,0.8846486502403914,0.8111169883844527,0.8472070011313622,-7.0,-2.0,-1.0,7.0,2.0,1.0,15,15,15
05593900,IC-CMA-ES,IC-CMA-ES,test,0.0734339258739105,S2,0.009699512033614854,1.0,0.0,-0.003514046131931736,0.8124839851897465,0.8221834972233614,0.8256975433552931,-2.0,-1.0,-1.0,2.0,1.0,1.0,15,15,15
05595730,IC-CMA-ES,IC-CMA-ES,test,0.05667164669358,S2,-0.039599356274427455,-5.0,-5.0,-0.0396694546792451,0.7748577402312362,0.7352583839568088,0.7749278386360539,-1.0,-1.0,-6.0,1.0,1.0,6.0,15,15,15
06221400,IC-CMA-ES,IC-CMA-ES,test,0.714826752405444,S5,0.7385215399041332,66.0,16.0,0.32981922554748566,-0.05614017434923624,0.6823813655548969,0.35256214000741126,-84.0,-34.0,-18.0,84.0,34.0,18.0,15,15,15
06224000,IC-CMA-ES,IC-CMA-ES,test,0.693901350936104,S5,0.719557788902667,47.0,11.0,0.3053665955071546,0.01989746740955234,0.7394552563122193,0.4340886608050647,-66.0,-30.0,-19.0,66.0,30.0,19.0,15,15,15
06278300,IC-CMA-ES,IC-CMA-ES,test,0.732862235334757,S5,0.6994174032926053,35.0,9.0,0.2565646596915776,0.10597876452119825,0.8053961678138035,0.5488315081222259,-36.0,-10.0,1.0,36.0,10.0,1.0,15,15,15
06280300,IC-CMA-ES,IC-CMA-ES,test,0.666773488915146,S5,0.7695184079547187,40.0,13.0,0.15458002075584343,0.08683731346350154,0.8563557214182203,0.7017757006623768,-49.0,-22.0,-9.0,49.0,22.0,9.0,15,15,15
06289000,IC-CMA-ES,IC-CMA-ES,test,0.583642806430044,S5,0.31091169724628054,13.0,1.0,0.023526479410631018,0.5436527990085717,0.8545644962548522,0.8310380168442212,-15.0,3.0,2.0,15.0,3.0,2.0,15,15,15
06291500,IC-CMA-ES,IC-CMA-ES,test,0.404772816694431,S4,0.11549254955105626,12.5,1.0,-0.023424523861706015,0.5602495682048935,0.6757421177559497,0.6991666416176557,-20.5,-9.0,-8.0,20.5,9.0,8.0,14,14,14
06311000,IC-CMA-ES,IC-CMA-ES,test,0.57382796016244,S5,0.37079333212126475,8.0,-4.0,0.012960817508740785,0.4906900700450353,0.8614834021663,0.8485225846575593,-13.0,-1.0,5.0,13.0,1.0,5.0,15,15,15
06332515,IC-CMA-ES,IC-CMA-ES,test,0.173914615394175,S3,0.2715313121594459,-1.0,1.0,0.2891299525855009,0.016301111704261406,0.28783242386370733,-0.0012975287217935616,43.0,45.0,44.0,43.0,45.0,44.0,15,15,15
06339100,IC-CMA-ES,IC-CMA-ES,test,0.160349274004295,S3,0.24339385056686447,17.0,14.0,0.16335957799296863,0.028933201593512647,0.2723270521603771,0.10896747416740848,28.0,25.0,11.0,28.0,25.0,11.0,15,15,15
06344600,IC-CMA-ES,IC-CMA-ES,test,0.162624033289867,S3,0.13195163355000483,23.0,24.0,0.15873018096818547,0.05666784845580852,0.18861948200581335,0.02988930103762788,51.0,52.0,28.0,51.0,52.0,28.0,15,15,15
06350000,IC-CMA-ES,IC-CMA-ES,test,0.164913327830338,S3,0.31739161004005156,11.0,47.0,0.08697367305438775,-0.03245651909794334,0.2849350909421082,0.19796141788772048,28.0,64.0,17.0,28.0,64.0,17.0,15,15,15
06352000,IC-CMA-ES,IC-CMA-ES,test,0.168403955596369,S3,0.47909888018518865,11.0,16.0,0.28662514828465824,-0.052655772274020185,0.42644310791116846,0.13981795962651022,27.0,32.0,16.0,27.0,32.0,16.0,15,15,15
06404000,IC-CMA-ES,IC-CMA-ES,test,0.191294358675479,S3,0.0132218002029455,-8.0,-4.0,-0.0375158504852553,0.7473499063878755,0.760571706590821,0.7980875570760763,-1.0,5.0,9.0,1.0,5.0,9.0,15,15,15
06406000,IC-CMA-ES,IC-CMA-ES,test,0.167832878351021,S3,-0.0674616695948993,-1.0,-4.0,0.01185989479606575,0.5841120209975592,0.5166503514026599,0.5047904566065942,13.0,10.0,14.0,13.0,10.0,14.0,15,15,15
06409000,IC-CMA-ES,IC-CMA-ES,test,0.343337176611808,S4,-0.108313082722586,6.0,6.0,-0.09324657144135162,0.42504155701416646,0.31672847429158046,0.4099750457329321,12.0,12.0,6.0,12.0,12.0,6.0,15,15,15
06431500,IC-CMA-ES,IC-CMA-ES,test,0.36993144167527,S4,-0.07276198616584839,-3.0,-4.0,0.24227316012774025,0.6639688648171829,0.5912068786513345,0.3489337185235942,-5.0,-4.0,8.0,5.0,4.0,8.0,15,15,15
06440200,IC-CMA-ES,IC-CMA-ES,test,0.140805850137048,S2,0.05340003859575704,-2.0,-3.0,-0.11790172253299014,0.16763945863468943,0.22103949723044647,0.3389412197634366,-1.0,0.0,3.0,1.0,0.0,3.0,15,15,15
06447500,IC-CMA-ES,IC-CMA-ES,test,0.155649176414783,S3,0.9356270711523569,2.0,5.0,1.2356539018957922,-0.43377873132070177,0.5018483398316551,-0.733805562064137,42.0,45.0,40.0,42.0,45.0,40.0,15,15,15
06470800,IC-CMA-ES,IC-CMA-ES,test,0.14718946482151,S2,0.21017598271435745,6.0,8.0,0.15310197686198168,0.26876617009699844,0.4789421528113559,0.3258401759493742,-7.0,-9.0,1.0,7.0,9.0,1.0,15,15,15
06477500,IC-CMA-ES,IC-CMA-ES,test,0.132381124658994,S2,-0.20455390315402655,1.0,2.0,-0.2215283482103081,0.3488335545105442,0.14427965135651766,0.36580799956682575,-1.0,-2.0,0.0,1.0,2.0,0.0,15,15,15
06479215,IC-CMA-ES,IC-CMA-ES,test,0.164751422321796,S3,0.00845751091745206,19.0,10.0,0.08585442586252479,0.227587068805418,0.23604457972287007,0.1501901538603453,23.0,14.0,4.0,23.0,14.0,4.0,15,15,15
06601000,IC-CMA-ES,IC-CMA-ES,test,0.105879368005318,S2,0.06881370833881528,-2.0,8.0,0.025454969754997836,0.42819425850191584,0.4970079668407311,0.4715529970857333,16.0,26.0,18.0,16.0,26.0,18.0,15,15,15
06614800,IC-CMA-ES,IC-CMA-ES,test,0.760476738091987,S5,0.9805174896893875,89.0,20.0,0.32265204426126337,-0.09115495019389974,0.8893625394954877,0.5667104952342243,-90.0,-21.0,1.0,90.0,21.0,1.0,15,15,15
06622700,IC-CMA-ES,IC-CMA-ES,test,0.717691988588396,S5,0.7951113918443629,45.0,3.0,0.22653714703603833,0.08060019073789915,0.875711582582262,0.6491744355462237,-53.0,-11.0,8.0,53.0,11.0,8.0,15,15,15
06623800,IC-CMA-ES,IC-CMA-ES,test,0.753935609059572,S5,0.9087721217910576,55.0,12.0,0.2904602647588994,0.015494251355584243,0.9242663731466418,0.6338061083877424,-59.0,-16.0,4.0,59.0,16.0,4.0,15,15,15
06632400,IC-CMA-ES,IC-CMA-ES,test,0.744511869620645,S5,0.7194747423324617,41.0,1.0,0.0995099337049632,0.08426583878358995,0.8037405811160516,0.7042306474110884,-50.0,-10.0,9.0,50.0,10.0,9.0,15,15,15
06746095,IC-CMA-ES,IC-CMA-ES,test,0.728744289492069,S5,0.8725331395599251,94.0,20.0,0.4868399343700649,-0.17162246943142256,0.7009106701285025,0.2140707357584376,-97.0,-23.0,-3.0,97.0,23.0,3.0,15,15,15
06803510,IC-CMA-ES,IC-CMA-ES,test,0.0940475934983777,S2,-0.17164898028845865,-4.0,-7.0,-0.057357574113354404,0.1664584385385477,-0.00519054174991096,0.052167032363443444,-3.0,0.0,7.0,3.0,0.0,7.0,15,15,15
06803530,IC-CMA-ES,IC-CMA-ES,test,0.0991958577666237,S2,0.16210850077791195,-1.0,-1.0,0.06965997366787047,0.4852344271647304,0.6473429279426424,0.5776829542747719,-1.0,-1.0,2.0,1.0,1.0,2.0,15,15,15
06814000,IC-CMA-ES,IC-CMA-ES,test,0.0902842088456011,S2,-0.028707702435397664,-2.0,-2.0,-0.06963995621309149,0.8141574654715784,0.7854497630361807,0.8550897192492722,0.0,0.0,2.0,0.0,0.0,2.0,15,15,15
06847900,IC-CMA-ES,IC-CMA-ES,test,0.102382584534704,S2,0.0713232230867119,-7.0,-7.0,-0.01023693438079587,0.2635934282032171,0.334916651289929,0.34515358567072485,0.0,0.0,-7.0,0.0,0.0,7.0,15,15,15
06853800,IC-CMA-ES,IC-CMA-ES,test,0.104135741933305,S2,0.0708924202720157,12.0,-8.0,0.034356416528591116,0.49058645564062975,0.5614788759126454,0.5271224593840543,-21.0,-1.0,-9.0,21.0,1.0,9.0,15,15,15
06876700,IC-CMA-ES,IC-CMA-ES,test,0.0796113854216262,S2,0.02916466050650568,-3.0,-1.0,0.10451344471689561,0.5225715321622433,0.551736192668749,0.44722274795185335,0.0,2.0,3.0,0.0,2.0,3.0,15,15,15
06878000,IC-CMA-ES,IC-CMA-ES,test,0.0727867121382812,S2,0.0965865398156025,2.0,-1.0,-0.005179181380010278,0.541775462974355,0.6383620027899575,0.6435411841699678,-3.0,0.0,-1.0,3.0,0.0,1.0,15,15,15
06879650,IC-CMA-ES,IC-CMA-ES,test,0.0672497335190048,S2,0.015561103361883877,2.0,2.0,-0.0012448311280341962,0.3404587240560851,0.356019827417969,0.3572646585460032,-2.0,2.0,0.0,2.0,2.0,0.0,15,15,15
06885500,IC-CMA-ES,IC-CMA-ES,test,0.0842987262187572,S2,0.030773709086505785,0.0,7.0,0.06919603546439757,0.6577716310055169,0.6885453400920227,0.6193493046276252,-4.0,11.0,-4.0,4.0,11.0,4.0,15,15,15
06888500,IC-CMA-ES,IC-CMA-ES,test,0.0703719655848806,S2,-0.0026935483699591645,0.0,-1.0,-0.025557333423772755,0.5266977442698031,0.5240041958998439,0.5495615293236167,4.0,3.0,4.0,4.0,3.0,4.0,15,15,15
06889200,IC-CMA-ES,IC-CMA-ES,test,0.0716152496141078,S2,0.005661374039027889,-1.0,0.0,-0.018033850738685686,0.5659031360757258,0.5715645101147537,0.5895983608534394,0.0,1.0,1.0,0.0,1.0,1.0,15,15,15
06889500,IC-CMA-ES,IC-CMA-ES,test,0.069599735811632,S2,-0.020555207513923035,0.0,0.0,0.0060564568880513425,0.7600618047358115,0.7395065972218885,0.7334501403338372,0.0,0.0,0.0,0.0,0.0,0.0,15,15,15
06892000,IC-CMA-ES,IC-CMA-ES,test,0.0715178249456991,S2,0.00018940525659782992,-1.0,-1.0,-0.015067507560708737,0.7819689054087906,0.7821583106653884,0.7972258182260972,1.0,1.0,-2.0,1.0,1.0,2.0,15,15,15
06903400,IC-CMA-ES,IC-CMA-ES,test,0.0979262678501136,S2,-0.007920642260785815,-1.0,0.0,-0.026778264246225647,0.653591827628025,0.6456711853672392,0.6724494496134649,4.0,5.0,5.0,4.0,5.0,5.0,15,15,15
06906800,IC-CMA-ES,IC-CMA-ES,test,0.0604504736826071,S2,0.053476162774771185,-13.0,-13.0,0.005843173681068459,0.6927747945987651,0.7462509573735363,0.7404077836924678,0.0,0.0,13.0,0.0,0.0,13.0,15,15,15
06910800,IC-CMA-ES,IC-CMA-ES,test,0.0613066358092003,S2,-0.02695459312959292,2.0,-3.0,-0.06995098584459447,0.6034818130447148,0.5765272199151219,0.6464782057597164,5.0,0.0,3.0,5.0,0.0,3.0,15,15,15
06911900,IC-CMA-ES,IC-CMA-ES,test,0.0618531603753962,S2,-0.017523179441103154,-2.0,-2.0,-0.03306184529199019,0.7666105446817605,0.7490873652406573,0.7821492105326475,1.0,1.0,3.0,1.0,1.0,3.0,15,15,15
06917000,IC-CMA-ES,IC-CMA-ES,test,0.05107020470328,S2,-0.007948682587907041,0.0,1.0,-0.011641359957000552,0.8411970214519433,0.8332483388640363,0.8448896988210368,0.0,-1.0,0.0,0.0,1.0,0.0,15,15,15
06918460,IC-CMA-ES,IC-CMA-ES,test,0.0498588468679264,S1,0.009091443954427847,-5.0,-3.0,0.011374518821429258,0.6081206393651,0.6172120833195278,0.6058375644980986,1.0,3.0,6.0,1.0,3.0,6.0,15,15,15
06919500,IC-CMA-ES,IC-CMA-ES,test,0.0494466083766876,S1,-0.001967234683684982,-2.0,5.0,-0.003397221503684822,0.8472738014345126,0.8453065667508276,0.8487037882545124,2.0,9.0,4.0,2.0,9.0,4.0,15,15,15
06921070,IC-CMA-ES,IC-CMA-ES,test,0.0601238372834516,S2,-0.1368919049778453,-5.0,-4.0,-0.057999187774315675,0.6354717139881503,0.49857980901030496,0.5565789967846206,-1.0,2.0,6.0,1.0,2.0,6.0,15,15,15
06921200,IC-CMA-ES,IC-CMA-ES,test,0.0572554270612204,S2,0.054459180005882346,-1.0,-1.0,0.08302362799893015,0.4130652584026845,0.46752443840856683,0.3845008104096367,0.0,0.0,1.0,0.0,0.0,1.0,15,15,15
07057500,IC-CMA-ES,IC-CMA-ES,test,0.0564394367095807,S2,0.014402535029383379,2.0,0.0,0.016094748103691048,0.6809141371302389,0.6953166721596222,0.6792219240559312,-3.0,1.0,-1.0,3.0,1.0,1.0,15,15,15
07060710,IC-CMA-ES,IC-CMA-ES,test,0.0509984831292569,S2,0.015294717600431218,13.0,-2.0,-0.01678981743358554,0.7006411263234535,0.7159358439238848,0.7327256613574703,-24.0,-9.0,-11.0,24.0,9.0,11.0,15,15,15
07066000,IC-CMA-ES,IC-CMA-ES,test,0.0562313137196695,S2,-0.0024389698137339266,0.0,-1.0,-0.008531737141131313,0.7481374638412626,0.7456984940275286,0.75423023116866,-7.0,-6.0,-7.0,7.0,6.0,7.0,15,15,15
07083000,IC-CMA-ES,IC-CMA-ES,test,0.710599947836907,S5,0.9536719434393996,70.0,16.0,0.16922405712035582,-0.03772507249548718,0.9159468709439125,0.7467228138235567,-71.0,-17.0,-1.0,71.0,17.0,1.0,15,15,15
07142300,IC-CMA-ES,IC-CMA-ES,test,0.0867916780002227,S2,-0.21839224616171493,15.0,-1.0,-0.014533199587573042,-0.08840444677692805,-0.306796692938643,-0.29226349335106994,-19.0,-3.0,-4.0,19.0,3.0,4.0,15,15,15
07145700,IC-CMA-ES,IC-CMA-ES,test,0.0617611519704068,S2,0.039991552577346434,-1.0,0.0,0.045813160784547335,0.7007604982443495,0.7407520508216959,0.6949388900371486,0.0,-1.0,-1.0,0.0,1.0,1.0,15,15,15
07167500,IC-CMA-ES,IC-CMA-ES,test,0.0520689190916616,S2,0.005266567003229805,-2.0,0.0,0.009633041823076227,0.8194623491698997,0.8247289161731295,0.8150958743500533,3.0,5.0,5.0,3.0,5.0,5.0,15,15,15
07180500,IC-CMA-ES,IC-CMA-ES,test,0.0557846206828486,S2,-0.0055494645592892855,-9.0,-8.0,0.002445403696326287,0.8255942432920651,0.8200447787327758,0.8175993750364495,2.0,3.0,11.0,2.0,3.0,11.0,15,15,15
07184000,IC-CMA-ES,IC-CMA-ES,test,0.0453576175844397,S1,-0.00546373525272803,0.0,0.0,-0.015462107852379114,0.6688002009796303,0.6633364657269023,0.6787985735792814,1.0,1.0,1.0,1.0,1.0,1.0,15,15,15
07195800,IC-CMA-ES,IC-CMA-ES,test,0.0482364215180522,S1,-0.00777595384942531,-2.0,-1.0,-0.009269191355437911,0.7238352918702642,0.7160593380208389,0.7253285293762768,1.0,2.0,3.0,1.0,2.0,3.0,15,15,15
07196900,IC-CMA-ES,IC-CMA-ES,test,0.0460986315040519,S1,0.0023286314129775665,1.0,0.0,0.0015260273738771923,0.7003978393792791,0.7027264707922567,0.7012004434183795,-2.0,1.0,1.0,2.0,1.0,1.0,15,15,15
07197000,IC-CMA-ES,IC-CMA-ES,test,0.0408010944755726,S1,-0.022211940891217696,2.0,0.0,0.010580217769011968,0.8441806759394066,0.8219687350481889,0.8113885172791769,-2.0,0.0,0.0,2.0,0.0,0.0,15,15,15
07208500,IC-CMA-ES,IC-CMA-ES,test,0.333134983679482,S4,0.4538591361437402,5.0,15.0,0.21740141527622947,-0.00043311944371171585,0.45342601670002847,0.236024601423799,-12.0,22.0,7.0,12.0,22.0,7.0,15,15,15
07261000,IC-CMA-ES,IC-CMA-ES,test,0.0378060990134872,S1,0.0006406342878222393,0.0,0.0,-0.0012163573949696138,0.7322724941471965,0.7329131284350188,0.7341294858299884,0.0,0.0,0.0,0.0,0.0,0.0,15,15,15
07263295,IC-CMA-ES,IC-CMA-ES,test,0.0310455107281904,S1,0.010070629419433819,2.0,3.0,0.010686286731995898,0.7929467707921832,0.803017400211617,0.7923311134796212,-3.0,-4.0,-1.0,3.0,4.0,1.0,15,15,15
07291000,IC-CMA-ES,IC-CMA-ES,test,0.003569389743915,S1,-0.0005037315842517653,0.0,6.0,0.007868097675761687,0.7313733974438628,0.730869665859611,0.7230015681838493,-7.0,-13.0,-7.0,7.0,13.0,7.0,15,15,15
07299670,IC-CMA-ES,IC-CMA-ES,test,0.02913235345217,S1,0.048067224108687245,-1.0,-25.0,0.046717558552644145,0.34982280120204345,0.3978900253107307,0.35117246675808655,-35.0,-11.0,-36.0,35.0,11.0,36.0,15,15,15
07301410,IC-CMA-ES,IC-CMA-ES,test,0.0754167591358171,S2,-0.008998885470214768,0.0,0.0,0.030622379378275943,0.3329761898066228,0.32397730433640803,0.2933549249581321,1.0,1.0,1.0,1.0,1.0,1.0,15,15,15
07315200,IC-CMA-ES,IC-CMA-ES,test,0.0162560388991893,S1,0.15921375641282565,-16.0,-5.0,0.1536777707374396,0.19897939331757353,0.3581931497303992,0.20451537899295957,-9.0,-20.0,-25.0,9.0,20.0,25.0,15,15,15
07315700,IC-CMA-ES,IC-CMA-ES,test,0.0208161228801737,S1,0.01941203165424743,0.0,0.0,0.17896466704517788,0.4269429622393729,0.4463549938936203,0.26739032684844244,-2.0,-2.0,-2.0,2.0,2.0,2.0,15,15,15
07335700,IC-CMA-ES,IC-CMA-ES,test,0.0430162960741129,S1,0.01627955588103336,0.0,-1.0,0.017365805290535885,0.5730641351665449,0.5893436910475782,0.5719778857570423,3.0,2.0,3.0,3.0,2.0,3.0,15,15,15
07340300,IC-CMA-ES,IC-CMA-ES,test,0.0385678054509223,S1,0.0037158876657690243,1.0,1.0,-0.006511729036621894,0.7599733359182488,0.7636892235840178,0.7702009526206397,-1.0,-1.0,0.0,1.0,1.0,0.0,15,15,15
07346045,IC-CMA-ES,IC-CMA-ES,test,0.0168897938562348,S1,-0.008571314970751809,0.0,0.0,-0.0034593573443868486,0.8138749324330501,0.8053036174622983,0.8087629748066851,1.0,1.0,1.0,1.0,1.0,1.0,15,15,15
07359610,IC-CMA-ES,IC-CMA-ES,test,0.0301790248613661,S1,0.012494204399170705,-1.0,1.0,-0.008121053645353982,0.7457789117011882,0.7582731161003589,0.7663941697457128,-11.0,-13.0,-12.0,11.0,13.0,12.0,15,15,15
07362100,IC-CMA-ES,IC-CMA-ES,test,0.0183234657917035,S1,0.0348245730389416,0.0,0.0,0.018966597081544023,0.7329075195081108,0.7677320925470524,0.7487654954655084,-3.0,-3.0,-3.0,3.0,3.0,3.0,15,15,15
07362587,IC-CMA-ES,IC-CMA-ES,test,0.0366380668861851,S1,0.012305943873937242,3.0,3.0,0.0034119119429034672,0.6658562223408973,0.6781621662148345,0.674750254271931,-3.0,-3.0,0.0,3.0,3.0,0.0,15,15,15
07375000,IC-CMA-ES,IC-CMA-ES,test,0.0005081655254214,S1,-0.0010030512171682604,5.0,1.0,-0.0029669970442672833,0.6698270549372154,0.6688240037200471,0.6717910007643144,-7.0,-3.0,-2.0,7.0,3.0,2.0,15,15,15
08013000,IC-CMA-ES,IC-CMA-ES,test,0.0032863361803717,S1,0.0005150220644776216,-1.0,-2.0,0.04554964817149787,0.49440969832917625,0.49492472039365387,0.449375072222156,-9.0,-8.0,-10.0,9.0,8.0,10.0,15,15,15
08014500,IC-CMA-ES,IC-CMA-ES,test,0.0022457658116513,S1,0.024312126640502085,3.0,5.0,-0.007120266271108067,0.5856723844190876,0.6099845110595897,0.6171047773306978,-6.0,-8.0,-3.0,6.0,8.0,3.0,15,15,15
08023080,IC-CMA-ES,IC-CMA-ES,test,0.0072046599774758,S1,-0.008691519242492118,0.0,1.0,-0.007064494029162871,0.8351748464251176,0.8264833271826255,0.8335478212117884,-11.0,-12.0,-11.0,11.0,12.0,11.0,15,15,15
08050800,IC-CMA-ES,IC-CMA-ES,test,0.0196728968786143,S1,0.19103672526875948,-2.0,-2.0,0.02465300236864909,-0.3282182523511208,-0.1371815270823613,-0.1618345294510104,-8.0,-8.0,-10.0,8.0,8.0,10.0,15,15,15
08066200,IC-CMA-ES,IC-CMA-ES,test,0.0023206818433828,S1,-0.019727029022327702,-2.0,-1.0,-0.030724552300849473,0.5509333022221197,0.531206273199792,0.5619308255006414,-15.0,-16.0,-17.0,15.0,16.0,17.0,15,15,15
08066300,IC-CMA-ES,IC-CMA-ES,test,0.0017530511421341,S1,-0.06844244927556209,-4.0,0.0,0.0025582774656253138,0.39490598045440106,0.326463531178839,0.32390525371321366,-13.0,-17.0,-17.0,13.0,17.0,17.0,15,15,15
08070000,IC-CMA-ES,IC-CMA-ES,test,0.0023807368074233,S1,-0.01924400158438888,-2.0,-4.0,-0.03462205786696537,0.5500795516735162,0.5308355500891273,0.5654576079560927,-6.0,-4.0,-8.0,6.0,4.0,8.0,15,15,15
08070200,IC-CMA-ES,IC-CMA-ES,test,0.0024550978464837,S1,0.05198074581938261,-9.0,-9.0,0.053625236205560256,0.5961410563190896,0.6481218021384723,0.594496565932912,-4.0,-4.0,-13.0,4.0,4.0,13.0,15,15,15
08082700,IC-CMA-ES,IC-CMA-ES,test,0.0128021384845558,S1,0.045627840463884795,7.0,7.0,0.04572717983242336,0.26985466892918464,0.31548250939306943,0.2697553295606461,-47.0,-47.0,-40.0,47.0,47.0,40.0,15,15,15
08086212,IC-CMA-ES,IC-CMA-ES,test,0.0131862313964449,S1,0.030995289719519148,-11.0,-18.0,-0.10473057603303981,0.4879227938538607,0.5189180835733799,0.6236486596064197,-8.0,-1.0,-19.0,8.0,1.0,19.0,15,15,15
08086290,IC-CMA-ES,IC-CMA-ES,test,0.0128799846435909,S1,-0.028373257795109463,-16.0,31.0,0.04205672223049628,0.4221112907014072,0.3937380329062977,0.35168131067580144,-1.0,-48.0,-17.0,1.0,48.0,17.0,15,15,15
08101000,IC-CMA-ES,IC-CMA-ES,test,0.0091795525039557,S1,0.052935575369160826,0.0,-3.0,-0.035015751489586355,0.6769717766856261,0.729907352054787,0.7649231035443733,-10.0,-7.0,-10.0,10.0,7.0,10.0,15,15,15
08103900,IC-CMA-ES,IC-CMA-ES,test,0.0092842421517583,S1,0.020808422661779402,1.0,1.0,0.014246881369136433,0.642088051031211,0.6628964736929904,0.648649592323854,-2.0,-2.0,1.0,2.0,2.0,1.0,15,15,15
08104900,IC-CMA-ES,IC-CMA-ES,test,0.0093596117977168,S1,-0.03934845373333351,0.0,3.0,0.007276448745332176,0.5788596346432555,0.539511180909922,0.5322347321645898,-21.0,-24.0,-21.0,21.0,24.0,21.0,15,15,15
08109700,IC-CMA-ES,IC-CMA-ES,test,0.0051361625387599,S1,-0.07887114187982547,-10.0,-10.0,-0.07592090403549512,0.7822764372312412,0.7034052953514157,0.7793261993869108,-3.0,-3.0,-13.0,3.0,3.0,13.0,15,15,15
08150800,IC-CMA-ES,IC-CMA-ES,test,0.0082340595135767,S1,-0.09067683067970977,-1.0,1.0,0.00151721064560284,0.30118397045888956,0.21050713977917979,0.20898992913357695,1.0,3.0,2.0,1.0,3.0,2.0,15,15,15
08158700,IC-CMA-ES,IC-CMA-ES,test,0.0064753537654614,S1,-0.18143952191717017,-9.0,-8.5,-0.19744851506509098,0.317474071894437,0.13603454997726683,0.3334830650423578,-2.0,-2.5,-11.0,2.0,2.5,11.0,14,14,14
08158810,IC-CMA-ES,IC-CMA-ES,test,0.0058462589398929,S1,-0.024949777066818668,2.0,10.0,0.046217079810461525,0.5584766681154959,0.5335268910486772,0.4873098112382157,-6.0,-14.0,-4.0,6.0,14.0,4.0,15,15,15
08164300,IC-CMA-ES,IC-CMA-ES,test,0.0021354784821483,S1,-0.005481732838421793,-4.0,-4.0,0.0017131355078739974,0.7409641688600099,0.7354824360215881,0.7337693005137141,-1.0,-1.0,-5.0,1.0,1.0,5.0,15,15,15
08164600,IC-CMA-ES,IC-CMA-ES,test,0.0008978831137086,S1,0.01442930413983734,0.0,-1.0,0.022398603378622428,0.7333359314658683,0.7477652356057056,0.7253666322270832,-2.0,-1.0,-2.0,2.0,1.0,2.0,15,15,15
08165300,IC-CMA-ES,IC-CMA-ES,test,0.0056160383836324,S1,0.20373718988687273,4.0,-3.0,-0.043845586281125115,-0.5701295639858572,-0.3663923740989845,-0.3225467878178594,31.0,24.0,27.0,31.0,24.0,27.0,15,15,15
08171300,IC-CMA-ES,IC-CMA-ES,test,0.0043200262623378,S1,0.023969914611465915,0.0,-6.0,0.19164254536516223,0.5739514550623154,0.5979213696737813,0.40627882430861906,-13.0,-7.0,-13.0,13.0,7.0,13.0,15,15,15
08175000,IC-CMA-ES,IC-CMA-ES,test,0.0022293177664445,S1,-0.09504220548636688,1.0,1.0,-0.03369596131144781,0.7076456041756652,0.6126033986892984,0.6462993600007462,1.0,1.0,0.0,1.0,1.0,0.0,15,15,15
08176900,IC-CMA-ES,IC-CMA-ES,test,0.0018005933498891,S1,0.0012021354953116736,-9.0,-11.0,0.006676027670065365,0.7034115896432664,0.7046137251385781,0.6979376974685128,-18.0,-16.0,-27.0,18.0,16.0,27.0,15,15,15
08178880,IC-CMA-ES,IC-CMA-ES,test,0.0030449353276083,S1,0.05398137956224791,6.0,4.0,0.05297740134195861,0.41097290058297986,0.46495428014522777,0.41197687880326916,-6.0,4.0,0.0,6.0,4.0,0.0,15,15,15
08189500,IC-CMA-ES,IC-CMA-ES,test,0.0016287321026845,S1,0.23632505708132157,0.0,0.0,-0.059314555706620364,0.33801673294242907,0.5743417900237506,0.633656345730371,0.0,0.0,0.0,0.0,0.0,0.0,15,15,15
08190000,IC-CMA-ES,IC-CMA-ES,test,0.0037075564040486,S1,-0.017395246728975744,2.0,-19.0,0.028295786827513325,0.6977920333288117,0.6803967865998359,0.6521009997723226,-23.0,-2.0,-21.0,23.0,2.0,21.0,15,15,15
08190500,IC-CMA-ES,IC-CMA-ES,test,0.0044907633248583,S1,1.1462274990168335,0.0,0.0,-0.062493138460414266,-0.7824972535759878,0.36373024544084576,0.42622338390126,0.0,0.0,0.0,0.0,0.0,0.0,15,15,15
