basin_id,swe_burden_group,mean_annual_peak_swe_mm,snowiest_water_year,snowiest_year_peak_swe_mm,snow_active_days,eligible,r_Base,r_TGD,r_CN,delta_r_CN_Base,delta_r_TGD_Base,is_example_basin
03144000,Middle,32.46,1999,62.83,29,True,0.8811,0.868,0.8066,-0.0744,-0.0131,False
03170000,Middle,29.11,2010,67.1,77,True,0.8479,0.8425,0.9214,0.0736,-0.0054,False
03173000,Middle,43.72,1998,94.56,35,True,0.8623,0.8428,0.8989,0.0365,-0.0196,False
03180500,Middle,93.09,2003,198.38,121,True,0.5609,0.5762,0.7955,0.2346,0.0153,False
03182500,Middle,59.13,2003,124.63,104,True,0.4421,0.4753,0.6606,0.2184,0.0331,False
03186500,High,118.02,2010,347.55,111,True,0.2006,0.2019,0.8756,0.6749,0.0013,False
03237280,Middle,32.91,2003,94.33,46,True,0.7726,0.0879,0.2758,-0.4968,-0.6847,False
03237500,Middle,26.26,2003,74.34,58,True,0.0819,0.0616,0.3065,0.2246,-0.0202,False
03238500,Low,23.79,2003,52.89,37,True,-0.3108,0.2871,0.5359,0.8467,0.5979,False
03241500,Middle,40.88,1996,84.48,55,True,0.4742,0.4481,0.7393,0.2651,-0.0261,False
03280700,Low,18.45,1996,37.51,22,True,0.2469,0.3185,0.8422,0.5953,0.0717,False
03281500,Low,15.08,1996,42.68,18,True,0.2999,0.4138,0.7338,0.4338,0.1139,False
03285000,Low,15.1,2009,34.32,14,True,0.9461,0.9351,0.9101,-0.036,-0.011,False
03291780,Middle,29.62,2003,61.86,49,True,-0.0001,0.0183,0.2394,0.2395,0.0185,False
03338780,Middle,32.21,1999,73.6,36,True,0.2387,0.3681,0.9877,0.749,0.1294,False
03340800,Middle,33.41,1999,76.24,39,True,-0.1314,0.0787,0.6999,0.8313,0.2101,False
03346000,Middle,35.95,1999,80.84,31,True,0.4244,0.2464,0.8756,0.4512,-0.178,False
03364500,Middle,38.45,2003,81.84,66,True,0.431,0.4846,0.4135,-0.0175,0.0536,False
03366500,Low,21.24,1999,42.78,17,True,0.3767,0.5092,0.8221,0.4454,0.1325,False
03368000,Low,22.04,1999,47.8,27,True,0.5022,0.621,0.7914,0.2892,0.1188,False
03384450,Low,14.34,1999,41.74,27,True,-0.5609,-0.5888,-0.6005,-0.0396,-0.0278,False
03439000,Middle,27.47,2010,76.1,44,True,0.4341,0.326,-0.2056,-0.6398,-0.1081,False
03455500,Middle,77.15,2010,308.69,117,True,0.2036,0.2059,0.7076,0.504,0.0022,False
03456500,Middle,65.61,2010,197.29,107,True,0.323,0.2632,0.5933,0.2703,-0.0598,False
03460000,Middle,57.02,2010,230.27,111,True,0.4495,0.4736,0.4105,-0.0391,0.0241,False
03463300,Middle,97.75,2010,252.04,115,True,0.5277,0.4089,0.826,0.2983,-0.1188,False
03471500,Middle,65.12,2010,149.49,110,True,0.6175,0.6522,0.8957,0.2782,0.0347,False
03473000,Middle,61.18,1999,122.39,70,True,0.8795,0.9103,0.663,-0.2165,0.0307,True
03479000,Middle,56.45,2010,135.43,98,True,0.5572,0.5712,0.7908,0.2336,0.0139,False
03488000,Middle,30.95,2010,65.11,75,True,0.8534,0.8311,0.9388,0.0853,-0.0224,False
03498500,Low,8.33,1996,21.17,17,True,0.3656,0.4647,-0.1682,-0.5338,0.0991,False
03500000,Low,19.75,1996,68.43,38,True,0.7796,0.7535,-0.1767,-0.9563,-0.0261,False
03500240,Middle,25.67,1996,93.07,55,True,0.7217,0.3515,-0.0009,-0.7225,-0.3701,False
03504000,Middle,46.04,1996,226.19,86,True,0.8028,0.7518,0.2437,-0.5592,-0.0511,False
03574500,Low,6.11,1999,29.68,17,True,0.4909,0.4837,0.4945,0.0036,-0.0072,False
03592718,Low,4.52,1996,20.5,7,False,,,,,,False
03604000,Low,1.62,2010,5.8,4,False,,,,,,False
05291000,Middle,84.38,1997,253.71,160,True,0.2465,0.3043,0.9006,0.654,0.0578,False
05362000,High,125.55,1996,225.46,156,True,0.5416,0.6979,0.5598,0.0182,0.1563,False
05393500,High,150.77,1996,245.33,166,True,0.6344,0.7015,0.659,0.0246,0.0671,False
05399500,Middle,93.05,1997,176.57,133,True,0.1893,0.3121,0.5994,0.4102,0.1229,False
05408000,High,109.13,2008,232.96,134,True,-0.1921,0.097,0.6656,0.8577,0.2891,False
05413500,Middle,70.5,2008,186.83,126,True,-0.2169,0.3962,0.6358,0.8527,0.6131,False
05414000,Middle,69.94,2008,192.95,126,True,-0.1347,0.3058,0.5289,0.6635,0.4405,False
05444000,Middle,69.1,2001,182.29,113,True,0.6657,0.2581,0.2059,-0.4598,-0.4076,False
05454000,Middle,62.07,2008,240.55,121,True,-0.5566,-0.4926,0.6723,1.2288,0.064,False
05458000,Middle,64.3,2001,150.65,142,True,-0.0158,-0.0435,-0.2078,-0.192,-0.0277,False
05466500,Middle,51.38,2001,107.54,100,True,0.9601,0.863,0.8642,-0.0959,-0.0971,False
05487980,Middle,44.71,2008,162.07,130,True,-0.0479,-0.0312,0.5558,0.6037,0.0167,False
05488200,Middle,71.78,2008,319.76,145,True,-0.1467,-0.1349,0.5432,0.6899,0.0119,False
05489000,Middle,66.42,2008,207.43,135,True,-0.2225,-0.1905,0.5653,0.7878,0.032,False
05495000,Middle,37.8,2008,75.06,80,True,-0.6095,-0.5066,0.0522,0.6617,0.1029,True
05495500,Low,17.24,2007,31.03,56,True,0.9058,0.9027,0.8693,-0.0365,-0.0031,False
05501000,Low,23.63,2001,52.38,66,True,0.5354,0.4385,0.7593,0.2238,-0.097,False
05503800,Low,21.34,2008,57.08,46,True,0.9186,0.9124,0.954,0.0353,-0.0062,False
05507600,Low,17.83,2008,45.06,30,True,0.8893,0.9118,0.8277,-0.0616,0.0225,False
05508805,Low,16.81,2008,44.58,29,True,0.8885,0.9051,0.8604,-0.0281,0.0166,False
05525500,Middle,27.03,2009,57.52,39,True,0.8344,0.8892,0.503,-0.3315,0.0547,False
05556500,Middle,53.82,2010,102.39,94,True,0.9182,0.9122,0.913,-0.0051,-0.006,False
05584500,Low,17.18,2008,27.42,36,True,0.9764,0.9748,0.9626,-0.0138,-0.0016,False
05591550,Low,21.82,1999,47.83,19,True,0.9339,0.8424,0.8904,-0.0435,-0.0915,False
05592050,Low,16.48,1999,37.08,19,True,0.936,0.8384,0.9034,-0.0326,-0.0975,False
05592575,Low,21.55,1999,55.85,20,True,-0.2458,0.229,0.8417,1.0875,0.4748,False
05593575,Low,16.95,1999,37.33,22,True,0.8592,0.7739,0.3364,-0.5228,-0.0853,False
05593900,Low,20.82,1996,39.89,48,True,0.9645,0.9558,0.8942,-0.0703,-0.0087,False
05595730,Low,13.02,1999,27.67,27,True,0.8288,0.6689,0.1311,-0.6976,-0.1598,False
07291000,Low,4.13,1996,15.2,6,False,,,,,,False
07359610,Middle,69.39,2001,325.36,74,True,0.7925,0.6786,-0.255,-1.0475,-0.1139,False
07362100,Low,14.28,2001,55.41,16,True,0.7826,0.762,0.7649,-0.0177,-0.0206,False
07362587,Low,7.57,2001,30.35,32,True,0.8828,0.8437,-0.4349,-1.3177,-0.0391,False
07375000,Low,0.49,1996,7.37,4,False,,,,,,False
08013000,Low,1.77,1996,10.85,5,False,,,,,,False
08014500,Low,3.13,1997,42.0,3,False,,,,,,False
05057200,Middle,80.57,2009,193.26,159,True,0.2721,0.2534,0.7037,0.4316,-0.0187,False
05120500,High,125.12,2009,715.12,172,True,-0.1088,0.4491,0.4216,0.5304,0.5579,False
06221400,High,549.67,1997,892.33,264,True,0.1498,0.3774,0.7488,0.599,0.2275,False
06224000,High,481.67,1999,797.42,274,True,0.275,0.4246,-0.0064,-0.2814,0.1496,False
06278300,High,546.78,1997,789.12,259,True,-0.2846,0.1,0.6052,0.8898,0.3847,False
06280300,High,612.63,1997,1071.81,292,True,0.0031,0.2666,0.4301,0.427,0.2635,False
06289000,High,478.08,1997,659.13,248,True,-0.2332,0.4605,0.6876,0.9208,0.6937,False
06291500,High,556.73,2007,814.88,261,True,0.6674,0.5954,0.8407,0.1733,-0.072,False
06311000,High,297.91,1997,436.32,250,True,0.0366,0.4403,0.896,0.8595,0.4037,False
06332515,Middle,66.22,2009,153.72,128,True,0.007,0.16,0.9391,0.9321,0.153,False
06339100,Middle,62.61,2009,145.89,127,True,0.0358,0.3124,0.9256,0.8898,0.2767,False
06344600,Middle,65.26,2009,148.59,141,True,0.3889,0.4666,0.927,0.5382,0.0777,False
06350000,Middle,77.2,2009,260.02,166,True,0.761,0.9169,0.8559,0.0948,0.1559,False
06352000,Middle,84.7,2009,269.71,167,True,0.7141,0.9238,0.8322,0.118,0.2096,False
06404000,Middle,42.95,2006,81.12,40,True,0.2416,0.5959,0.851,0.6094,0.3543,False
06406000,Low,19.05,2006,39.35,24,True,-0.0547,0.7002,0.9054,0.9601,0.7549,False
06409000,High,129.8,1997,294.09,211,True,0.3848,0.4317,-0.2271,-0.6119,0.0468,False
06431500,Middle,72.48,1997,176.09,200,True,0.3198,0.2567,0.0844,-0.2355,-0.0631,False
06440200,Middle,29.57,1997,63.13,124,True,0.0968,0.7729,0.7527,0.6559,0.676,False
06447500,Middle,44.17,2010,89.4,114,True,0.7017,0.3636,0.7995,0.0978,-0.3381,False
06470800,Middle,65.72,1997,194.9,174,True,0.2019,0.4211,0.9492,0.7473,0.2192,False
06477500,Middle,39.29,2001,101.11,163,True,0.5691,0.7577,0.9514,0.3823,0.1886,False
06479215,Middle,95.87,1997,250.44,160,True,-0.0968,-0.1618,0.9054,1.0023,-0.065,False
06601000,Middle,62.75,2010,160.0,111,True,0.3999,0.4396,0.7885,0.3886,0.0397,False
06614800,High,1157.01,1997,1449.41,290,True,0.1519,0.0644,0.3499,0.1981,-0.0874,False
06622700,High,984.71,1997,1262.97,248,True,0.0356,0.2309,0.3262,0.2906,0.1953,False
06623800,High,946.51,1997,1267.73,278,True,0.0039,0.2052,0.4227,0.4187,0.2012,False
06632400,High,893.73,2010,1166.99,283,True,0.3284,0.5106,0.591,0.2626,0.1821,False
06746095,High,1146.15,2003,1522.57,281,True,0.1119,0.373,0.3687,0.2569,0.2612,False
06803510,Low,5.84,2010,11.27,73,True,0.1708,0.2824,0.7643,0.5935,0.1116,False
06803530,Middle,29.8,2010,74.75,93,True,0.1994,0.2316,0.6636,0.4642,0.0322,False
06814000,Middle,45.61,2001,169.14,105,True,0.9547,0.9706,0.493,-0.4617,0.0159,False
06847900,Low,20.77,2007,103.22,78,True,0.2074,0.5569,0.854,0.6466,0.3495,False
06853800,Low,21.69,2001,41.69,65,True,0.8939,0.9088,0.35,-0.5439,0.0148,False
06876700,Middle,30.45,2008,77.2,77,True,0.4816,0.6664,0.6176,0.136,0.1848,False
06878000,Middle,23.93,2008,60.08,59,True,-0.8445,-0.387,0.3879,1.2324,0.4575,False
06879650,Middle,65.63,2008,191.57,121,True,0.8007,0.8324,0.7027,-0.098,0.0317,False
06885500,Middle,41.15,2001,101.55,81,True,0.9745,0.9667,0.5921,-0.3824,-0.0078,False
06888500,Middle,38.61,2008,113.74,94,True,0.4209,0.4537,0.4872,0.0663,0.0328,False
06889200,Middle,45.87,2008,132.65,110,True,0.7335,0.7435,0.4602,-0.2733,0.01,False
06889500,Low,23.5,2008,92.4,106,True,0.8131,0.8275,0.5222,-0.2909,0.0144,False
06892000,Low,21.6,2008,62.73,84,True,0.2579,0.2593,0.5191,0.2613,0.0015,False
06903400,Middle,31.95,2001,91.56,102,True,0.8477,0.8937,0.1432,-0.7045,0.046,False
06906800,Low,20.57,2007,75.82,52,True,-0.3292,0.5936,0.8731,1.2023,0.9228,False
06910800,Middle,24.42,2008,65.08,65,True,0.2129,0.3908,0.4569,0.244,0.178,False
06911900,Middle,24.59,2008,73.13,73,True,0.2283,0.4195,0.4641,0.2359,0.1912,False
06917000,Low,13.76,2002,43.89,14,True,0.7733,0.4897,-0.5647,-1.338,-0.2837,False
06918460,Low,18.24,2007,41.44,46,True,0.35,0.1234,0.1132,-0.2368,-0.2266,False
06919500,Low,16.41,2007,48.15,54,True,0.7976,0.781,0.5873,-0.2102,-0.0165,False
06921070,Low,16.46,2007,35.87,45,True,0.7733,0.6372,0.6708,-0.1025,-0.1361,False
06921200,Middle,31.37,2007,86.45,62,True,0.5504,0.6159,0.3523,-0.1981,0.0655,False
07057500,Middle,53.58,2009,127.81,49,True,0.7418,0.7429,0.5926,-0.1492,0.0011,False
07060710,Low,15.82,2009,36.36,6,False,,,,,,False
07066000,Low,21.47,2007,48.21,17,True,0.7029,0.2772,-0.6986,-1.4015,-0.4257,False
07083000,High,754.2,1997,1145.78,247,True,0.0851,-0.0532,0.4151,0.33,-0.1384,False
07142300,Middle,75.75,2008,222.86,109,True,0.9148,0.9259,0.6581,-0.2568,0.011,False
07145700,Middle,27.2,2008,81.78,40,True,0.8456,0.8158,0.4966,-0.349,-0.0298,False
07167500,Low,22.66,2005,63.82,21,True,0.5962,0.6229,-0.2256,-0.8218,0.0268,False
07180500,Middle,25.52,2005,68.87,36,True,0.7631,0.6837,-0.4745,-1.2376,-0.0794,False
07184000,Low,9.24,2007,26.89,52,True,0.9214,0.9219,0.8284,-0.093,0.0006,False
07195800,Low,13.27,2009,24.78,5,False,,,,,,True
07196900,Low,23.36,2009,82.47,10,True,0.7845,0.4674,-0.6134,-1.3979,-0.3171,False
07197000,Low,17.75,2009,56.87,10,True,0.869,0.6356,-0.4248,-1.2938,-0.2335,False
07208500,High,183.7,2010,348.61,173,True,-0.2099,0.4234,0.6762,0.886,0.6332,False
07261000,Low,14.15,2009,53.79,9,False,,,,,,False
07263295,Low,9.03,2001,41.64,26,True,0.946,0.9073,0.3654,-0.5806,-0.0387,False
07299670,Low,0.48,2010,2.57,0,False,,,,,,False
07301410,Middle,29.89,2008,68.7,36,True,0.8943,0.4126,0.348,-0.5462,-0.4817,False
07315200,Low,0.67,2001,5.26,1,False,,,,,,False
07315700,Low,6.7,2001,31.81,13,True,0.7846,0.5324,0.8024,0.0178,-0.2522,False
07335700,Middle,44.83,2001,146.13,65,True,0.6911,0.5528,-0.2795,-0.9707,-0.1384,False
07340300,Middle,35.27,2001,162.45,65,True,0.7562,0.7589,0.2031,-0.5531,0.0027,False
07346045,Low,19.38,2001,62.78,36,True,0.5662,0.4309,-0.1403,-0.7065,-0.1353,False
08023080,Low,5.73,2001,23.45,3,False,,,,,,False
08050800,Low,1.53,2001,6.9,3,False,,,,,,False
08066200,Low,0.11,1997,1.43,0,False,,,,,,False
08066300,Low,1.85,1997,27.73,3,False,,,,,,False
08070000,Low,2.85,1997,26.25,4,False,,,,,,False
08070200,Low,0.19,1997,2.91,0,False,,,,,,False
08082700,Low,0.75,2010,4.79,0,False,,,,,,False
08086212,Low,0.5,2001,2.48,0,False,,,,,,False
08086290,Low,3.65,2001,17.67,9,False,,,,,,False
08101000,Low,0.56,1997,3.5,0,False,,,,,,False
08103900,Low,12.04,1997,87.39,14,True,0.7248,0.6267,0.4409,-0.2839,-0.0982,False
08104900,Low,1.01,2007,7.99,3,False,,,,,,False
08109700,Low,21.68,2001,151.78,23,True,0.9689,0.9905,0.9837,0.0147,0.0215,False
08150800,Low,2.96,1997,14.42,4,False,,,,,,False
08158700,Low,12.68,2007,67.46,11,True,0.9048,0.8788,0.8741,-0.0307,-0.026,False
08158810,Low,12.08,2007,69.25,29,True,0.9541,0.8835,0.8026,-0.1515,-0.0706,False
08164300,Low,0.29,2007,2.75,0,False,,,,,,False
08164600,Low,0.12,1997,1.78,0,False,,,,,,False
08165300,Low,16.07,2007,135.33,25,True,0.647,0.7717,0.8494,0.2024,0.1247,False
08171300,Low,5.35,2007,34.2,8,False,,,,,,False
08175000,Low,2.9,2001,19.68,2,False,,,,,,False
08176900,Low,2.62,2005,26.31,3,False,,,,,,False
08178880,Low,10.0,1997,60.87,15,True,0.7785,0.8492,0.2134,-0.5651,0.0707,False
08189500,Low,3.93,2005,38.12,5,False,,,,,,False
08190000,Low,5.87,2007,61.72,27,True,0.4803,0.757,0.7328,0.2524,0.2767,False
08190500,Low,6.42,2007,67.45,19,True,0.1076,0.5777,0.9109,0.8033,0.4701,False
08194200,Low,0.0,1996,0.0,0,False,,,,,,False
08195000,Low,5.17,2007,50.04,16,True,0.4958,0.7945,0.933,0.4373,0.2987,False
08196000,Low,15.7,2007,68.38,18,True,0.939,0.9714,0.9858,0.0468,0.0324,False
08198500,Low,4.38,2007,40.48,8,False,,,,,,False
08200000,Low,8.65,2007,55.04,7,False,,,,,,False
08202700,Low,12.85,2007,95.79,10,True,0.4004,0.7889,0.7356,0.3351,0.3885,False
08267500,High,638.51,2005,987.33,229,True,0.7024,0.5135,0.1847,-0.5177,-0.1889,False
08269000,High,436.15,2010,712.52,214,True,-0.1286,0.6419,0.7647,0.8932,0.7705,False
08271000,High,617.18,2005,869.8,229,True,0.9287,0.8138,0.2763,-0.6524,-0.115,False
08324000,High,164.66,2010,373.68,145,True,0.0934,0.9408,0.9346,0.8411,0.8474,False
08377900,High,511.52,2005,851.27,251,True,-0.3295,-0.1646,0.4035,0.733,0.1648,True
08378500,High,546.67,2005,936.74,249,True,-0.4447,-0.1684,0.3043,0.749,0.2763,False
08380500,High,198.78,2005,411.37,198,True,0.5774,0.3701,0.4123,-0.1651,-0.2073,False
09035800,High,902.95,1997,1251.59,290,True,0.0876,-0.193,0.1801,0.0926,-0.2806,False
09035900,High,778.41,1997,1117.24,289,True,0.0104,-0.2392,-0.082,-0.0924,-0.2496,False
09047700,High,749.24,1997,1084.07,268,True,0.0058,-0.1653,0.6812,0.6754,-0.1711,False
09065500,High,1152.96,1996,1770.42,305,True,-0.215,-0.0355,0.0699,0.2849,0.1795,False
09066000,High,940.67,1996,1458.76,286,True,-0.2682,-0.0587,-0.0202,0.248,0.2095,False
09066200,High,1314.3,1996,2059.57,314,True,-0.0332,0.1462,0.1636,0.1968,0.1794,False
09066300,High,1067.41,1996,1627.64,310,True,-0.0557,0.1311,0.1984,0.2541,0.1868,False
09081600,High,1323.37,1997,1877.21,289,True,0.2532,0.2793,0.3086,0.0554,0.026,False
09107000,High,552.45,2008,855.14,248,True,-0.163,0.6185,0.135,0.298,0.7815,False
09210500,High,449.64,1997,759.79,225,True,0.1043,0.6585,0.7708,0.6665,0.5542,False
09223000,High,542.5,1997,948.35,228,True,-0.1034,0.2351,0.5756,0.6789,0.3385,False
09306242,High,384.53,2005,607.63,198,True,0.3033,0.5952,0.6484,0.3451,0.292,False
09312600,High,323.01,1997,495.37,202,True,0.43,0.3013,0.4116,-0.0185,-0.1287,False
09352900,High,900.96,2005,1493.52,279,True,-0.4594,0.1322,0.4981,0.9576,0.5917,False
09378170,High,342.95,2005,785.75,225,True,0.8032,0.8755,0.9086,0.1054,0.0723,False
09386900,High,113.58,2010,255.83,130,True,0.0873,0.7892,0.9753,0.888,0.7019,False
09404450,High,173.56,2005,418.84,170,True,0.1826,-0.2573,0.2141,0.0315,-0.4399,False
09430600,Middle,77.26,1998,164.31,143,True,0.3403,0.8444,0.8654,0.5251,0.5041,False
09447800,Low,13.35,2006,66.99,16,True,0.183,0.48,0.6607,0.4777,0.297,False
09484600,Low,0.5,1997,2.63,0,False,,,,,,False
09492400,High,317.51,2010,952.4,196,True,0.2296,0.6986,0.6884,0.4588,0.469,False
09494000,High,188.71,2010,574.52,164,True,0.6057,0.8664,0.8805,0.2748,0.2607,False
09497980,Middle,43.91,2006,124.94,25,True,0.0282,0.3954,0.9059,0.8777,0.3672,False
09505350,High,101.45,2009,172.6,113,True,0.6897,0.7623,0.8661,0.1764,0.0727,False
09505800,Middle,67.94,1997,151.15,101,True,0.4904,0.5531,0.8579,0.3675,0.0627,False
09508300,Middle,57.62,1999,203.34,48,True,-0.6238,-0.5264,-0.5339,0.0899,0.0974,False
09510200,Low,6.27,2006,28.86,7,False,,,,,,False
09512280,Low,0.0,1996,0.0,0,False,,,,,,False
09513780,Low,10.98,2001,45.06,15,True,0.9568,0.9496,0.9482,-0.0086,-0.0072,False
10234500,High,656.99,1998,1017.31,245,True,0.5322,0.2227,0.5091,-0.0231,-0.3095,False
10244950,High,578.03,2005,1098.8,225,True,0.7884,-0.133,-0.169,-0.9574,-0.9214,False
10336645,High,763.79,1999,1318.69,244,True,-0.0739,0.1049,0.3364,0.4103,0.1788,False
10336660,High,1075.89,1999,1818.03,266,True,0.0127,0.1587,0.4827,0.47,0.146,False
10343500,High,465.75,1998,809.97,207,True,0.6578,0.8371,0.8021,0.1443,0.1793,False
12010000,Middle,64.56,2009,181.16,99,True,0.585,0.3312,-0.0808,-0.6657,-0.2537,False
12013500,Low,7.92,2009,25.7,11,False,0.3126,,0.7455,0.4329,,False
12020000,Low,20.94,2004,55.96,26,True,0.7141,0.6969,0.7737,0.0596,-0.0172,False
12025700,Middle,59.94,2009,202.11,113,True,0.8331,0.7676,0.5568,-0.2763,-0.0655,False
12035000,Middle,48.93,2009,161.59,54,True,0.4855,0.5352,0.457,-0.0286,0.0497,False
12040500,Middle,76.14,2009,191.47,135,True,0.4023,0.2948,0.3605,-0.0418,-0.1075,False
12041200,Low,14.62,1997,70.75,70,True,0.2837,0.1403,0.65,0.3663,-0.1434,False
12048000,Middle,49.57,1999,139.84,128,True,-0.1006,-0.0087,0.6358,0.7364,0.0919,False
12054000,High,350.72,1997,1006.6,290,True,0.724,0.7579,0.7457,0.0217,0.0339,False
12056500,High,193.71,1997,663.61,257,True,0.6439,0.6156,0.6911,0.0472,-0.0282,False
12073500,Low,1.98,2009,10.38,7,False,,,,,,False
12082500,High,741.16,2002,1635.9,248,True,0.4172,0.5105,0.3074,-0.1097,0.0933,False
12092000,High,588.1,1997,1248.65,300,True,0.6544,0.6334,0.5054,-0.149,-0.0209,False
12114500,High,613.93,1997,1417.54,249,True,0.3487,0.3255,0.454,0.1053,-0.0231,False
12115000,High,499.1,1997,1220.52,264,True,0.4173,0.3958,0.4923,0.075,-0.0216,False
12117000,Middle,82.34,2009,227.16,133,True,0.6195,0.632,0.4398,-0.1797,0.0125,False
12143600,High,533.91,1997,1213.2,267,True,0.5161,0.4788,0.6042,0.0881,-0.0373,False
12144000,High,571.08,1997,1254.05,265,True,0.5994,0.5647,0.6103,0.0109,-0.0347,False
12145500,Middle,37.01,1997,97.87,43,True,0.2863,0.2869,0.2971,0.0108,0.0006,False
12147500,High,367.17,1997,777.66,177,True,0.307,0.2294,0.3699,0.0629,-0.0776,False
12167000,High,179.59,1997,511.34,183,True,0.2147,0.0687,0.3548,0.1401,-0.146,True
12175500,High,2021.11,1999,3573.29,365,True,0.6352,0.8352,0.6335,-0.0017,0.2,False
